Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\E20201002yuanch_Connie_TCPA_60minDIA_b4-5.mzML
P14314	GLU2B_HUMAN	PRKCSH	Glucosidase 2 subunit beta	2.28692e+08
P14317	HCLS1_HUMAN	HCLS1	Hematopoietic lineage cell-specific protein	4.96077e+07
P14324	FPPS_HUMAN	FDPS	Farnesyl pyrophosphate synthase	3.71742e+07
P14406	CX7A2_HUMAN	COX7A2	Cytochrome c oxidase subunit 7A2, mitochondrial	1.66802e+07
P14543	NID1_HUMAN	NID1	Nidogen-1	8.5598e+07
P14550	AK1A1_HUMAN	AKR1A1	Aldo-keto reductase family 1 member A1	2.11284e+08
P14618	KPYM_HUMAN	PKM	Pyruvate kinase PKM	3.68441e+08
P14621	ACYP2_HUMAN	ACYP2	Acylphosphatase-2	6.12555e+06
P14625	ENPL_HUMAN	HSP90B1	Endoplasmin	6.00617e+08
P14649	MYL6B_HUMAN	MYL6B	Myosin light chain 6B	1.88613e+07
P14678	RSMB_HUMAN	SNRPB	Small nuclear ribonucleoprotein-associated proteins B and B'	9.00004e+07
P14735	IDE_HUMAN	IDE	Insulin-degrading enzyme	1.23144e+07
P14780	MMP9_HUMAN	MMP9	Matrix metalloproteinase-9	6.81689e+06
P14866	HNRPL_HUMAN	HNRNPL	Heterogeneous nuclear ribonucleoprotein L	1.33802e+08
P14868	SYDC_HUMAN	DARS1	Aspartate--tRNA ligase, cytoplasmic	6.45768e+07
P14923	PLAK_HUMAN	JUP	Junction plakoglobin	4.92069e+07
P14927	QCR7_HUMAN	UQCRB	Cytochrome b-c1 complex subunit 7	2.39671e+07
P15088	CBPA3_HUMAN	CPA3	Mast cell carboxypeptidase A	8.07243e+06
P15090	FABP4_HUMAN	FABP4	Fatty acid-binding protein, adipocyte	2.87435e+07
P15104	GLNA_HUMAN	GLUL	Glutamine synthetase	5.43698e+07
P15121	ALDR_HUMAN	AKR1B1	Aldo-keto reductase family 1 member B1	7.0708e+07
P15144	AMPN_HUMAN	ANPEP	Aminopeptidase N	1.50554e+07
P15153	RAC2_HUMAN	RAC2	Ras-related C3 botulinum toxin substrate 2	4.30262e+07
P15169	CBPN_HUMAN	CPN1	Carboxypeptidase N catalytic chain	1.53387e+07
P15170	ERF3A_HUMAN	GSPT1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	1.94194e+07
P15289	ARSA_HUMAN	ARSA	Arylsulfatase A	3.72563e+06
P15291	B4GT1_HUMAN	B4GALT1	Beta-1,4-galactosyltransferase 1	4.00032e+06
P15309	PPAP_HUMAN	ACP3	Prostatic acid phosphatase	1.87097e+06
P15311	EZRI_HUMAN	EZR	Ezrin	4.84005e+07
P15336	ATF2_HUMAN	ATF2	Cyclic AMP-dependent transcription factor ATF-2	1.70099e+06
P15374	UCHL3_HUMAN	UCHL3	Ubiquitin carboxyl-terminal hydrolase isozyme L3	9.27951e+06
P15498	VAV_HUMAN	VAV1	Proto-oncogene vav	2.79694e+06
P15502	ELN_HUMAN	ELN	Elastin	2.20255e+07
P15531	NDKA_HUMAN	NME1	Nucleoside diphosphate kinase A	1.42555e+08
P15586	GNS_HUMAN	GNS	N-acetylglucosamine-6-sulfatase	2.29672e+07
P15735	PHKG2_HUMAN	PHKG2	Phosphorylase b kinase gamma catalytic chain, liver/testis isoform	5.67772e+06
P15814	IGLL1_HUMAN	IGLL1	Immunoglobulin lambda-like polypeptide 1	2.22687e+07
P15848	ARSB_HUMAN	ARSB	Arylsulfatase B	4.12679e+06
P15880	RS2_HUMAN	RPS2	Small ribosomal subunit protein uS5	2.20179e+08
P15927	RFA2_HUMAN	RPA2	Replication protein A 32 kDa subunit	2.63925e+07
P16035	TIMP2_HUMAN	TIMP2	Metalloproteinase inhibitor 2	5.87864e+06
P16066	ANPRA_HUMAN	NPR1	Atrial natriuretic peptide receptor 1	885158
P16070	CD44_HUMAN	CD44	CD44 antigen	1.77099e+08
P16083	NQO2_HUMAN	NQO2	Ribosyldihydronicotinamide dehydrogenase [quinone]	7.984e+07
P16144	ITB4_HUMAN	ITGB4	Integrin beta-4	3.93532e+06
P16152	CBR1_HUMAN	CBR1	Carbonyl reductase [NADPH] 1	1.92564e+08
P16157	ANK1_HUMAN	ANK1	Ankyrin-1	1.52202e+07
P16219	ACADS_HUMAN	ACADS	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	1.2298e+07
P16220	CREB1_HUMAN	CREB1	Cyclic AMP-responsive element-binding protein 1	5.97921e+07
P16234	PGFRA_HUMAN	PDGFRA	Platelet-derived growth factor receptor alpha	1.55334e+07
P16278	BGAL_HUMAN	GLB1	Beta-galactosidase	2.31177e+07
P16284	PECA1_HUMAN	PECAM1	Platelet endothelial cell adhesion molecule	1.40896e+07
P16298	PP2BB_HUMAN	PPP3CB	Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform	1.17872e+07
P16333	NCK1_HUMAN	NCK1	Cytoplasmic protein NCK1	1.87733e+07
P16383	GCFC2_HUMAN	GCFC2	Intron Large complex component GCFC2	1.64172e+09
P16401	H15_HUMAN	H1-5	Histone H1.5	7.8915e+07
P16435	NCPR_HUMAN	POR	NADPH--cytochrome P450 reductase	3.56277e+07
P16444	DPEP1_HUMAN	DPEP1	Dipeptidase 1	1.1434e+07
P16452	EPB42_HUMAN	EPB42	Protein 4.2	2.35291e+06
P16455	MGMT_HUMAN	MGMT	Methylated-DNA--protein-cysteine methyltransferase	1.08747e+07
P16615	AT2A2_HUMAN	ATP2A2	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	7.29836e+07
P16885	PLCG2_HUMAN	PLCG2	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2	1.17214e+07
P16930	FAAA_HUMAN	FAH	Fumarylacetoacetase	2.73054e+07
P16949	STMN1_HUMAN	STMN1	Stathmin	9.64389e+07
P16989	YBOX3_HUMAN	YBX3	Y-box-binding protein 3	5.89217e+06
P17026	ZNF22_HUMAN	ZNF22	Zinc finger protein 22	2.1241e+07
P17050	NAGAB_HUMAN	NAGA	Alpha-N-acetylgalactosaminidase	1.75311e+07
P17066	HSP76_HUMAN	HSPA6	Heat shock 70 kDa protein 6	2.90909e+06
P17096	HMGA1_HUMAN	HMGA1	High mobility group protein HMG-I/HMG-Y	1.35153e+07
P17152	TMM11_HUMAN	TMEM11	Transmembrane protein 11, mitochondrial	1.6834e+07
P17174	AATC_HUMAN	GOT1	Aspartate aminotransferase, cytoplasmic	2.23643e+07
P17252	KPCA_HUMAN	PRKCA	Protein kinase C alpha type	8.01598e+06
P17301	ITA2_HUMAN	ITGA2	Integrin alpha-2	1.72191e+07
P17302	CXA1_HUMAN	GJA1	Gap junction alpha-1 protein	7.95195e+06
P17480	UBF1_HUMAN	UBTF	Nucleolar transcription factor 1	3.10263e+07
P17535	JUND_HUMAN	JUND	Transcription factor JunD	9.15271e+06
P17612	KAPCA_HUMAN	PRKACA	cAMP-dependent protein kinase catalytic subunit alpha	1.82133e+07
P17655	CAN2_HUMAN	CAPN2	Calpain-2 catalytic subunit	9.89438e+07
P17661	DESM_HUMAN	DES	Desmin	1.29884e+09
P17676	CEBPB_HUMAN	CEBPB	CCAAT/enhancer-binding protein beta	8.43336e+06
P17706	PTN2_HUMAN	PTPN2	Tyrosine-protein phosphatase non-receptor type 2	1.88427e+07
P17812	PYRG1_HUMAN	CTPS1	CTP synthase 1	8.17726e+06
P17813	EGLN_HUMAN	ENG	Endoglin	8.66224e+07
P17844	DDX5_HUMAN	DDX5	Probable ATP-dependent RNA helicase DDX5	4.6307e+07
P17858	PFKAL_HUMAN	PFKL	ATP-dependent 6-phosphofructokinase, liver type	8.22421e+07
P17931	LEG3_HUMAN	LGALS3	Galectin-3	2.99225e+08
P17948	VGFR1_HUMAN	FLT1	Vascular endothelial growth factor receptor 1	9.7002e+09
P17980	PRS6A_HUMAN	PSMC3	26S proteasome regulatory subunit 6A	6.23785e+07
P17987	TCPA_HUMAN	TCP1	T-complex protein 1 subunit alpha	1.04263e+08
P18031	PTN1_HUMAN	PTPN1	Tyrosine-protein phosphatase non-receptor type 1	1.67621e+07
P18074	ERCC2_HUMAN	ERCC2	General transcription and DNA repair factor IIH helicase subunit XPD	2.51576e+07
P18077	RL35A_HUMAN	RPL35A	Large ribosomal subunit protein eL33	1.09225e+08
P18084	ITB5_HUMAN	ITGB5	Integrin beta-5	2.58618e+07
P18085	ARF4_HUMAN	ARF4	ADP-ribosylation factor 4	7.53116e+07
P18124	RL7_HUMAN	RPL7	Large ribosomal subunit protein uL30	2.90191e+08
P18206	VINC_HUMAN	VCL	Vinculin	4.07796e+08
P18428	LBP_HUMAN	LBP	Lipopolysaccharide-binding protein	4.45552e+07
P18433	PTPRA_HUMAN	PTPRA	Receptor-type tyrosine-protein phosphatase alpha	9.25242e+06
P18440	ARY1_HUMAN	NAT1	Arylamine N-acetyltransferase 1	7.81544e+06
P18583	SON_HUMAN	SON	Protein SON	4.04061e+07
P18615	NELFE_HUMAN	NELFE	Negative elongation factor E	1.05285e+07
P18621	RL17_HUMAN	RPL17	Large ribosomal subunit protein uL22	1.17426e+08
P18669	PGAM1_HUMAN	PGAM1	Phosphoglycerate mutase 1	2.77872e+08
P18754	RCC1_HUMAN	RCC1	Regulator of chromosome condensation	3.10468e+07
P18827	SDC1_HUMAN	SDC1	Syndecan-1	1.02345e+07
P18847	ATF3_HUMAN	ATF3	Cyclic AMP-dependent transcription factor ATF-3	6.54344e+07
P18859	ATP5J_HUMAN	ATP5PF	ATP synthase-coupling factor 6, mitochondrial	4.60579e+07
P18887	XRCC1_HUMAN	XRCC1	DNA repair protein XRCC1	1.00352e+07
P19021	AMD_HUMAN	PAM	Peptidyl-glycine alpha-amidating monooxygenase	1.32144e+07
P19022	CADH2_HUMAN	CDH2	Cadherin-2	4.46937e+06
P19174	PLCG1_HUMAN	PLCG1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1	2.48429e+07
P19256	LFA3_HUMAN	CD58	Lymphocyte function-associated antigen 3	1.78886e+06
P19338	NUCL_HUMAN	NCL	Nucleolin	3.23576e+08
P19367	HXK1_HUMAN	HK1	Hexokinase-1	7.95826e+07
P19387	RPB3_HUMAN	POLR2C	DNA-directed RNA polymerase II subunit RPB3	7.53538e+06
P19388	RPAB1_HUMAN	POLR2E	DNA-directed RNA polymerases I, II, and III subunit RPABC1	1.49527e+07
P19404	NDUV2_HUMAN	NDUFV2	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	4.59199e+07
P19447	ERCC3_HUMAN	ERCC3	General transcription and DNA repair factor IIH helicase subunit XPB	2.91875e+06
P19474	RO52_HUMAN	TRIM21	E3 ubiquitin-protein ligase TRIM21	7.15854e+08
P19525	E2AK2_HUMAN	EIF2AK2	Interferon-induced, double-stranded RNA-activated protein kinase	2.00872e+07
P19532	TFE3_HUMAN	TFE3	Transcription factor E3	1.40891e+07
P19544	WT1_HUMAN	WT1	Wilms tumor protein	1.34049e+06
P19623	SPEE_HUMAN	SRM	Spermidine synthase	9.44918e+07
P19634	SL9A1_HUMAN	SLC9A1	Sodium/hydrogen exchanger 1	6.38429e+06
P19652	A1AG2_HUMAN	ORM2	Alpha-1-acid glycoprotein 2	5.57323e+08
P19784	CSK22_HUMAN	CSNK2A2	Casein kinase II subunit alpha'	2.33288e+07
P19793	RXRA_HUMAN	RXRA	Retinoic acid receptor RXR-alpha	3.97063e+06
P19823	ITIH2_HUMAN	ITIH2	Inter-alpha-trypsin inhibitor heavy chain H2	1.77015e+08
P19827	ITIH1_HUMAN	ITIH1	Inter-alpha-trypsin inhibitor heavy chain H1	2.49041e+08
P19838	NFKB1_HUMAN	NFKB1	Nuclear factor NF-kappa-B p105 subunit	1.35407e+07
P19878	NCF2_HUMAN	NCF2	Neutrophil cytosol factor 2	7.55778e+06
P19971	TYPH_HUMAN	TYMP	Thymidine phosphorylase	8.11315e+07
P20020	AT2B1_HUMAN	ATP2B1	Plasma membrane calcium-transporting ATPase 1	1.08853e+07
P20036	DPA1_HUMAN	HLA-DPA1	HLA class II histocompatibility antigen, DP alpha 1 chain	6.29611e+06
P20042	IF2B_HUMAN	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2	2.60468e+07
P20073	ANXA7_HUMAN	ANXA7	Annexin A7	8.7749e+07
P20160	CAP7_HUMAN	AZU1	Azurocidin	1.44117e+07
P20231	TRYB2_HUMAN	TPSB2	Tryptase beta-2	1.24748e+08
P20290	BTF3_HUMAN	BTF3	Transcription factor BTF3	3.35123e+07
P20338	RAB4A_HUMAN	RAB4A	Ras-related protein Rab-4A	1.52814e+07
P20339	RAB5A_HUMAN	RAB5A	Ras-related protein Rab-5A	3.84599e+07
P20340	RAB6A_HUMAN	RAB6A	Ras-related protein Rab-6A	5.39774e+07
P20591	MX1_HUMAN	MX1	Interferon-induced GTP-binding protein Mx1	4.15915e+07
P20592	MX2_HUMAN	MX2	Interferon-induced GTP-binding protein Mx2	1.61988e+07
P20594	ANPRB_HUMAN	NPR2	Atrial natriuretic peptide receptor 2	4.81414e+06
P20618	PSB1_HUMAN	PSMB1	Proteasome subunit beta type-1	6.1536e+07
P20645	MPRD_HUMAN	M6PR	Cation-dependent mannose-6-phosphate receptor	3.78793e+06
P20674	COX5A_HUMAN	COX5A	Cytochrome c oxidase subunit 5A, mitochondrial	5.32096e+07
P20700	LMNB1_HUMAN	LMNB1	Lamin-B1	1.43489e+08
P20701	ITAL_HUMAN	ITGAL	Integrin alpha-L	3.45038e+06
P20702	ITAX_HUMAN	ITGAX	Integrin alpha-X	3.61065e+06
P20742	PZP_HUMAN	PZP	Pregnancy zone protein	1.1898e+07
P20774	MIME_HUMAN	OGN	Mimecan	3.4414e+08
P20810	ICAL_HUMAN	CAST	Calpastatin	2.32125e+07
P20839	IMDH1_HUMAN	IMPDH1	Inosine-5'-monophosphate dehydrogenase 1	1.3145e+07
P20908	CO5A1_HUMAN	COL5A1	Collagen alpha-1(V) chain	1.00728e+08
P20933	ASPG_HUMAN	AGA	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase	1.53755e+07
P20936	RASA1_HUMAN	RASA1	Ras GTPase-activating protein 1	1.06895e+08
P20962	PTMS_HUMAN	PTMS	Parathymosin	9.35096e+07
P21127	CD11B_HUMAN	CDK11B	Cyclin-dependent kinase 11B	7.08501e+06
P21266	GSTM3_HUMAN	GSTM3	Glutathione S-transferase Mu 3	5.8261e+07
P21281	VATB2_HUMAN	ATP6V1B2	V-type proton ATPase subunit B, brain isoform	2.87863e+07
P21291	CSRP1_HUMAN	CSRP1	Cysteine and glycine-rich protein 1	8.55597e+08
P21333	FLNA_HUMAN	FLNA	Filamin-A	1.19723e+09
P21359	NF1_HUMAN	NF1	Neurofibromin	1.89273e+08
P21397	AOFA_HUMAN	MAOA	Amine oxidase [flavin-containing] A	9.05906e+06
P21399	ACOHC_HUMAN	ACO1	Cytoplasmic aconitate hydratase	6.9207e+07
P21462	FPR1_HUMAN	FPR1	fMet-Leu-Phe receptor	5.47079e+06
P21589	5NTD_HUMAN	NT5E	5'-nucleotidase	1.64802e+07
P21796	VDAC1_HUMAN	VDAC1	Voltage-dependent anion-selective channel protein 1	6.14899e+07
P21810	PGS1_HUMAN	BGN	Biglycan	9.48557e+08
P21912	SDHB_HUMAN	SDHB	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	3.79675e+07
P21964	COMT_HUMAN	COMT	Catechol O-methyltransferase	2.7063e+07
P21980	TGM2_HUMAN	TGM2	Protein-glutamine gamma-glutamyltransferase 2	2.57442e+09
P22033	MUTA_HUMAN	MMUT	Methylmalonyl-CoA mutase, mitochondrial	1.14046e+07
P22059	OSBP1_HUMAN	OSBP	Oxysterol-binding protein 1	3.85169e+07
P22061	PIMT_HUMAN	PCMT1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	7.46199e+07
P22087	FBRL_HUMAN	FBL	rRNA 2'-O-methyltransferase fibrillarin	1.54381e+08
P22102	PUR2_HUMAN	GART	Trifunctional purine biosynthetic protein adenosine-3	4.16422e+07
P22105	TENX_HUMAN	TNXB	Tenascin-X	7.03735e+08
P22234	PUR6_HUMAN	PAICS	Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase	4.17583e+07
P22303	ACES_HUMAN	ACHE	Acetylcholinesterase	4.27674e+06
P22307	SCP2_HUMAN	SCP2	Sterol carrier protein 2	2.37478e+07
P22314	UBA1_HUMAN	UBA1	Ubiquitin-like modifier-activating enzyme 1	5.38559e+08
P22352	GPX3_HUMAN	GPX3	Glutathione peroxidase 3	1.65564e+08
P22392	NDKB_HUMAN	NME2	Nucleoside diphosphate kinase B	2.16879e+08
P22413	ENPP1_HUMAN	ENPP1	Ectonucleotide pyrophosphatase/phosphodiesterase family member 1	2.56759e+07
P22570	ADRO_HUMAN	FDXR	NADPH:adrenodoxin oxidoreductase, mitochondrial	1.79305e+08
P22626	ROA2_HUMAN	HNRNPA2B1	Heterogeneous nuclear ribonucleoproteins A2/B1	4.28768e+08
P22670	RFX1_HUMAN	RFX1	MHC class II regulatory factor RFX1	7.36061e+06
P22681	CBL_HUMAN	CBL	E3 ubiquitin-protein ligase CBL	6.2569e+06
P22694	KAPCB_HUMAN	PRKACB	cAMP-dependent protein kinase catalytic subunit beta	3.87214e+06
P22695	QCR2_HUMAN	UQCRC2	Cytochrome b-c1 complex subunit 2, mitochondrial	8.177e+07
P22748	CAH4_HUMAN	CA4	Carbonic anhydrase 4	1.88939e+06
P22792	CPN2_HUMAN	CPN2	Carboxypeptidase N subunit 2	1.9653e+07
P22830	HEMH_HUMAN	FECH	Ferrochelatase, mitochondrial	1.03274e+07
P22891	PROZ_HUMAN	PROZ	Vitamin K-dependent protein Z	3.01724e+06
P22897	MRC1_HUMAN	MRC1	Macrophage mannose receptor 1	1.89993e+07
P23083	HV102_HUMAN	IGHV1-2	Immunoglobulin heavy variable 1-2	6.16418e+06
P23141	EST1_HUMAN	CES1	Liver carboxylesterase 1	1.01727e+08
P23142	FBLN1_HUMAN	FBLN1	Fibulin-1	4.81284e+08
P23193	TCEA1_HUMAN	TCEA1	Transcription elongation factor A protein 1	3.14123e+07
P23219	PGH1_HUMAN	PTGS1	Prostaglandin G/H synthase 1	1.00736e+07
P23229	ITA6_HUMAN	ITGA6	Integrin alpha-6	2.3166e+07
P23246	SFPQ_HUMAN	SFPQ	Splicing factor, proline- and glutamine-rich	2.18821e+08
P23258	TBG1_HUMAN	TUBG1	Tubulin gamma-1 chain	2.384e+07
P23284	PPIB_HUMAN	PPIB	Peptidyl-prolyl cis-trans isomerase B	8.58627e+08
P23327	SRCH_HUMAN	HRC	Sarcoplasmic reticulum histidine-rich calcium-binding protein	1.33621e+07
P23368	MAOM_HUMAN	ME2	NAD-dependent malic enzyme, mitochondrial	4.13578e+07
P23381	SYWC_HUMAN	WARS1	Tryptophan--tRNA ligase, cytoplasmic	8.55561e+07
P23396	RS3_HUMAN	RPS3	Small ribosomal subunit protein uS3	4.22636e+08
P23434	GCSH_HUMAN	GCSH	Glycine cleavage system H protein, mitochondrial	2.12581e+06
P23443	KS6B1_HUMAN	RPS6KB1	Ribosomal protein S6 kinase beta-1	8.34361e+06
P23458	JAK1_HUMAN	JAK1	Tyrosine-protein kinase JAK1	7.84455e+06
P23469	PTPRE_HUMAN	PTPRE	Receptor-type tyrosine-protein phosphatase epsilon	6.11627e+06
P23470	PTPRG_HUMAN	PTPRG	Receptor-type tyrosine-protein phosphatase gamma	8.53081e+07
P23497	SP100_HUMAN	SP100	Nuclear autoantigen Sp-100	2.26604e+07
P23511	NFYA_HUMAN	NFYA	Nuclear transcription factor Y subunit alpha	4.74278e+06
P23526	SAHH_HUMAN	AHCY	Adenosylhomocysteinase	1.63786e+08
P23528	COF1_HUMAN	CFL1	Cofilin-1	4.28294e+08
P23588	IF4B_HUMAN	EIF4B	Eukaryotic translation initiation factor 4B	1.97416e+07
P23634	AT2B4_HUMAN	ATP2B4	Plasma membrane calcium-transporting ATPase 4	6.84474e+07
P23677	IP3KA_HUMAN	ITPKA	Inositol-trisphosphate 3-kinase A	7.24569e+06
P23743	DGKA_HUMAN	DGKA	Diacylglycerol kinase alpha	1.90644e+07
P23786	CPT2_HUMAN	CPT2	Carnitine O-palmitoyltransferase 2, mitochondrial	1.29164e+07
P23919	KTHY_HUMAN	DTYMK	Thymidylate kinase	1.36026e+07
P23921	RIR1_HUMAN	RRM1	Ribonucleoside-diphosphate reductase large subunit	7.18946e+06
P24043	LAMA2_HUMAN	LAMA2	Laminin subunit alpha-2	1.07681e+07
P24158	PRTN3_HUMAN	PRTN3	Myeloblastin	1.51451e+07
P24468	COT2_HUMAN	NR2F2	COUP transcription factor 2	1.07821e+07
P24534	EF1B_HUMAN	EEF1B2	Elongation factor 1-beta	1.61082e+08
P24539	AT5F1_HUMAN	ATP5PB	ATP synthase F(0) complex subunit B1, mitochondrial	1.03391e+08
P24557	THAS_HUMAN	TBXAS1	Thromboxane-A synthase	1.00085e+07
P24592	IBP6_HUMAN	IGFBP6	Insulin-like growth factor-binding protein 6	1.81489e+07
P24593	IBP5_HUMAN	IGFBP5	Insulin-like growth factor-binding protein 5	1.26075e+07
P24666	PPAC_HUMAN	ACP1	Low molecular weight phosphotyrosine protein phosphatase	4.52029e+07
P24752	THIL_HUMAN	ACAT1	Acetyl-CoA acetyltransferase, mitochondrial	1.08411e+08
P24821	TENA_HUMAN	TNC	Tenascin	1.28119e+08
P24844	MYL9_HUMAN	MYL9	Myosin regulatory light polypeptide 9	3.00574e+08
P24928	RPB1_HUMAN	POLR2A	DNA-directed RNA polymerase II subunit RPB1	2.0435e+07
P24941	CDK2_HUMAN	CDK2	Cyclin-dependent kinase 2	3.15752e+06
P25067	CO8A2_HUMAN	COL8A2	Collagen alpha-2(VIII) chain	1.61072e+07
P25092	GUC2C_HUMAN	GUCY2C	Guanylyl cyclase C	1.77057e+09
P25098	ARBK1_HUMAN	GRK2	Beta-adrenergic receptor kinase 1	1.07635e+07
P25205	MCM3_HUMAN	MCM3	DNA replication licensing factor MCM3	1.21179e+07
P25208	NFYB_HUMAN	NFYB	Nuclear transcription factor Y subunit beta	9.59669e+06
P25311	ZA2G_HUMAN	AZGP1	Zinc-alpha-2-glycoprotein	1.2205e+08
P25325	THTM_HUMAN	MPST	3-mercaptopyruvate sulfurtransferase	2.58899e+07
P25398	RS12_HUMAN	RPS12	Small ribosomal subunit protein eS12	6.36143e+07
P25440	BRD2_HUMAN	BRD2	Bromodomain-containing protein 2	1.44693e+06
P25490	TYY1_HUMAN	YY1	Transcriptional repressor protein YY1	6.38692e+06
P25685	DNJB1_HUMAN	DNAJB1	DnaJ homolog subfamily B member 1	3.50016e+07
P25686	DNJB2_HUMAN	DNAJB2	DnaJ homolog subfamily B member 2	5.6253e+06
P25705	ATPA_HUMAN	ATP5F1A	ATP synthase subunit alpha, mitochondrial	7.74098e+08
P25774	CATS_HUMAN	CTSS	Cathepsin S	2.87921e+07
P25786	PSA1_HUMAN	PSMA1	Proteasome subunit alpha type-1	9.97575e+07
P25787	PSA2_HUMAN	PSMA2	Proteasome subunit alpha type-2	5.06377e+07
P25788	PSA3_HUMAN	PSMA3	Proteasome subunit alpha type-3	6.52408e+07
P25789	PSA4_HUMAN	PSMA4	Proteasome subunit alpha type-4	5.61711e+07
P25940	CO5A3_HUMAN	COL5A3	Collagen alpha-3(V) chain	7.01788e+06
P26006	ITA3_HUMAN	ITGA3	Integrin alpha-3	2.24527e+07
P26022	PTX3_HUMAN	PTX3	Pentraxin-related protein PTX3	3.35975e+06
P26038	MOES_HUMAN	MSN	Moesin	6.72176e+08
P26196	DDX6_HUMAN	DDX6	Probable ATP-dependent RNA helicase DDX6	7.12962e+07
P26232	CTNA2_HUMAN	CTNNA2	Catenin alpha-2	2.38841e+06
P26358	DNMT1_HUMAN	DNMT1	DNA (cytosine-5)-methyltransferase 1	5.30095e+06
P26368	U2AF2_HUMAN	U2AF2	Splicing factor U2AF 65 kDa subunit	9.04509e+07
P26373	RL13_HUMAN	RPL13	Large ribosomal subunit protein eL13	4.16439e+08
P26440	IVD_HUMAN	IVD	Isovaleryl-CoA dehydrogenase, mitochondrial	2.70853e+07
P26447	S10A4_HUMAN	S100A4	Protein S100-A4	5.55968e+08
P26572	MGAT1_HUMAN	MGAT1	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	4.79648e+06
P26583	HMGB2_HUMAN	HMGB2	High mobility group protein B2	2.97524e+07
P26599	PTBP1_HUMAN	PTBP1	Polypyrimidine tract-binding protein 1	1.05684e+08
P26639	SYTC_HUMAN	TARS1	Threonine--tRNA ligase 1, cytoplasmic	1.07787e+08
P26640	SYVC_HUMAN	VARS1	Valine--tRNA ligase	6.4173e+07
P26641	EF1G_HUMAN	EEF1G	Elongation factor 1-gamma	1.07204e+08
P26885	FKBP2_HUMAN	FKBP2	Peptidyl-prolyl cis-trans isomerase FKBP2	1.62171e+08
P26927	HGFL_HUMAN	MST1	Hepatocyte growth factor-like protein	1.20796e+06
P27105	STOM_HUMAN	STOM	Stomatin	1.22928e+08
P27144	KAD4_HUMAN	AK4	Adenylate kinase 4, mitochondrial	1.59238e+07
P27169	PON1_HUMAN	PON1	Serum paraoxonase/arylesterase 1	3.41919e+07
P27338	AOFB_HUMAN	MAOB	Amine oxidase [flavin-containing] B	4.14808e+07
P27348	1433T_HUMAN	YWHAQ	14-3-3 protein theta	1.35993e+08
P27361	MK03_HUMAN	MAPK3	Mitogen-activated protein kinase 3	4.52809e+07
P27482	CALL3_HUMAN	CALML3	Calmodulin-like protein 3	5.25071e+06
P27487	DPP4_HUMAN	DPP4	Dipeptidyl peptidase 4	3.42393e+06
P27540	ARNT_HUMAN	ARNT	Aryl hydrocarbon receptor nuclear translocator	2.30349e+06
P27635	RL10_HUMAN	RPL10	Large ribosomal subunit protein uL16	2.41058e+08
P27658	CO8A1_HUMAN	COL8A1	Collagen alpha-1(VIII) chain	1.87133e+06
P27694	RFA1_HUMAN	RPA1	Replication protein A 70 kDa DNA-binding subunit	5.44736e+08
P27695	APEX1_HUMAN	APEX1	DNA-(apurinic or apyrimidinic site) endonuclease	1.3015e+08
P27708	PYR1_HUMAN	CAD	CAD protein	4.71305e+07
P27797	CALR_HUMAN	CALR	Calreticulin	5.06259e+08
P27816	MAP4_HUMAN	MAP4	Microtubule-associated protein 4	1.34484e+08
P27824	CALX_HUMAN	CANX	Calnexin	3.53778e+08
P27986	P85A_HUMAN	PIK3R1	Phosphatidylinositol 3-kinase regulatory subunit alpha	7.43746e+06
P27987	IP3KB_HUMAN	ITPKB	Inositol-trisphosphate 3-kinase B	2.40608e+06
P28062	PSB8_HUMAN	PSMB8	Proteasome subunit beta type-8	4.81407e+07
P28065	PSB9_HUMAN	PSMB9	Proteasome subunit beta type-9	4.21712e+07
P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5	5.75056e+07
P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4	5.60217e+07
P28072	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6	3.87463e+07
P28074	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5	9.55341e+07
P28161	GSTM2_HUMAN	GSTM2	Glutathione S-transferase Mu 2	1.47728e+08
P28288	ABCD3_HUMAN	ABCD3	ATP-binding cassette sub-family D member 3	9.4653e+06
P28289	TMOD1_HUMAN	TMOD1	Tropomodulin-1	3.32289e+07
P28300	LYOX_HUMAN	LOX	Protein-lysine 6-oxidase	6.3452e+06
