Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\E20200928yuanch_Connie_TCPA_60minDIA_b1-8.mzML
P23434	GCSH_HUMAN	GCSH	Glycine cleavage system H protein, mitochondrial	2.22155e+06
P23458	JAK1_HUMAN	JAK1	Tyrosine-protein kinase JAK1	6.8455e+07
P23470	PTPRG_HUMAN	PTPRG	Receptor-type tyrosine-protein phosphatase gamma	9.30475e+06
P23497	SP100_HUMAN	SP100	Nuclear autoantigen Sp-100	1.53727e+07
P23526	SAHH_HUMAN	AHCY	Adenosylhomocysteinase	2.86106e+08
P23528	COF1_HUMAN	CFL1	Cofilin-1	1.94886e+08
P23588	IF4B_HUMAN	EIF4B	Eukaryotic translation initiation factor 4B	4.57923e+07
P23610	HAP40_HUMAN	F8A1	40-kDa huntingtin-associated protein	2.4025e+06
P23634	AT2B4_HUMAN	ATP2B4	Plasma membrane calcium-transporting ATPase 4	1.81206e+07
P23743	DGKA_HUMAN	DGKA	Diacylglycerol kinase alpha	4.21894e+06
P23786	CPT2_HUMAN	CPT2	Carnitine O-palmitoyltransferase 2, mitochondrial	7.03365e+07
P23919	KTHY_HUMAN	DTYMK	Thymidylate kinase	1.64976e+08
P23946	CMA1_HUMAN	CMA1	Chymase	6.87814e+07
P24043	LAMA2_HUMAN	LAMA2	Laminin subunit alpha-2	4.45026e+07
P24158	PRTN3_HUMAN	PRTN3	Myeloblastin	1.09099e+07
P24298	ALAT1_HUMAN	GPT	Alanine aminotransferase 1	1.76736e+07
P24534	EF1B_HUMAN	EEF1B2	Elongation factor 1-beta	3.80573e+08
P24539	AT5F1_HUMAN	ATP5PB	ATP synthase F(0) complex subunit B1, mitochondrial	2.13718e+08
P24557	THAS_HUMAN	TBXAS1	Thromboxane-A synthase	9.45671e+06
P24593	IBP5_HUMAN	IGFBP5	Insulin-like growth factor-binding protein 5	2.58653e+07
P24666	PPAC_HUMAN	ACP1	Low molecular weight phosphotyrosine protein phosphatase	8.43997e+07
P24752	THIL_HUMAN	ACAT1	Acetyl-CoA acetyltransferase, mitochondrial	3.85678e+08
P24821	TENA_HUMAN	TNC	Tenascin	1.0233e+08
P24844	MYL9_HUMAN	MYL9	Myosin regulatory light polypeptide 9	4.41193e+08
P24928	RPB1_HUMAN	POLR2A	DNA-directed RNA polymerase II subunit RPB1	1.39601e+07
P25098	ARBK1_HUMAN	GRK2	Beta-adrenergic receptor kinase 1	6.40033e+06
P25189	MYP0_HUMAN	MPZ	Myelin protein P0	6.47456e+06
P25205	MCM3_HUMAN	MCM3	DNA replication licensing factor MCM3	1.27533e+06
P25208	NFYB_HUMAN	NFYB	Nuclear transcription factor Y subunit beta	3.733e+06
P25311	ZA2G_HUMAN	AZGP1	Zinc-alpha-2-glycoprotein	3.27055e+07
P25325	THTM_HUMAN	MPST	3-mercaptopyruvate sulfurtransferase	3.54287e+07
P25398	RS12_HUMAN	RPS12	Small ribosomal subunit protein eS12	2.02882e+08
P25685	DNJB1_HUMAN	DNAJB1	DnaJ homolog subfamily B member 1	1.04225e+07
P25686	DNJB2_HUMAN	DNAJB2	DnaJ homolog subfamily B member 2	7.38194e+06
P25705	ATPA_HUMAN	ATP5F1A	ATP synthase subunit alpha, mitochondrial	1.06108e+09
P25774	CATS_HUMAN	CTSS	Cathepsin S	3.58151e+07
P25786	PSA1_HUMAN	PSMA1	Proteasome subunit alpha type-1	1.78254e+08
P25787	PSA2_HUMAN	PSMA2	Proteasome subunit alpha type-2	6.37639e+07
P25788	PSA3_HUMAN	PSMA3	Proteasome subunit alpha type-3	9.18412e+07
P25789	PSA4_HUMAN	PSMA4	Proteasome subunit alpha type-4	1.00815e+08
P25940	CO5A3_HUMAN	COL5A3	Collagen alpha-3(V) chain	1.82447e+07
P26006	ITA3_HUMAN	ITGA3	Integrin alpha-3	2.61909e+07
P26022	PTX3_HUMAN	PTX3	Pentraxin-related protein PTX3	1.54353e+07
P26038	MOES_HUMAN	MSN	Moesin	3.01422e+08
P26196	DDX6_HUMAN	DDX6	Probable ATP-dependent RNA helicase DDX6	3.22253e+07
P26358	DNMT1_HUMAN	DNMT1	DNA (cytosine-5)-methyltransferase 1	988014
P26368	U2AF2_HUMAN	U2AF2	Splicing factor U2AF 65 kDa subunit	8.27197e+07
P26373	RL13_HUMAN	RPL13	Large ribosomal subunit protein eL13	1.13713e+09
P26440	IVD_HUMAN	IVD	Isovaleryl-CoA dehydrogenase, mitochondrial	5.7902e+07
P26447	S10A4_HUMAN	S100A4	Protein S100-A4	1.05136e+08
P26572	MGAT1_HUMAN	MGAT1	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	1.96312e+07
P26583	HMGB2_HUMAN	HMGB2	High mobility group protein B2	2.68049e+07
P26599	PTBP1_HUMAN	PTBP1	Polypyrimidine tract-binding protein 1	1.5035e+08
P26639	SYTC_HUMAN	TARS1	Threonine--tRNA ligase 1, cytoplasmic	2.88673e+08
P26640	SYVC_HUMAN	VARS1	Valine--tRNA ligase	1.62861e+08
P26641	EF1G_HUMAN	EEF1G	Elongation factor 1-gamma	5.06965e+08
P26885	FKBP2_HUMAN	FKBP2	Peptidyl-prolyl cis-trans isomerase FKBP2	3.15941e+08
P27105	STOM_HUMAN	STOM	Stomatin	5.51231e+07
P27144	KAD4_HUMAN	AK4	Adenylate kinase 4, mitochondrial	1.97583e+07
P27338	AOFB_HUMAN	MAOB	Amine oxidase [flavin-containing] B	5.07145e+07
P27348	1433T_HUMAN	YWHAQ	14-3-3 protein theta	1.89005e+08
P27361	MK03_HUMAN	MAPK3	Mitogen-activated protein kinase 3	2.71924e+07
P27482	CALL3_HUMAN	CALML3	Calmodulin-like protein 3	1.75935e+08
P27487	DPP4_HUMAN	DPP4	Dipeptidyl peptidase 4	1.6453e+07
P27635	RL10_HUMAN	RPL10	Large ribosomal subunit protein uL16	2.47272e+08
P27658	CO8A1_HUMAN	COL8A1	Collagen alpha-1(VIII) chain	3.06261e+06
P27694	RFA1_HUMAN	RPA1	Replication protein A 70 kDa DNA-binding subunit	1.01554e+07
P27695	APEX1_HUMAN	APEX1	DNA-(apurinic or apyrimidinic site) endonuclease	4.60469e+07
P27708	PYR1_HUMAN	CAD	CAD protein	5.36212e+07
P27797	CALR_HUMAN	CALR	Calreticulin	5.36807e+08
P27816	MAP4_HUMAN	MAP4	Microtubule-associated protein 4	4.664e+07
P27824	CALX_HUMAN	CANX	Calnexin	2.97563e+08
P28062	PSB8_HUMAN	PSMB8	Proteasome subunit beta type-8	3.24122e+07
P28065	PSB9_HUMAN	PSMB9	Proteasome subunit beta type-9	2.94756e+07
P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5	1.02596e+08
P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4	7.8065e+07
P28072	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6	1.24573e+08
P28074	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5	6.89589e+07
P28161	GSTM2_HUMAN	GSTM2	Glutathione S-transferase Mu 2	6.8382e+07
P28288	ABCD3_HUMAN	ABCD3	ATP-binding cassette sub-family D member 3	1.96227e+07
P28289	TMOD1_HUMAN	TMOD1	Tropomodulin-1	6.03302e+06
P28290	ITPI2_HUMAN	ITPRID2	Protein ITPRID2	6.92153e+06
P28300	LYOX_HUMAN	LOX	Protein-lysine 6-oxidase	9.61454e+06
P28330	ACADL_HUMAN	ACADL	Long-chain specific acyl-CoA dehydrogenase, mitochondrial	1.1805e+08
P28331	NDUS1_HUMAN	NDUFS1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	1.20818e+08
P28370	SMCA1_HUMAN	SMARCA1	Probable global transcription activator SNF2L1	1.4117e+07
P28482	MK01_HUMAN	MAPK1	Mitogen-activated protein kinase 1	5.49551e+07
P28676	GRAN_HUMAN	GCA	Grancalcin	1.80187e+07
P28702	RXRB_HUMAN	RXRB	Retinoic acid receptor RXR-beta	2.60066e+06
P28749	RBL1_HUMAN	RBL1	Retinoblastoma-like protein 1	5.89316e+07
P28838	AMPL_HUMAN	LAP3	Cytosol aminopeptidase	1.10555e+08
P29120	NEC1_HUMAN	PCSK1	Neuroendocrine convertase 1	3.79174e+06
P29144	TPP2_HUMAN	TPP2	Tripeptidyl-peptidase 2	1.45529e+07
P29218	IMPA1_HUMAN	IMPA1	Inositol monophosphatase 1	4.08543e+07
P29350	PTN6_HUMAN	PTPN6	Tyrosine-protein phosphatase non-receptor type 6	3.16111e+07
P29353	SHC1_HUMAN	SHC1	SHC-transforming protein 1	8.17473e+06
P29372	3MG_HUMAN	MPG	DNA-3-methyladenine glycosylase	2.71318e+06
P29401	TKT_HUMAN	TKT	Transketolase	4.44496e+08
P29466	CASP1_HUMAN	CASP1	Caspase-1	1.62906e+07
P29536	LMOD1_HUMAN	LMOD1	Leiomodin-1	3.19108e+07
P29558	RBMS1_HUMAN	RBMS1	RNA-binding motif, single-stranded-interacting protein 1	6.19952e+06
P29590	PML_HUMAN	PML	Protein PML	3.10096e+07
P29622	KAIN_HUMAN	SERPINA4	Kallistatin	1.53261e+07
P29692	EF1D_HUMAN	EEF1D	Elongation factor 1-delta	7.08684e+08
P29966	MARCS_HUMAN	MARCKS	Myristoylated alanine-rich C-kinase substrate	1.03535e+08
P29972	AQP1_HUMAN	AQP1	Aquaporin-1	1.25206e+07
P29992	GNA11_HUMAN	GNA11	Guanine nucleotide-binding protein subunit alpha-11	7.86991e+07
P30038	AL4A1_HUMAN	ALDH4A1	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	4.48666e+07
P30039	PBLD_HUMAN	PBLD	Phenazine biosynthesis-like domain-containing protein	1.64365e+08
P30040	ERP29_HUMAN	ERP29	Endoplasmic reticulum resident protein 29	1.47091e+08
P30041	PRDX6_HUMAN	PRDX6	Peroxiredoxin-6	3.28855e+08
P30043	BLVRB_HUMAN	BLVRB	Flavin reductase (NADPH)	1.63902e+08
P30044	PRDX5_HUMAN	PRDX5	Peroxiredoxin-5, mitochondrial	3.99684e+08
P30046	DOPD_HUMAN	DDT	D-dopachrome decarboxylase	3.88165e+08
P30047	GFRP_HUMAN	GCHFR	GTP cyclohydrolase 1 feedback regulatory protein	5.97117e+06
P30048	PRDX3_HUMAN	PRDX3	Thioredoxin-dependent peroxide reductase, mitochondrial	3.30115e+08
P30049	ATPD_HUMAN	ATP5F1D	ATP synthase subunit delta, mitochondrial	6.70285e+07
P30050	RL12_HUMAN	RPL12	Large ribosomal subunit protein uL11	6.212e+08
P30084	ECHM_HUMAN	ECHS1	Enoyl-CoA hydratase, mitochondrial	1.52116e+08
P30085	KCY_HUMAN	CMPK1	UMP-CMP kinase	8.50994e+07
P30086	PEBP1_HUMAN	PEBP1	Phosphatidylethanolamine-binding protein 1	9.41107e+08
P30101	PDIA3_HUMAN	PDIA3	Protein disulfide-isomerase A3	8.53044e+08
P30153	2AAA_HUMAN	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	1.16389e+08
P30154	2AAB_HUMAN	PPP2R1B	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	6.2833e+06
P30260	CDC27_HUMAN	CDC27	Cell division cycle protein 27 homolog	1.11809e+06
P30405	PPIF_HUMAN	PPIF	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	4.83813e+07
P30419	NMT1_HUMAN	NMT1	Glycylpeptide N-tetradecanoyltransferase 1	2.38432e+07
P30511	HLAF_HUMAN	HLA-F	HLA class I histocompatibility antigen, alpha chain F	1.27028e+07
P30519	HMOX2_HUMAN	HMOX2	Heme oxygenase 2	2.33327e+07
P30520	PURA2_HUMAN	ADSS2	Adenylosuccinate synthetase isozyme 2	1.23892e+07
P30533	AMRP_HUMAN	LRPAP1	Alpha-2-macroglobulin receptor-associated protein	8.31167e+06
P30536	TSPO_HUMAN	TSPO	Translocator protein	5.5867e+07
P30566	PUR8_HUMAN	ADSL	Adenylosuccinate lyase	5.7165e+07
P30613	KPYR_HUMAN	PKLR	Pyruvate kinase PKLR	2.06546e+07
P30622	CLIP1_HUMAN	CLIP1	CAP-Gly domain-containing linker protein 1	9.05246e+06
P30626	SORCN_HUMAN	SRI	Sorcin	9.31081e+07
P30740	ILEU_HUMAN	SERPINB1	Leukocyte elastase inhibitor	4.17708e+08
P30837	AL1B1_HUMAN	ALDH1B1	Aldehyde dehydrogenase X, mitochondrial	7.57934e+07
P30876	RPB2_HUMAN	POLR2B	DNA-directed RNA polymerase II subunit RPB2	5.57543e+07
P31040	SDHA_HUMAN	SDHA	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	7.30236e+07
P31146	COR1A_HUMAN	CORO1A	Coronin-1A	6.1108e+07
P31150	GDIA_HUMAN	GDI1	Rab GDP dissociation inhibitor alpha	8.36913e+07
P31153	METK2_HUMAN	MAT2A	S-adenosylmethionine synthase isoform type-2	2.3859e+08
P31323	KAP3_HUMAN	PRKAR2B	cAMP-dependent protein kinase type II-beta regulatory subunit	3.12751e+07
P31327	CPSM_HUMAN	CPS1	Carbamoyl-phosphate synthase [ammonia], mitochondrial	6.37359e+08
P31431	SDC4_HUMAN	SDC4	Syndecan-4	1.80612e+06
P31483	TIA1_HUMAN	TIA1	Cytotoxic granule associated RNA binding protein TIA1	5.95242e+06
P31513	FMO3_HUMAN	FMO3	Flavin-containing monooxygenase 3	2.46125e+07
P31689	DNJA1_HUMAN	DNAJA1	DnaJ homolog subfamily A member 1	4.24005e+07
P31749	AKT1_HUMAN	AKT1	RAC-alpha serine/threonine-protein kinase	6.28751e+07
P31751	AKT2_HUMAN	AKT2	RAC-beta serine/threonine-protein kinase	3.58361e+06
P31930	QCR1_HUMAN	UQCRC1	Cytochrome b-c1 complex subunit 1, mitochondrial	1.14063e+08
P31937	3HIDH_HUMAN	HIBADH	3-hydroxyisobutyrate dehydrogenase, mitochondrial	6.32567e+07
P31939	PUR9_HUMAN	ATIC	Bifunctional purine biosynthesis protein ATIC	7.36445e+07
P31942	HNRH3_HUMAN	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3	5.38784e+07
P31943	HNRH1_HUMAN	HNRNPH1	Heterogeneous nuclear ribonucleoprotein H	2.22911e+08
P31946	1433B_HUMAN	YWHAB	14-3-3 protein beta/alpha	1.60086e+08
P31947	1433S_HUMAN	SFN	14-3-3 protein sigma	6.86462e+06
P31948	STIP1_HUMAN	STIP1	Stress-induced-phosphoprotein 1	1.17591e+08
P31949	S10AB_HUMAN	S100A11	Protein S100-A11	1.60872e+07
P32004	L1CAM_HUMAN	L1CAM	Neural cell adhesion molecule L1	7.01554e+06
P32119	PRDX2_HUMAN	PRDX2	Peroxiredoxin-2	2.94683e+08
P32189	GLPK_HUMAN	GK	Glycerol kinase	1.56391e+07
P32321	DCTD_HUMAN	DCTD	Deoxycytidylate deaminase	8.20843e+06
P32322	P5CR1_HUMAN	PYCR1	Pyrroline-5-carboxylate reductase 1, mitochondrial	8.85536e+07
P32455	GBP1_HUMAN	GBP1	Guanylate-binding protein 1	6.56998e+06
P32456	GBP2_HUMAN	GBP2	Guanylate-binding protein 2	4.85477e+06
P32519	ELF1_HUMAN	ELF1	ETS-related transcription factor Elf-1	4.17002e+07
P32754	HPPD_HUMAN	HPD	4-hydroxyphenylpyruvate dioxygenase	7.6137e+07
P32929	CGL_HUMAN	CTH	Cystathionine gamma-lyase	2.64442e+07
P32969	RL9_HUMAN	RPL9	Large ribosomal subunit protein uL6	3.71972e+08
P32970	CD70_HUMAN	CD70	CD70 antigen	4.01456e+08
P33121	ACSL1_HUMAN	ACSL1	Long-chain-fatty-acid--CoA ligase 1	3.10002e+07
P33151	CADH5_HUMAN	CDH5	Cadherin-5	1.23656e+07
P33176	KINH_HUMAN	KIF5B	Kinesin-1 heavy chain	2.70423e+07
P33240	CSTF2_HUMAN	CSTF2	Cleavage stimulation factor subunit 2	2.11765e+07
P33241	LSP1_HUMAN	LSP1	Lymphocyte-specific protein 1	1.17528e+07
P33316	DUT_HUMAN	DUT	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	7.86029e+06
P33527	MRP1_HUMAN	ABCC1	Multidrug resistance-associated protein 1	8.17539e+06
P33897	ABCD1_HUMAN	ABCD1	ATP-binding cassette sub-family D member 1	1.57043e+07
P33908	MA1A1_HUMAN	MAN1A1	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA	1.52254e+07
P33993	MCM7_HUMAN	MCM7	DNA replication licensing factor MCM7	1.22896e+06
P34059	GALNS_HUMAN	GALNS	N-acetylgalactosamine-6-sulfatase	3.16585e+06
P34096	RNAS4_HUMAN	RNASE4	Ribonuclease 4	3.9345e+06
P34896	GLYC_HUMAN	SHMT1	Serine hydroxymethyltransferase, cytosolic	5.73053e+07
P34897	GLYM_HUMAN	SHMT2	Serine hydroxymethyltransferase, mitochondrial	1.30194e+08
P34913	HYES_HUMAN	EPHX2	Bifunctional epoxide hydrolase 2	5.70473e+07
P34932	HSP74_HUMAN	HSPA4	Heat shock 70 kDa protein 4	5.13781e+07
P34949	MPI_HUMAN	MPI	Mannose-6-phosphate isomerase	7.17258e+07
P35030	TRY3_HUMAN	PRSS3	Trypsin-3	8.38578e+08
P35052	GPC1_HUMAN	GPC1	Glypican-1	4.71638e+06
P35080	PROF2_HUMAN	PFN2	Profilin-2	6.16888e+07
P35221	CTNA1_HUMAN	CTNNA1	Catenin alpha-1	8.52832e+07
P35222	CTNB1_HUMAN	CTNNB1	Catenin beta-1	1.0489e+08
P35232	PHB1_HUMAN	PHB1	Prohibitin 1	2.32143e+08
P35237	SPB6_HUMAN	SERPINB6	Serpin B6	2.34107e+08
P35240	MERL_HUMAN	NF2	Merlin	1.08499e+06
P35241	RADI_HUMAN	RDX	Radixin	9.72639e+07
P35244	RFA3_HUMAN	RPA3	Replication protein A 14 kDa subunit	1.48894e+07
P35249	RFC4_HUMAN	RFC4	Replication factor C subunit 4	9.21452e+06
P35250	RFC2_HUMAN	RFC2	Replication factor C subunit 2	7.102e+06
P35251	RFC1_HUMAN	RFC1	Replication factor C subunit 1	3.13425e+06
P35268	RL22_HUMAN	RPL22	Large ribosomal subunit protein eL22	8.27567e+08
P35269	T2FA_HUMAN	GTF2F1	General transcription factor IIF subunit 1	6.44922e+06
P35270	SPRE_HUMAN	SPR	Sepiapterin reductase	9.87651e+07
P35442	TSP2_HUMAN	THBS2	Thrombospondin-2	2.41301e+07
P35443	TSP4_HUMAN	THBS4	Thrombospondin-4	1.86304e+07
P35475	IDUA_HUMAN	IDUA	Alpha-L-iduronidase	4.30866e+06
P35527	K1C9_HUMAN	KRT9	Keratin, type I cytoskeletal 9	4.78759e+08
P35542	SAA4_HUMAN	SAA4	Serum amyloid A-4 protein	5.2111e+07
P35555	FBN1_HUMAN	FBN1	Fibrillin-1	1.22937e+08
P35558	PCKGC_HUMAN	PCK1	Phosphoenolpyruvate carboxykinase, cytosolic [GTP]	9.41002e+06
P35573	GDE_HUMAN	AGL	Glycogen debranching enzyme	2.88308e+07
P35579	MYH9_HUMAN	MYH9	Myosin-9	8.58861e+08
P35580	MYH10_HUMAN	MYH10	Myosin-10	3.95865e+07
P35606	COPB2_HUMAN	COPB2	Coatomer subunit beta'	1.3365e+08
P35611	ADDA_HUMAN	ADD1	Alpha-adducin	5.55917e+07
P35613	BASI_HUMAN	BSG	Basigin	4.68255e+07
P35637	FUS_HUMAN	FUS	RNA-binding protein FUS	9.81051e+07
P35658	NU214_HUMAN	NUP214	Nuclear pore complex protein Nup214	2.49802e+07
P35659	DEK_HUMAN	DEK	Protein DEK	4.81952e+07
P35749	MYH11_HUMAN	MYH11	Myosin-11	8.20416e+08
P35754	GLRX1_HUMAN	GLRX	Glutaredoxin-1	1.3845e+07
P35813	PPM1A_HUMAN	PPM1A	Protein phosphatase 1A	5.5632e+07
P35858	ALS_HUMAN	IGFALS	Insulin-like growth factor-binding protein complex acid labile subunit	5.65957e+06
P35908	K22E_HUMAN	KRT2	Keratin, type II cytoskeletal 2 epidermal	1.97706e+08
P35914	HMGCL_HUMAN	HMGCL	Hydroxymethylglutaryl-CoA lyase, mitochondrial	1.13127e+07
P35998	PRS7_HUMAN	PSMC2	26S proteasome regulatory subunit 7	3.88854e+07
P36269	GGT5_HUMAN	GGT5	Glutathione hydrolase 5 proenzyme	4.62895e+07
P36404	ARL2_HUMAN	ARL2	ADP-ribosylation factor-like protein 2	1.44239e+07
P36405	ARL3_HUMAN	ARL3	ADP-ribosylation factor-like protein 3	1.74383e+07
P36507	MP2K2_HUMAN	MAP2K2	Dual specificity mitogen-activated protein kinase kinase 2	1.15629e+08
P36542	ATPG_HUMAN	ATP5F1C	ATP synthase subunit gamma, mitochondrial	1.52708e+08
P36543	VATE1_HUMAN	ATP6V1E1	V-type proton ATPase subunit E 1	4.04524e+07
P36551	HEM6_HUMAN	CPOX	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial	2.22726e+07
P36578	RL4_HUMAN	RPL4	Large ribosomal subunit protein uL4	5.48117e+08
P36776	LONM_HUMAN	LONP1	Lon protease homolog, mitochondrial	4.6334e+07
P36871	PGM1_HUMAN	PGM1	Phosphoglucomutase-1	1.50774e+08
P36873	PP1G_HUMAN	PPP1CC	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	1.15611e+07
P36915	GNL1_HUMAN	GNL1	Guanine nucleotide-binding protein-like 1	1.1287e+07
P36954	RPB9_HUMAN	POLR2I	DNA-directed RNA polymerase II subunit RPB9	4.34109e+06
P36955	PEDF_HUMAN	SERPINF1	Pigment epithelium-derived factor	2.17244e+08
P36957	ODO2_HUMAN	DLST	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	1.38621e+08
P36969	GPX4_HUMAN	GPX4	Phospholipid hydroperoxide glutathione peroxidase	6.35484e+07
P37059	DHB2_HUMAN	HSD17B2	17-beta-hydroxysteroid dehydrogenase type 2	6.60639e+06
P37108	SRP14_HUMAN	SRP14	Signal recognition particle 14 kDa protein	9.86408e+07
P37198	NUP62_HUMAN	NUP62	Nuclear pore glycoprotein p62	2.32095e+07
P37235	HPCL1_HUMAN	HPCAL1	Hippocalcin-like protein 1	2.46299e+07
P37802	TAGL2_HUMAN	TAGLN2	Transgelin-2	5.46665e+08
P37837	TALDO_HUMAN	TALDO1	Transaldolase	1.30474e+08
P38117	ETFB_HUMAN	ETFB	Electron transfer flavoprotein subunit beta	1.44879e+08
P38159	RBMX_HUMAN	RBMX	RNA-binding motif protein, X chromosome	1.78574e+08
P38432	COIL_HUMAN	COIL	Coilin	752192
P38435	VKGC_HUMAN	GGCX	Vitamin K-dependent gamma-carboxylase	6.55347e+06
P38571	LICH_HUMAN	LIPA	Lysosomal acid lipase/cholesteryl ester hydrolase	5.67759e+06
P38606	VATA_HUMAN	ATP6V1A	V-type proton ATPase catalytic subunit A	6.73895e+07
P38646	GRP75_HUMAN	HSPA9	Stress-70 protein, mitochondrial	3.04964e+08
P38919	IF4A3_HUMAN	EIF4A3	Eukaryotic initiation factor 4A-III	7.17248e+07
P39019	RS19_HUMAN	RPS19	Small ribosomal subunit protein eS19	3.8357e+08
P39023	RL3_HUMAN	RPL3	Large ribosomal subunit protein uL3	1.38436e+09
P39059	COFA1_HUMAN	COL15A1	Collagen alpha-1(XV) chain	8.02922e+07
P39060	COIA1_HUMAN	COL18A1	Collagen alpha-1(XVIII) chain	2.15043e+08
P39656	OST48_HUMAN	DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	4.62364e+08
P39687	AN32A_HUMAN	ANP32A	Acidic leucine-rich nuclear phosphoprotein 32 family member A	7.87382e+07
P39748	FEN1_HUMAN	FEN1	Flap endonuclease 1	9.82667e+06
P39880	CUX1_HUMAN	CUX1	Homeobox protein cut-like 1	1.55544e+07
P40121	CAPG_HUMAN	CAPG	Macrophage-capping protein	9.46913e+07
P40123	CAP2_HUMAN	CAP2	Adenylyl cyclase-associated protein 2	1.33571e+07
P40199	CEAM6_HUMAN	CEACAM6	Carcinoembryonic antigen-related cell adhesion molecule 6	1.13552e+07
P40222	TXLNA_HUMAN	TXLNA	Alpha-taxilin	5.34587e+06
P40227	TCPZ_HUMAN	CCT6A	T-complex protein 1 subunit zeta	8.95006e+07
P40261	NNMT_HUMAN	NNMT	Nicotinamide N-methyltransferase	4.37122e+07
P40306	PSB10_HUMAN	PSMB10	Proteasome subunit beta type-10	1.51283e+07
P40313	CTRL_HUMAN	CTRL	Chymotrypsin-like protease CTRL-1	1.07803e+09
P40424	PBX1_HUMAN	PBX1	Pre-B-cell leukemia transcription factor 1	5.90643e+06
P40429	RL13A_HUMAN	RPL13A	Large ribosomal subunit protein uL13	4.29571e+08
P40616	ARL1_HUMAN	ARL1	ADP-ribosylation factor-like protein 1	2.73989e+07
P40763	STAT3_HUMAN	STAT3	Signal transducer and activator of transcription 3	4.92399e+07
P40818	UBP8_HUMAN	USP8	Ubiquitin carboxyl-terminal hydrolase 8	4.66234e+06
P40925	MDHC_HUMAN	MDH1	Malate dehydrogenase, cytoplasmic	2.22135e+08
P40926	MDHM_HUMAN	MDH2	Malate dehydrogenase, mitochondrial	4.70138e+08
P40937	RFC5_HUMAN	RFC5	Replication factor C subunit 5	7.45454e+06
P40938	RFC3_HUMAN	RFC3	Replication factor C subunit 3	1.99067e+06
P40939	ECHA_HUMAN	HADHA	Trifunctional enzyme subunit alpha, mitochondrial	6.78423e+09
P41091	IF2G_HUMAN	EIF2S3	Eukaryotic translation initiation factor 2 subunit 3	1.54903e+08
P41212	ETV6_HUMAN	ETV6	Transcription factor ETV6	761497
P41214	EIF2D_HUMAN	EIF2D	Eukaryotic translation initiation factor 2D	4.80369e+06
P41218	MNDA_HUMAN	MNDA	Myeloid cell nuclear differentiation antigen	1.05739e+07
P41219	PERI_HUMAN	PRPH	Peripherin	7.20005e+07
P41223	BUD31_HUMAN	BUD31	Protein BUD31 homolog	754066
P41226	UBA7_HUMAN	UBA7	Ubiquitin-like modifier-activating enzyme 7	3.5455e+07
P41227	NAA10_HUMAN	NAA10	N-alpha-acetyltransferase 10	1.25265e+07
P41236	IPP2_HUMAN	PPP1R2	Protein phosphatase inhibitor 2	1.22141e+07
P41240	CSK_HUMAN	CSK	Tyrosine-protein kinase CSK	1.47039e+07
P41250	GARS_HUMAN	GARS1	Glycine--tRNA ligase	9.49595e+07
P41252	SYIC_HUMAN	IARS1	Isoleucine--tRNA ligase, cytoplasmic	9.93193e+07
P41567	EIF1_HUMAN	EIF1	Eukaryotic translation initiation factor 1	3.19063e+07
P42025	ACTY_HUMAN	ACTR1B	Beta-centractin	1.04676e+07
P42126	ECI1_HUMAN	ECI1	Enoyl-CoA delta isomerase 1, mitochondrial	1.05626e+08
P42166	LAP2A_HUMAN	TMPO	Lamina-associated polypeptide 2, isoform alpha	4.97244e+06
P42167	LAP2B_HUMAN	TMPO	Lamina-associated polypeptide 2, isoforms beta/gamma	9.80283e+07
P42224	STAT1_HUMAN	STAT1	Signal transducer and activator of transcription 1-alpha/beta	2.80186e+07
P42226	STAT6_HUMAN	STAT6	Signal transducer and activator of transcription 6	8.91802e+06
P42285	MTREX_HUMAN	MTREX	Exosome RNA helicase MTR4	2.77498e+07
P42330	AK1C3_HUMAN	AKR1C3	Aldo-keto reductase family 1 member C3	1.00815e+08
P42336	PK3CA_HUMAN	PIK3CA	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	289428
P42345	MTOR_HUMAN	MTOR	Serine/threonine-protein kinase mTOR	5.29436e+06
