Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\A20200127caix_yuanch_TCPA_CA_120min_DIA_10.mzML
P36578	RL4_HUMAN	RPL4	Large ribosomal subunit protein uL4	2.30952e+08
P36639	8ODP_HUMAN	NUDT1	Oxidized purine nucleoside triphosphate hydrolase	7.28444e+06
P36776	LONM_HUMAN	LONP1	Lon protease homolog, mitochondrial	1.76374e+07
P36871	PGM1_HUMAN	PGM1	Phosphoglucomutase-1	7.97248e+07
P36873	PP1G_HUMAN	PPP1CC	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	1.50644e+07
P36915	GNL1_HUMAN	GNL1	Guanine nucleotide-binding protein-like 1	9.12966e+06
P36952	SPB5_HUMAN	SERPINB5	Serpin B5	5.94268e+07
P36954	RPB9_HUMAN	POLR2I	DNA-directed RNA polymerase II subunit RPB9	6.27357e+06
P36955	PEDF_HUMAN	SERPINF1	Pigment epithelium-derived factor	5.45555e+07
P36957	ODO2_HUMAN	DLST	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	7.99129e+07
P36969	GPX4_HUMAN	GPX4	Phospholipid hydroperoxide glutathione peroxidase	1.18216e+07
P37108	SRP14_HUMAN	SRP14	Signal recognition particle 14 kDa protein	4.16908e+07
P37198	NUP62_HUMAN	NUP62	Nuclear pore glycoprotein p62	6.31247e+06
P37235	HPCL1_HUMAN	HPCAL1	Hippocalcin-like protein 1	7.49054e+06
P37268	FDFT_HUMAN	FDFT1	Squalene synthase	7.69428e+06
P37802	TAGL2_HUMAN	TAGLN2	Transgelin-2	5.20381e+08
P37837	TALDO_HUMAN	TALDO1	Transaldolase	1.30266e+08
P37840	SYUA_HUMAN	SNCA	Alpha-synuclein	1.10902e+06
P38117	ETFB_HUMAN	ETFB	Electron transfer flavoprotein subunit beta	4.62811e+07
P38159	RBMX_HUMAN	RBMX	RNA-binding motif protein, X chromosome	1.28608e+08
P38432	COIL_HUMAN	COIL	Coilin	1.11436e+06
P38435	VKGC_HUMAN	GGCX	Vitamin K-dependent gamma-carboxylase	1.49713e+06
P38606	VATA_HUMAN	ATP6V1A	V-type proton ATPase catalytic subunit A	4.4822e+07
P38646	GRP75_HUMAN	HSPA9	Stress-70 protein, mitochondrial	6.06066e+07
P38919	IF4A3_HUMAN	EIF4A3	Eukaryotic initiation factor 4A-III	4.86976e+07
P39019	RS19_HUMAN	RPS19	Small ribosomal subunit protein eS19	1.3974e+08
P39023	RL3_HUMAN	RPL3	Large ribosomal subunit protein uL3	2.38973e+08
P39059	COFA1_HUMAN	COL15A1	Collagen alpha-1(XV) chain	1.12417e+07
P39060	COIA1_HUMAN	COL18A1	Collagen alpha-1(XVIII) chain	5.95951e+07
P39656	OST48_HUMAN	DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	7.75302e+07
P39687	AN32A_HUMAN	ANP32A	Acidic leucine-rich nuclear phosphoprotein 32 family member A	9.01511e+07
P39748	FEN1_HUMAN	FEN1	Flap endonuclease 1	1.55831e+07
P39880	CUX1_HUMAN	CUX1	Homeobox protein cut-like 1	7.72936e+06
P40121	CAPG_HUMAN	CAPG	Macrophage-capping protein	1.62162e+08
P40123	CAP2_HUMAN	CAP2	Adenylyl cyclase-associated protein 2	8.22923e+06
P40199	CEAM6_HUMAN	CEACAM6	Carcinoembryonic antigen-related cell adhesion molecule 6	1.73895e+07
P40222	TXLNA_HUMAN	TXLNA	Alpha-taxilin	1.46816e+07
P40227	TCPZ_HUMAN	CCT6A	T-complex protein 1 subunit zeta	8.11119e+07
P40261	NNMT_HUMAN	NNMT	Nicotinamide N-methyltransferase	4.47608e+07
P40306	PSB10_HUMAN	PSMB10	Proteasome subunit beta type-10	3.46503e+07
P40394	ADH7_HUMAN	ADH7	All-trans-retinol dehydrogenase [NAD(+)] ADH7	3.88095e+07
P40424	PBX1_HUMAN	PBX1	Pre-B-cell leukemia transcription factor 1	5.86901e+06
P40425	PBX2_HUMAN	PBX2	Pre-B-cell leukemia transcription factor 2	672872
P40429	RL13A_HUMAN	RPL13A	Large ribosomal subunit protein uL13	2.79933e+08
P40616	ARL1_HUMAN	ARL1	ADP-ribosylation factor-like protein 1	1.0551e+07
P40692	MLH1_HUMAN	MLH1	DNA mismatch repair protein Mlh1	1.31809e+06
P40763	STAT3_HUMAN	STAT3	Signal transducer and activator of transcription 3	3.75269e+07
P40818	UBP8_HUMAN	USP8	Ubiquitin carboxyl-terminal hydrolase 8	6.2436e+06
P40855	PEX19_HUMAN	PEX19	Peroxisomal biogenesis factor 19	797664
P40925	MDHC_HUMAN	MDH1	Malate dehydrogenase, cytoplasmic	1.39403e+08
P40926	MDHM_HUMAN	MDH2	Malate dehydrogenase, mitochondrial	1.70994e+08
P40937	RFC5_HUMAN	RFC5	Replication factor C subunit 5	6.033e+06
P40938	RFC3_HUMAN	RFC3	Replication factor C subunit 3	5.10837e+06
P40939	ECHA_HUMAN	HADHA	Trifunctional enzyme subunit alpha, mitochondrial	6.42047e+07
P41091	IF2G_HUMAN	EIF2S3	Eukaryotic translation initiation factor 2 subunit 3	6.06235e+07
P41208	CETN2_HUMAN	CETN2	Centrin-2	2.72706e+06
P41212	ETV6_HUMAN	ETV6	Transcription factor ETV6	4.65198e+06
P41214	EIF2D_HUMAN	EIF2D	Eukaryotic translation initiation factor 2D	2.76719e+06
P41218	MNDA_HUMAN	MNDA	Myeloid cell nuclear differentiation antigen	3.35525e+07
P41219	PERI_HUMAN	PRPH	Peripherin	1.22237e+07
P41221	WNT5A_HUMAN	WNT5A	Protein Wnt-5a	5.16131e+06
P41222	PTGDS_HUMAN	PTGDS	Prostaglandin-H2 D-isomerase	1.77561e+07
P41223	BUD31_HUMAN	BUD31	Protein BUD31 homolog	1.04206e+07
P41226	UBA7_HUMAN	UBA7	Ubiquitin-like modifier-activating enzyme 7	6.65524e+06
P41227	NAA10_HUMAN	NAA10	N-alpha-acetyltransferase 10	1.15561e+07
P41229	KDM5C_HUMAN	KDM5C	Lysine-specific demethylase 5C	395760
P41236	IPP2_HUMAN	PPP1R2	Protein phosphatase inhibitor 2	6.36159e+06
P41240	CSK_HUMAN	CSK	Tyrosine-protein kinase CSK	1.00529e+08
P41250	GARS_HUMAN	GARS1	Glycine--tRNA ligase	2.77091e+07
P41252	SYIC_HUMAN	IARS1	Isoleucine--tRNA ligase, cytoplasmic	3.03283e+07
P41567	EIF1_HUMAN	EIF1	Eukaryotic translation initiation factor 1	1.98751e+07
P41743	KPCI_HUMAN	PRKCI	Protein kinase C iota type	4.4093e+06
P42025	ACTY_HUMAN	ACTR1B	Beta-centractin	3.90628e+06
P42126	ECI1_HUMAN	ECI1	Enoyl-CoA delta isomerase 1, mitochondrial	3.58365e+07
P42166	LAP2A_HUMAN	TMPO	Lamina-associated polypeptide 2, isoform alpha	9.88842e+06
P42167	LAP2B_HUMAN	TMPO	Lamina-associated polypeptide 2, isoforms beta/gamma	8.35052e+07
P42224	STAT1_HUMAN	STAT1	Signal transducer and activator of transcription 1-alpha/beta	4.37692e+07
P42226	STAT6_HUMAN	STAT6	Signal transducer and activator of transcription 6	2.68833e+07
P42229	STA5A_HUMAN	STAT5A	Signal transducer and activator of transcription 5A	5.35203e+06
P42285	MTREX_HUMAN	MTREX	Exosome RNA helicase MTR4	1.00868e+07
P42330	AK1C3_HUMAN	AKR1C3	Aldo-keto reductase family 1 member C3	2.4268e+08
P42331	RHG25_HUMAN	ARHGAP25	Rho GTPase-activating protein 25	8.24559e+06
P42338	PK3CB_HUMAN	PIK3CB	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform	481862
P42345	MTOR_HUMAN	MTOR	Serine/threonine-protein kinase mTOR	8.79963e+06
P42356	PI4KA_HUMAN	PI4KA	Phosphatidylinositol 4-kinase alpha	3.71673e+06
P42566	EPS15_HUMAN	EPS15	Epidermal growth factor receptor substrate 15	9.54319e+06
P42574	CASP3_HUMAN	CASP3	Caspase-3	4.10846e+07
P42575	CASP2_HUMAN	CASP2	Caspase-2	1.45311e+06
P42677	RS27_HUMAN	RPS27	Small ribosomal subunit protein eS27	7.1366e+07
P42685	FRK_HUMAN	FRK	Tyrosine-protein kinase FRK	3.57056e+06
P42694	HELZ_HUMAN	HELZ	Probable helicase with zinc finger domain	3.31443e+06
P42696	RBM34_HUMAN	RBM34	RNA-binding protein 34	5.04743e+06
P42704	LPPRC_HUMAN	LRPPRC	Leucine-rich PPR motif-containing protein, mitochondrial	5.5543e+07
P42765	THIM_HUMAN	ACAA2	3-ketoacyl-CoA thiolase, mitochondrial	1.68467e+07
P42766	RL35_HUMAN	RPL35	Large ribosomal subunit protein uL29	2.03698e+08
P42768	WASP_HUMAN	WAS	Actin nucleation-promoting factor WAS	1.08229e+07
P42771	CDN2A_HUMAN	CDKN2A	Cyclin-dependent kinase inhibitor 2A	1.51457e+07
P42773	CDN2C_HUMAN	CDKN2C	Cyclin-dependent kinase 4 inhibitor C	4.46334e+06
P42785	PCP_HUMAN	PRCP	Lysosomal Pro-X carboxypeptidase	1.54562e+07
P42858	HD_HUMAN	HTT	Huntingtin	5.41155e+06
P42892	ECE1_HUMAN	ECE1	Endothelin-converting enzyme 1	1.73311e+06
P43003	EAA1_HUMAN	SLC1A3	Excitatory amino acid transporter 1	1.83505e+06
P43007	SATT_HUMAN	SLC1A4	Neutral amino acid transporter A	3.98889e+06
P43034	LIS1_HUMAN	PAFAH1B1	Platelet-activating factor acetylhydrolase IB subunit beta	2.27666e+07
P43121	MUC18_HUMAN	MCAM	Cell surface glycoprotein MUC18	1.18081e+07
P43155	CACP_HUMAN	CRAT	Carnitine O-acetyltransferase	4.41766e+06
P43243	MATR3_HUMAN	MATR3	Matrin-3	6.52128e+07
P43246	MSH2_HUMAN	MSH2	DNA mismatch repair protein Msh2	2.1267e+07
P43304	GPDM_HUMAN	GPD2	Glycerol-3-phosphate dehydrogenase, mitochondrial	2.70365e+07
P43307	SSRA_HUMAN	SSR1	Translocon-associated protein subunit alpha	5.32919e+07
P43378	PTN9_HUMAN	PTPN9	Tyrosine-protein phosphatase non-receptor type 9	1.52872e+06
P43403	ZAP70_HUMAN	ZAP70	Tyrosine-protein kinase ZAP-70	2.36422e+06
P43405	KSYK_HUMAN	SYK	Tyrosine-protein kinase SYK	1.47753e+07
P43487	RANG_HUMAN	RANBP1	Ran-specific GTPase-activating protein	4.03653e+07
P43490	NAMPT_HUMAN	NAMPT	Nicotinamide phosphoribosyltransferase	3.94706e+07
P43652	AFAM_HUMAN	AFM	Afamin	2.19916e+06
P43686	PRS6B_HUMAN	PSMC4	26S proteasome regulatory subunit 6B	2.78864e+07
P43897	EFTS_HUMAN	TSFM	Elongation factor Ts, mitochondrial	6.67295e+06
P45877	PPIC_HUMAN	PPIC	Peptidyl-prolyl cis-trans isomerase C	5.8387e+06
P45880	VDAC2_HUMAN	VDAC2	Voltage-dependent anion-selective channel protein 2	1.13562e+08
P45954	ACDSB_HUMAN	ACADSB	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	9.89128e+06
P45973	CBX5_HUMAN	CBX5	Chromobox protein homolog 5	1.3912e+07
P45974	UBP5_HUMAN	USP5	Ubiquitin carboxyl-terminal hydrolase 5	2.47793e+07
P45984	MK09_HUMAN	MAPK9	Mitogen-activated protein kinase 9	5.0045e+06
P45985	MP2K4_HUMAN	MAP2K4	Dual specificity mitogen-activated protein kinase kinase 4	3.98364e+06
P46013	KI67_HUMAN	MKI67	Proliferation marker protein Ki-67	2.90082e+07
P46019	KPB2_HUMAN	PHKA2	Phosphorylase b kinase regulatory subunit alpha, liver isoform	1.55617e+06
P46060	RAGP1_HUMAN	RANGAP1	Ran GTPase-activating protein 1	2.04668e+07
P46063	RECQ1_HUMAN	RECQL	ATP-dependent DNA helicase Q1	1.9868e+07
P46087	NOP2_HUMAN	NOP2	Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase	2.48317e+07
P46100	ATRX_HUMAN	ATRX	Transcriptional regulator ATRX	4.51964e+07
P46108	CRK_HUMAN	CRK	Adapter molecule crk	2.76636e+07
P46109	CRKL_HUMAN	CRKL	Crk-like protein	5.20438e+07
P46199	IF2M_HUMAN	MTIF2	Translation initiation factor IF-2, mitochondrial	2.39906e+06
P46379	BAG6_HUMAN	BAG6	Large proline-rich protein BAG6	1.86851e+07
P46459	NSF_HUMAN	NSF	Vesicle-fusing ATPase	8.3414e+07
P46527	CDN1B_HUMAN	CDKN1B	Cyclin-dependent kinase inhibitor 1B	1.0428e+06
P46734	MP2K3_HUMAN	MAP2K3	Dual specificity mitogen-activated protein kinase kinase 3	4.80045e+06
P46736	BRCC3_HUMAN	BRCC3	Lys-63-specific deubiquitinase BRCC36	8.40974e+06
P46776	RL27A_HUMAN	RPL27A	Large ribosomal subunit protein uL15	2.43345e+08
P46777	RL5_HUMAN	RPL5	Large ribosomal subunit protein uL18	1.01317e+08
P46778	RL21_HUMAN	RPL21	Large ribosomal subunit protein eL21	1.76412e+08
P46779	RL28_HUMAN	RPL28	Large ribosomal subunit protein eL28	8.91334e+07
P46781	RS9_HUMAN	RPS9	Small ribosomal subunit protein uS4	2.58436e+08
P46782	RS5_HUMAN	RPS5	Small ribosomal subunit protein uS7	6.00453e+07
P46783	RS10_HUMAN	RPS10	Small ribosomal subunit protein eS10	1.12978e+08
P46821	MAP1B_HUMAN	MAP1B	Microtubule-associated protein 1B	9.32655e+06
P46926	GNPI1_HUMAN	GNPDA1	Glucosamine-6-phosphate isomerase 1	2.18892e+07
P46934	NEDD4_HUMAN	NEDD4	E3 ubiquitin-protein ligase NEDD4	2.75532e+06
P46937	YAP1_HUMAN	YAP1	Transcriptional coactivator YAP1	2.38765e+07
P46939	UTRN_HUMAN	UTRN	Utrophin	7.86652e+07
P46940	IQGA1_HUMAN	IQGAP1	Ras GTPase-activating-like protein IQGAP1	1.64272e+08
P46952	3HAO_HUMAN	HAAO	3-hydroxyanthranilate 3,4-dioxygenase	6.36594e+06
P46976	GLYG_HUMAN	GYG1	Glycogenin-1	5.81423e+07
P46977	STT3A_HUMAN	STT3A	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	2.94091e+07
P47224	MSS4_HUMAN	RABIF	Guanine nucleotide exchange factor MSS4	1.68161e+07
P47712	PA24A_HUMAN	PLA2G4A	Cytosolic phospholipase A2	3.84312e+06
P47755	CAZA2_HUMAN	CAPZA2	F-actin-capping protein subunit alpha-2	5.45096e+07
P47756	CAPZB_HUMAN	CAPZB	F-actin-capping protein subunit beta	1.06615e+08
P47813	IF1AX_HUMAN	EIF1AX	Eukaryotic translation initiation factor 1A, X-chromosomal	1.37664e+07
P47895	AL1A3_HUMAN	ALDH1A3	Retinaldehyde dehydrogenase 3	6.31038e+06
P47897	SYQ_HUMAN	QARS1	Glutamine--tRNA ligase	3.05899e+07
P47914	RL29_HUMAN	RPL29	Large ribosomal subunit protein eL29	1.35359e+08
P47929	LEG7_HUMAN	LGALS7	Galectin-7	1.40705e+08
P47985	UCRI_HUMAN	UQCRFS1	Cytochrome b-c1 complex subunit Rieske, mitochondrial	1.23589e+07
P48047	ATPO_HUMAN	ATP5PO	ATP synthase subunit O, mitochondrial	7.42168e+07
P48059	LIMS1_HUMAN	LIMS1	LIM and senescent cell antigen-like-containing domain protein 1	1.01266e+07
P48147	PPCE_HUMAN	PREP	Prolyl endopeptidase	2.03589e+07
P48163	MAOX_HUMAN	ME1	NADP-dependent malic enzyme	3.63088e+07
P48200	IREB2_HUMAN	IREB2	Iron-responsive element-binding protein 2	976099
P48382	RFX5_HUMAN	RFX5	DNA-binding protein RFX5	563359
P48426	PI42A_HUMAN	PIP4K2A	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha	2.45507e+07
P48431	SOX2_HUMAN	SOX2	Transcription factor SOX-2	4.24364e+06
P48444	COPD_HUMAN	ARCN1	Coatomer subunit delta	3.34606e+07
P48449	LSS_HUMAN	LSS	Lanosterol synthase	1.07843e+07
P48454	PP2BC_HUMAN	PPP3CC	Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform	3.06985e+06
P48506	GSH1_HUMAN	GCLC	Glutamate--cysteine ligase catalytic subunit	1.99032e+07
P48507	GSH0_HUMAN	GCLM	Glutamate--cysteine ligase regulatory subunit	1.27039e+07
P48539	PCP4_HUMAN	PCP4	Calmodulin regulator protein PCP4	1.15726e+07
P48553	TPC10_HUMAN	TRAPPC10	Trafficking protein particle complex subunit 10	1.48356e+06
P48556	PSMD8_HUMAN	PSMD8	26S proteasome non-ATPase regulatory subunit 8	2.23382e+07
P48594	SPB4_HUMAN	SERPINB4	Serpin B4	1.76501e+07
P48595	SPB10_HUMAN	SERPINB10	Serpin B10	1.99932e+06
P48634	PRC2A_HUMAN	PRRC2A	Protein PRRC2A	5.84295e+07
P48637	GSHB_HUMAN	GSS	Glutathione synthetase	3.82273e+07
P48643	TCPE_HUMAN	CCT5	T-complex protein 1 subunit epsilon	6.93646e+07
P48681	NEST_HUMAN	NES	Nestin	2.70797e+07
P48723	HSP13_HUMAN	HSPA13	Heat shock 70 kDa protein 13	3.56912e+06
P48729	KC1A_HUMAN	CSNK1A1	Casein kinase I isoform alpha	1.75801e+07
P48730	KC1D_HUMAN	CSNK1D	Casein kinase I isoform delta	8.07457e+06
P48735	IDHP_HUMAN	IDH2	Isocitrate dehydrogenase [NADP], mitochondrial	8.66555e+07
P48739	PIPNB_HUMAN	PITPNB	Phosphatidylinositol transfer protein beta isoform	1.50225e+07
P48960	AGRE5_HUMAN	ADGRE5	Adhesion G protein-coupled receptor E5	3.70053e+06
P49005	DPOD2_HUMAN	POLD2	DNA polymerase delta subunit 2	7.33432e+06
P49006	MRP_HUMAN	MARCKSL1	MARCKS-related protein	1.84084e+07
P49023	PAXI_HUMAN	PXN	Paxillin	4.94823e+06
P49116	NR2C2_HUMAN	NR2C2	Nuclear receptor subfamily 2 group C member 2	2.02017e+06
P49137	MAPK2_HUMAN	MAPKAPK2	MAP kinase-activated protein kinase 2	1.02747e+07
P49189	AL9A1_HUMAN	ALDH9A1	4-trimethylaminobutyraldehyde dehydrogenase	4.9589e+07
P49207	RL34_HUMAN	RPL34	Large ribosomal subunit protein eL34	1.94383e+08
P49247	RPIA_HUMAN	RPIA	Ribose-5-phosphate isomerase	6.18825e+06
P49257	LMAN1_HUMAN	LMAN1	Protein ERGIC-53	7.42464e+07
P49321	NASP_HUMAN	NASP	Nuclear autoantigenic sperm protein	5.47985e+07
P49327	FAS_HUMAN	FASN	Fatty acid synthase	4.33738e+07
P49354	FNTA_HUMAN	FNTA	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	1.22777e+07
P49356	FNTB_HUMAN	FNTB	Protein farnesyltransferase subunit beta	5.47292e+06
P49368	TCPG_HUMAN	CCT3	T-complex protein 1 subunit gamma	7.59203e+07
P49406	RM19_HUMAN	MRPL19	Large ribosomal subunit protein bL19m	9.78104e+06
P49407	ARRB1_HUMAN	ARRB1	Beta-arrestin-1	7.32346e+06
P49411	EFTU_HUMAN	TUFM	Elongation factor Tu, mitochondrial	1.61704e+08
P49418	AMPH_HUMAN	AMPH	Amphiphysin	3.32695e+06
P49419	AL7A1_HUMAN	ALDH7A1	Alpha-aminoadipic semialdehyde dehydrogenase	2.7411e+07
P49441	INPP_HUMAN	INPP1	Inositol polyphosphate 1-phosphatase	4.52517e+06
P49458	SRP09_HUMAN	SRP9	Signal recognition particle 9 kDa protein	3.33684e+07
P49459	UBE2A_HUMAN	UBE2A	Ubiquitin-conjugating enzyme E2 A	2.53273e+06
P49585	PCY1A_HUMAN	PCYT1A	Choline-phosphate cytidylyltransferase A	2.33165e+07
P49588	SYAC_HUMAN	AARS1	Alanine--tRNA ligase, cytoplasmic	5.84202e+07
P49589	SYCC_HUMAN	CARS1	Cysteine--tRNA ligase, cytoplasmic	1.33694e+07
P49590	SYHM_HUMAN	HARS2	Histidine--tRNA ligase, mitochondrial	3.06548e+06
P49591	SYSC_HUMAN	SARS1	Serine--tRNA ligase, cytoplasmic	2.92025e+07
P49593	PPM1F_HUMAN	PPM1F	Protein phosphatase 1F	1.74667e+07
P49641	MA2A2_HUMAN	MAN2A2	Alpha-mannosidase 2x	711340
P49642	PRI1_HUMAN	PRIM1	DNA primase small subunit	1.41425e+06
P49643	PRI2_HUMAN	PRIM2	DNA primase large subunit	1.09722e+06
P49662	CASP4_HUMAN	CASP4	Caspase-4	1.63252e+06
P49674	KC1E_HUMAN	CSNK1E	Casein kinase I isoform epsilon	2.14283e+06
P49716	CEBPD_HUMAN	CEBPD	CCAAT/enhancer-binding protein delta	1.50701e+06
P49720	PSB3_HUMAN	PSMB3	Proteasome subunit beta type-3	2.45736e+07
P49721	PSB2_HUMAN	PSMB2	Proteasome subunit beta type-2	3.52102e+07
P49736	MCM2_HUMAN	MCM2	DNA replication licensing factor MCM2	3.97014e+07
P49746	TSP3_HUMAN	THBS3	Thrombospondin-3	729186
P49747	COMP_HUMAN	COMP	Cartilage oligomeric matrix protein	1.16813e+07
P49748	ACADV_HUMAN	ACADVL	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	3.07391e+07
P49750	YLPM1_HUMAN	YLPM1	YLP motif-containing protein 1	1.11021e+07
P49753	ACOT2_HUMAN	ACOT2	Acyl-coenzyme A thioesterase 2, mitochondrial	1.28419e+07
P49754	VPS41_HUMAN	VPS41	Vacuolar protein sorting-associated protein 41 homolog	1.80538e+06
P49755	TMEDA_HUMAN	TMED10	Transmembrane emp24 domain-containing protein 10	5.13788e+07
P49756	RBM25_HUMAN	RBM25	RNA-binding protein 25	2.27528e+07
P49757	NUMB_HUMAN	NUMB	Protein numb homolog	4.35099e+06
P49761	CLK3_HUMAN	CLK3	Dual specificity protein kinase CLK3	1.05609e+06
P49770	EI2BB_HUMAN	EIF2B2	Translation initiation factor eIF-2B subunit beta	7.92065e+06
P49773	HINT1_HUMAN	HINT1	Adenosine 5'-monophosphoramidase HINT1	8.93912e+07
P49790	NU153_HUMAN	NUP153	Nuclear pore complex protein Nup153	1.086e+07
P49792	RBP2_HUMAN	RANBP2	E3 SUMO-protein ligase RanBP2	7.99703e+06
P49795	RGS19_HUMAN	RGS19	Regulator of G-protein signaling 19	1.51377e+06
P49815	TSC2_HUMAN	TSC2	Tuberin	6.47057e+07
P49821	NDUV1_HUMAN	NDUFV1	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial	3.97923e+07
P49840	GSK3A_HUMAN	GSK3A	Glycogen synthase kinase-3 alpha	4.78476e+06
P49841	GSK3B_HUMAN	GSK3B	Glycogen synthase kinase-3 beta	7.62406e+06
P49842	STK19_HUMAN	STK19	Inactive serine/threonine-protein kinase 19	302062
P49848	TAF6_HUMAN	TAF6	Transcription initiation factor TFIID subunit 6	1.76655e+06
P49863	GRAK_HUMAN	GZMK	Granzyme K	4.59858e+06
P49902	5NTC_HUMAN	NT5C2	Cytosolic purine 5'-nucleotidase	9.71122e+06
P49903	SPS1_HUMAN	SEPHS1	Selenide, water dikinase 1	1.12867e+07
P49914	MTHFS_HUMAN	MTHFS	5-formyltetrahydrofolate cyclo-ligase	420815
P49915	GUAA_HUMAN	GMPS	GMP synthase [glutamine-hydrolyzing]	1.94606e+07
P49916	DNLI3_HUMAN	LIG3	DNA ligase 3	3.22254e+06
P49959	MRE11_HUMAN	MRE11	Double-strand break repair protein MRE11	4.74019e+07
P49961	ENTP1_HUMAN	ENTPD1	Ectonucleoside triphosphate diphosphohydrolase 1	3.16947e+07
P50135	HNMT_HUMAN	HNMT	Histamine N-methyltransferase	1.5719e+07
P50148	GNAQ_HUMAN	GNAQ	Guanine nucleotide-binding protein G(q) subunit alpha	3.16781e+06
P50151	GBG10_HUMAN	GNG10	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10	5.4712e+06
P50213	IDH3A_HUMAN	IDH3A	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	2.61825e+07
P50225	ST1A1_HUMAN	SULT1A1	Sulfotransferase 1A1	2.83094e+06
P50238	CRIP1_HUMAN	CRIP1	Cysteine-rich protein 1	2.48052e+08
P50281	MMP14_HUMAN	MMP14	Matrix metalloproteinase-14	1.99161e+07
P50336	PPOX_HUMAN	PPOX	Protoporphyrinogen oxidase	2.85287e+06
P50395	GDIB_HUMAN	GDI2	Rab GDP dissociation inhibitor beta	1.65358e+08
P50402	EMD_HUMAN	EMD	Emerin	3.40125e+07
P50416	CPT1A_HUMAN	CPT1A	Carnitine O-palmitoyltransferase 1, liver isoform	1.12498e+07
P50440	GATM_HUMAN	GATM	Glycine amidinotransferase, mitochondrial	1.77752e+07
P50452	SPB8_HUMAN	SERPINB8	Serpin B8	5.26076e+06
P50453	SPB9_HUMAN	SERPINB9	Serpin B9	1.90387e+07
P50454	SERPH_HUMAN	SERPINH1	Serpin H1	2.92414e+08
P50479	PDLI4_HUMAN	PDLIM4	PDZ and LIM domain protein 4	2.90137e+07
P50502	F10A1_HUMAN	ST13	Hsc70-interacting protein	5.69869e+07
P50542	PEX5_HUMAN	PEX5	Peroxisomal targeting signal 1 receptor	2.79978e+06
P50552	VASP_HUMAN	VASP	Vasodilator-stimulated phosphoprotein	3.74987e+07
P50570	DYN2_HUMAN	DNM2	Dynamin-2	5.43967e+07
P50579	MAP2_HUMAN	METAP2	Methionine aminopeptidase 2	9.1852e+06
P50583	AP4A_HUMAN	NUDT2	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	2.87717e+07
P50613	CDK7_HUMAN	CDK7	Cyclin-dependent kinase 7	1.58478e+06
P50748	KNTC1_HUMAN	KNTC1	Kinetochore-associated protein 1	2.68527e+06
P50749	RASF2_HUMAN	RASSF2	Ras association domain-containing protein 2	4.65665e+06
P50750	CDK9_HUMAN	CDK9	Cyclin-dependent kinase 9	4.76562e+06
P50851	LRBA_HUMAN	LRBA	Lipopolysaccharide-responsive and beige-like anchor protein	2.26902e+07
P50895	BCAM_HUMAN	BCAM	Basal cell adhesion molecule	2.5735e+07
P50897	PPT1_HUMAN	PPT1	Palmitoyl-protein thioesterase 1	1.80882e+07
P50914	RL14_HUMAN	RPL14	Large ribosomal subunit protein eL14	1.57143e+08
P50990	TCPQ_HUMAN	CCT8	T-complex protein 1 subunit theta	4.79374e+07
P50991	TCPD_HUMAN	CCT4	T-complex protein 1 subunit delta	5.76299e+07
P50995	ANX11_HUMAN	ANXA11	Annexin A11	7.02928e+07
P51003	PAPOA_HUMAN	PAPOLA	Poly(A) polymerase alpha	5.81068e+06
P51114	FXR1_HUMAN	FXR1	RNA-binding protein FXR1	1.53488e+07
P51116	FXR2_HUMAN	FXR2	RNA-binding protein FXR2	6.90269e+06
P51148	RAB5C_HUMAN	RAB5C	Ras-related protein Rab-5C	7.67498e+07
P51149	RAB7A_HUMAN	RAB7A	Ras-related protein Rab-7a	4.56566e+07
P51151	RAB9A_HUMAN	RAB9A	Ras-related protein Rab-9A	6.56045e+06
P51153	RAB13_HUMAN	RAB13	Ras-related protein Rab-13	1.00078e+07
P51159	RB27A_HUMAN	RAB27A	Ras-related protein Rab-27A	7.94275e+07
P51178	PLCD1_HUMAN	PLCD1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1	1.88448e+07
P51397	DAP1_HUMAN	DAP	Death-associated protein 1	4.43144e+06
P51398	RT29_HUMAN	DAP3	Small ribosomal subunit protein mS29	2.73097e+06
P51452	DUS3_HUMAN	DUSP3	Dual specificity protein phosphatase 3	1.23916e+07
P51511	MMP15_HUMAN	MMP15	Matrix metalloproteinase-15	2.61743e+07
