Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\B20190319yix_KRUK_DIA_b5_15.mzML
P48449	LSS_HUMAN	LSS	Lanosterol synthase	2.67075e+06
P48506	GSH1_HUMAN	GCLC	Glutamate--cysteine ligase catalytic subunit	4.98574e+06
P48507	GSH0_HUMAN	GCLM	Glutamate--cysteine ligase regulatory subunit	2.49681e+06
P48556	PSMD8_HUMAN	PSMD8	26S proteasome non-ATPase regulatory subunit 8	1.93734e+07
P48637	GSHB_HUMAN	GSS	Glutathione synthetase	2.68499e+07
P48643	TCPE_HUMAN	CCT5	T-complex protein 1 subunit epsilon	4.73503e+07
P48681	NEST_HUMAN	NES	Nestin	1.73265e+07
P48723	HSP13_HUMAN	HSPA13	Heat shock 70 kDa protein 13	8.14736e+06
P48729	KC1A_HUMAN	CSNK1A1	Casein kinase I isoform alpha	6.07046e+06
P48730	KC1D_HUMAN	CSNK1D	Casein kinase I isoform delta	483587
P48735	IDHP_HUMAN	IDH2	Isocitrate dehydrogenase [NADP], mitochondrial	5.3076e+07
P48739	PIPNB_HUMAN	PITPNB	Phosphatidylinositol transfer protein beta isoform	9.7358e+06
P48960	AGRE5_HUMAN	ADGRE5	Adhesion G protein-coupled receptor E5	6.61933e+06
P49006	MRP_HUMAN	MARCKSL1	MARCKS-related protein	9.19077e+06
P49023	PAXI_HUMAN	PXN	Paxillin	2.5043e+07
P49137	MAPK2_HUMAN	MAPKAPK2	MAP kinase-activated protein kinase 2	8.45698e+06
P49189	AL9A1_HUMAN	ALDH9A1	4-trimethylaminobutyraldehyde dehydrogenase	5.0231e+07
P49207	RL34_HUMAN	RPL34	Large ribosomal subunit protein eL34	1.54961e+08
P49247	RPIA_HUMAN	RPIA	Ribose-5-phosphate isomerase	5.88718e+06
P49257	LMAN1_HUMAN	LMAN1	Protein ERGIC-53	1.15771e+08
P49321	NASP_HUMAN	NASP	Nuclear autoantigenic sperm protein	1.56132e+07
P49327	FAS_HUMAN	FASN	Fatty acid synthase	2.36811e+07
P49354	FNTA_HUMAN	FNTA	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	6.50077e+06
P49368	TCPG_HUMAN	CCT3	T-complex protein 1 subunit gamma	4.45123e+07
P49406	RM19_HUMAN	MRPL19	Large ribosomal subunit protein bL19m	8.13263e+06
P49407	ARRB1_HUMAN	ARRB1	Beta-arrestin-1	6.86129e+06
P49411	EFTU_HUMAN	TUFM	Elongation factor Tu, mitochondrial	9.20968e+07
P49419	AL7A1_HUMAN	ALDH7A1	Alpha-aminoadipic semialdehyde dehydrogenase	1.71043e+07
P49441	INPP_HUMAN	INPP1	Inositol polyphosphate 1-phosphatase	3.83732e+06
P49458	SRP09_HUMAN	SRP9	Signal recognition particle 9 kDa protein	2.31028e+07
P49585	PCY1A_HUMAN	PCYT1A	Choline-phosphate cytidylyltransferase A	1.38016e+07
P49588	SYAC_HUMAN	AARS1	Alanine--tRNA ligase, cytoplasmic	2.77304e+07
P49589	SYCC_HUMAN	CARS1	Cysteine--tRNA ligase, cytoplasmic	2.37445e+07
P49590	SYHM_HUMAN	HARS2	Histidine--tRNA ligase, mitochondrial	1.9377e+06
P49591	SYSC_HUMAN	SARS1	Serine--tRNA ligase, cytoplasmic	2.42019e+07
P49593	PPM1F_HUMAN	PPM1F	Protein phosphatase 1F	1.69835e+07
P49662	CASP4_HUMAN	CASP4	Caspase-4	6.50946e+06
P49720	PSB3_HUMAN	PSMB3	Proteasome subunit beta type-3	1.18747e+07
P49721	PSB2_HUMAN	PSMB2	Proteasome subunit beta type-2	2.8967e+07
P49736	MCM2_HUMAN	MCM2	DNA replication licensing factor MCM2	1.68525e+06
P49746	TSP3_HUMAN	THBS3	Thrombospondin-3	4.98864e+06
P49747	COMP_HUMAN	COMP	Cartilage oligomeric matrix protein	2.03222e+07
P49748	ACADV_HUMAN	ACADVL	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	3.699e+07
P49750	YLPM1_HUMAN	YLPM1	YLP motif-containing protein 1	3.82769e+06
P49753	ACOT2_HUMAN	ACOT2	Acyl-coenzyme A thioesterase 2, mitochondrial	2.04581e+07
P49755	TMEDA_HUMAN	TMED10	Transmembrane emp24 domain-containing protein 10	5.12208e+07
P49756	RBM25_HUMAN	RBM25	RNA-binding protein 25	7.2722e+06
P49757	NUMB_HUMAN	NUMB	Protein numb homolog	6.90126e+06
P49770	EI2BB_HUMAN	EIF2B2	Translation initiation factor eIF-2B subunit beta	1.45541e+06
P49773	HINT1_HUMAN	HINT1	Adenosine 5'-monophosphoramidase HINT1	5.08723e+07
P49789	FHIT_HUMAN	FHIT	Bis(5'-adenosyl)-triphosphatase	159023
P49790	NU153_HUMAN	NUP153	Nuclear pore complex protein Nup153	1.0788e+06
P49792	RBP2_HUMAN	RANBP2	E3 SUMO-protein ligase RanBP2	7.52745e+06
P49795	RGS19_HUMAN	RGS19	Regulator of G-protein signaling 19	4.13985e+06
P49821	NDUV1_HUMAN	NDUFV1	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial	1.38063e+07
P49902	5NTC_HUMAN	NT5C2	Cytosolic purine 5'-nucleotidase	3.85371e+06
P49903	SPS1_HUMAN	SEPHS1	Selenide, water dikinase 1	1.04647e+07
P49913	CAMP_HUMAN	CAMP	Cathelicidin antimicrobial peptide	1.47656e+06
P49915	GUAA_HUMAN	GMPS	GMP synthase [glutamine-hydrolyzing]	1.82427e+07
P49916	DNLI3_HUMAN	LIG3	DNA ligase 3	1.0783e+06
P49959	MRE11_HUMAN	MRE11	Double-strand break repair protein MRE11	8.2797e+06
P49961	ENTP1_HUMAN	ENTPD1	Ectonucleoside triphosphate diphosphohydrolase 1	1.24526e+07
P50135	HNMT_HUMAN	HNMT	Histamine N-methyltransferase	1.2226e+07
P50148	GNAQ_HUMAN	GNAQ	Guanine nucleotide-binding protein G(q) subunit alpha	4.4805e+06
P50151	GBG10_HUMAN	GNG10	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10	6.713e+06
P50213	IDH3A_HUMAN	IDH3A	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	2.12132e+07
P50225	ST1A1_HUMAN	SULT1A1	Sulfotransferase 1A1	2.57395e+07
P50281	MMP14_HUMAN	MMP14	Matrix metalloproteinase-14	4.51249e+06
P50395	GDIB_HUMAN	GDI2	Rab GDP dissociation inhibitor beta	1.46451e+08
P50402	EMD_HUMAN	EMD	Emerin	2.28861e+07
P50416	CPT1A_HUMAN	CPT1A	Carnitine O-palmitoyltransferase 1, liver isoform	1.00556e+07
P50452	SPB8_HUMAN	SERPINB8	Serpin B8	4.42172e+06
P50453	SPB9_HUMAN	SERPINB9	Serpin B9	1.23734e+07
P50454	SERPH_HUMAN	SERPINH1	Serpin H1	2.59888e+08
P50479	PDLI4_HUMAN	PDLIM4	PDZ and LIM domain protein 4	2.84008e+07
P50502	F10A1_HUMAN	ST13	Hsc70-interacting protein	3.20558e+07
P50552	VASP_HUMAN	VASP	Vasodilator-stimulated phosphoprotein	2.05544e+07
P50570	DYN2_HUMAN	DNM2	Dynamin-2	3.27668e+07
P50579	MAP2_HUMAN	METAP2	Methionine aminopeptidase 2	9.29315e+06
P50583	AP4A_HUMAN	NUDT2	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	4.87541e+06
P50749	RASF2_HUMAN	RASSF2	Ras association domain-containing protein 2	8.29296e+06
P50750	CDK9_HUMAN	CDK9	Cyclin-dependent kinase 9	1.02199e+06
P50851	LRBA_HUMAN	LRBA	Lipopolysaccharide-responsive and beige-like anchor protein	3.82038e+06
P50895	BCAM_HUMAN	BCAM	Basal cell adhesion molecule	6.33214e+06
P50897	PPT1_HUMAN	PPT1	Palmitoyl-protein thioesterase 1	1.33167e+07
P50914	RL14_HUMAN	RPL14	Large ribosomal subunit protein eL14	5.98128e+07
P50990	TCPQ_HUMAN	CCT8	T-complex protein 1 subunit theta	3.2209e+07
P50991	TCPD_HUMAN	CCT4	T-complex protein 1 subunit delta	1.48624e+09
P50995	ANX11_HUMAN	ANXA11	Annexin A11	3.43303e+07
P51114	FXR1_HUMAN	FXR1	RNA-binding protein FXR1	6.57199e+06
P51116	FXR2_HUMAN	FXR2	RNA-binding protein FXR2	3.22626e+06
P51148	RAB5C_HUMAN	RAB5C	Ras-related protein Rab-5C	3.23952e+07
P51149	RAB7A_HUMAN	RAB7A	Ras-related protein Rab-7a	5.61655e+07
P51151	RAB9A_HUMAN	RAB9A	Ras-related protein Rab-9A	3.48137e+06
P51153	RAB13_HUMAN	RAB13	Ras-related protein Rab-13	1.10794e+07
P51159	RB27A_HUMAN	RAB27A	Ras-related protein Rab-27A	1.29949e+08
P51178	PLCD1_HUMAN	PLCD1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1	1.18662e+07
P51397	DAP1_HUMAN	DAP	Death-associated protein 1	4.06802e+06
P51398	RT29_HUMAN	DAP3	Small ribosomal subunit protein mS29	2.0226e+06
P51452	DUS3_HUMAN	DUSP3	Dual specificity protein phosphatase 3	1.43259e+07
P51512	MMP16_HUMAN	MMP16	Matrix metalloproteinase-16	7.45721e+07
P51531	SMCA2_HUMAN	SMARCA2	Probable global transcription activator SNF2L2	3.94449e+06
P51532	SMCA4_HUMAN	SMARCA4	Transcription activator BRG1	7.01095e+06
P51553	IDH3G_HUMAN	IDH3G	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial	4.81237e+06
P51570	GALK1_HUMAN	GALK1	Galactokinase	6.1395e+07
P51571	SSRD_HUMAN	SSR4	Translocon-associated protein subunit delta	6.5452e+07
P51572	BAP31_HUMAN	BCAP31	B-cell receptor-associated protein 31	4.21905e+07
P51580	TPMT_HUMAN	TPMT	Thiopurine S-methyltransferase	9.69241e+07
P51606	RENBP_HUMAN	RENBP	N-acylglucosamine 2-epimerase	1.22106e+08
P51608	MECP2_HUMAN	MECP2	Methyl-CpG-binding protein 2	1.49761e+07
P51610	HCFC1_HUMAN	HCFC1	Host cell factor 1	6.92676e+06
P51617	IRAK1_HUMAN	IRAK1	Interleukin-1 receptor-associated kinase 1	343428
P51648	AL3A2_HUMAN	ALDH3A2	Aldehyde dehydrogenase family 3 member A2	7.28889e+06
P51649	SSDH_HUMAN	ALDH5A1	Succinate-semialdehyde dehydrogenase, mitochondrial	1.25683e+07
P51659	DHB4_HUMAN	HSD17B4	Peroxisomal multifunctional enzyme type 2	5.2836e+07
P51665	PSMD7_HUMAN	PSMD7	26S proteasome non-ATPase regulatory subunit 7	1.52164e+07
P51688	SPHM_HUMAN	SGSH	N-sulphoglucosamine sulphohydrolase	6.47106e+06
P51692	STA5B_HUMAN	STAT5B	Signal transducer and activator of transcription 5B	8.38173e+06
P51784	UBP11_HUMAN	USP11	Ubiquitin carboxyl-terminal hydrolase 11	1.1149e+06
P51812	KS6A3_HUMAN	RPS6KA3	Ribosomal protein S6 kinase alpha-3	2.4921e+07
P51858	HDGF_HUMAN	HDGF	Hepatoma-derived growth factor	4.48487e+07
P51884	LUM_HUMAN	LUM	Lumican	1.3958e+09
P51888	PRELP_HUMAN	PRELP	Prolargin	2.80317e+08
P51911	CNN1_HUMAN	CNN1	Calponin-1	6.17073e+07
P51970	NDUA8_HUMAN	NDUFA8	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	3.36268e+06
P51991	ROA3_HUMAN	HNRNPA3	Heterogeneous nuclear ribonucleoprotein A3	1.32098e+08
P52209	6PGD_HUMAN	PGD	6-phosphogluconate dehydrogenase, decarboxylating	6.59646e+07
P52272	HNRPM_HUMAN	HNRNPM	Heterogeneous nuclear ribonucleoprotein M	1.82694e+08
P52292	IMA1_HUMAN	KPNA2	Importin subunit alpha-1	1.56122e+06
P52294	IMA5_HUMAN	KPNA1	Importin subunit alpha-5	1.10631e+07
P52298	NCBP2_HUMAN	NCBP2	Nuclear cap-binding protein subunit 2	3.04118e+06
P52306	GDS1_HUMAN	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1	3.90475e+06
P52434	RPAB3_HUMAN	POLR2H	DNA-directed RNA polymerases I, II, and III subunit RPABC3	4.43554e+06
P52565	GDIR1_HUMAN	ARHGDIA	Rho GDP-dissociation inhibitor 1	1.13797e+08
P52566	GDIR2_HUMAN	ARHGDIB	Rho GDP-dissociation inhibitor 2	6.67525e+07
P52594	AGFG1_HUMAN	AGFG1	Arf-GAP domain and FG repeat-containing protein 1	1.02268e+07
P52597	HNRPF_HUMAN	HNRNPF	Heterogeneous nuclear ribonucleoprotein F	4.60256e+07
P52630	STAT2_HUMAN	STAT2	Signal transducer and activator of transcription 2	1.33973e+07
P52655	TF2AA_HUMAN	GTF2A1	Transcription initiation factor IIA subunit 1	2.25918e+06
P52657	T2AG_HUMAN	GTF2A2	Transcription initiation factor IIA subunit 2	5.40278e+06
P52701	MSH6_HUMAN	MSH6	DNA mismatch repair protein Msh6	1.24289e+06
P52788	SPSY_HUMAN	SMS	Spermine synthase	6.32488e+06
P52790	HXK3_HUMAN	HK3	Hexokinase-3	2.86089e+06
P52815	RM12_HUMAN	MRPL12	Large ribosomal subunit protein bL12m	4.18841e+06
P52849	NDST2_HUMAN	NDST2	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2	3.65802e+07
P52888	THOP1_HUMAN	THOP1	Thimet oligopeptidase	4.52416e+06
P52895	AK1C2_HUMAN	AKR1C2	Aldo-keto reductase family 1 member C2	3.93563e+06
P52907	CAZA1_HUMAN	CAPZA1	F-actin-capping protein subunit alpha-1	1.51185e+08
P52943	CRIP2_HUMAN	CRIP2	Cysteine-rich protein 2	3.12424e+07
P52948	NUP98_HUMAN	NUP98	Nuclear pore complex protein Nup98-Nup96	3.60462e+06
P53004	BIEA_HUMAN	BLVRA	Biliverdin reductase A	2.23865e+07
P53041	PPP5_HUMAN	PPP5C	Serine/threonine-protein phosphatase 5	9.41321e+06
P53367	ARFP1_HUMAN	ARFIP1	Arfaptin-1	2.91245e+06
P53384	NUBP1_HUMAN	NUBP1	Cytosolic Fe-S cluster assembly factor NUBP1	2.30882e+06
P53396	ACLY_HUMAN	ACLY	ATP-citrate synthase	6.76078e+07
P53420	CO4A4_HUMAN	COL4A4	Collagen alpha-4(IV) chain	3.07393e+07
P53582	MAP11_HUMAN	METAP1	Methionine aminopeptidase 1	5.84818e+06
P53597	SUCA_HUMAN	SUCLG1	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial	1.06492e+07
P53602	MVD1_HUMAN	MVD	Diphosphomevalonate decarboxylase	3.65692e+07
P53611	PGTB2_HUMAN	RABGGTB	Geranylgeranyl transferase type-2 subunit beta	4.09864e+06
P53618	COPB_HUMAN	COPB1	Coatomer subunit beta	1.9956e+07
P53621	COPA_HUMAN	COPA	Coatomer subunit alpha	4.70832e+07
P53634	CATC_HUMAN	CTSC	Dipeptidyl peptidase 1	3.07911e+07
P53667	LIMK1_HUMAN	LIMK1	LIM domain kinase 1	419935
P53674	CRBB1_HUMAN	CRYBB1	Beta-crystallin B1	3.19159e+06
P53675	CLH2_HUMAN	CLTCL1	Clathrin heavy chain 2	3.22467e+06
P53680	AP2S1_HUMAN	AP2S1	AP-2 complex subunit sigma	1.43906e+07
P53814	SMTN_HUMAN	SMTN	Smoothelin	1.75222e+06
P53990	IST1_HUMAN	IST1	IST1 homolog	1.45164e+07
P53992	SC24C_HUMAN	SEC24C	Protein transport protein Sec24C	1.23514e+07
P53999	TCP4_HUMAN	SUB1	Activated RNA polymerase II transcriptional coactivator p15	2.25816e+08
P54105	ICLN_HUMAN	CLNS1A	Methylosome subunit pICln	8.02004e+06
P54136	SYRC_HUMAN	RARS1	Arginine--tRNA ligase, cytoplasmic	1.47865e+07
P54252	ATX3_HUMAN	ATXN3	Ataxin-3	3.14187e+06
P54253	ATX1_HUMAN	ATXN1	Ataxin-1	867180
P54289	CA2D1_HUMAN	CACNA2D1	Voltage-dependent calcium channel subunit alpha-2/delta-1	1.95037e+07
P54577	SYYC_HUMAN	YARS1	Tyrosine--tRNA ligase, cytoplasmic	2.08472e+07
P54578	UBP14_HUMAN	USP14	Ubiquitin carboxyl-terminal hydrolase 14	3.81129e+07
P54619	AAKG1_HUMAN	PRKAG1	5'-AMP-activated protein kinase subunit gamma-1	2.9399e+07
P54652	HSP72_HUMAN	HSPA2	Heat shock-related 70 kDa protein 2	8.51525e+06
P54687	BCAT1_HUMAN	BCAT1	Branched-chain-amino-acid aminotransferase, cytosolic	2.11249e+06
P54725	RD23A_HUMAN	RAD23A	UV excision repair protein RAD23 homolog A	1.04852e+07
P54727	RD23B_HUMAN	RAD23B	UV excision repair protein RAD23 homolog B	2.25765e+07
P54802	ANAG_HUMAN	NAGLU	Alpha-N-acetylglucosaminidase	3.44993e+06
P54803	GALC_HUMAN	GALC	Galactocerebrosidase	2.59273e+06
P54819	KAD2_HUMAN	AK2	Adenylate kinase 2, mitochondrial	2.95523e+07
P54886	P5CS_HUMAN	ALDH18A1	Delta-1-pyrroline-5-carboxylate synthase	1.1023e+07
P54920	SNAA_HUMAN	NAPA	Alpha-soluble NSF attachment protein	3.54827e+07
P54922	ADPRH_HUMAN	ADPRH	ADP-ribosylhydrolase ARH1	1.30156e+06
P55008	AIF1_HUMAN	AIF1	Allograft inflammatory factor 1	3.91444e+07
P55010	IF5_HUMAN	EIF5	Eukaryotic translation initiation factor 5	2.09942e+07
P55011	S12A2_HUMAN	SLC12A2	Solute carrier family 12 member 2	3.90141e+06
P55036	PSMD4_HUMAN	PSMD4	26S proteasome non-ATPase regulatory subunit 4	2.02212e+07
P55039	DRG2_HUMAN	DRG2	Developmentally-regulated GTP-binding protein 2	4.99939e+06
P55060	XPO2_HUMAN	CSE1L	Exportin-2	2.34824e+07
P55061	BI1_HUMAN	TMBIM6	Bax inhibitor 1	2.02526e+06
P55072	TERA_HUMAN	VCP	Transitional endoplasmic reticulum ATPase	8.38109e+07
P55083	MFAP4_HUMAN	MFAP4	Microfibril-associated glycoprotein 4	5.88952e+07
P55084	ECHB_HUMAN	HADHB	Trifunctional enzyme subunit beta, mitochondrial	2.84646e+07
P55145	MANF_HUMAN	MANF	Mesencephalic astrocyte-derived neurotrophic factor	2.35831e+07
P55160	NCKPL_HUMAN	NCKAP1L	Nck-associated protein 1-like	3.409e+06
P55196	AFAD_HUMAN	AFDN	Afadin	2.58252e+06
P55209	NP1L1_HUMAN	NAP1L1	Nucleosome assembly protein 1-like 1	2.74473e+07
P55210	CASP7_HUMAN	CASP7	Caspase-7	6.27391e+06
P55212	CASP6_HUMAN	CASP6	Caspase-6	637197
P55263	ADK_HUMAN	ADK	Adenosine kinase	5.62483e+06
P55265	DSRAD_HUMAN	ADAR	Double-stranded RNA-specific adenosine deaminase	1.58623e+07
P55268	LAMB2_HUMAN	LAMB2	Laminin subunit beta-2	3.69764e+07
P55287	CAD11_HUMAN	CDH11	Cadherin-11	1.36387e+07
P55327	TPD52_HUMAN	TPD52	Tumor protein D52	1.15319e+07
P55735	SEC13_HUMAN	SEC13	Protein SEC13 homolog	1.12492e+07
P55769	NH2L1_HUMAN	SNU13	NHP2-like protein 1	3.0538e+07
P55786	PSA_HUMAN	NPEPPS	Puromycin-sensitive aminopeptidase	2.54598e+07
P55795	HNRH2_HUMAN	HNRNPH2	Heterogeneous nuclear ribonucleoprotein H2	1.9845e+07
P55809	SCOT1_HUMAN	OXCT1	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial	1.5323e+07
P55884	EIF3B_HUMAN	EIF3B	Eukaryotic translation initiation factor 3 subunit B	1.69148e+07
P55899	FCGRN_HUMAN	FCGRT	IgG receptor FcRn large subunit p51	1.54594e+07
P55957	BID_HUMAN	BID	BH3-interacting domain death agonist	8.08612e+06
P56134	ATPK_HUMAN	ATP5MF	ATP synthase subunit f, mitochondrial	1.06544e+06
P56182	RRP1_HUMAN	RRP1	Ribosomal RNA processing protein 1 homolog A	1.53022e+06
P56192	SYMC_HUMAN	MARS1	Methionine--tRNA ligase, cytoplasmic	7.23373e+06
P56199	ITA1_HUMAN	ITGA1	Integrin alpha-1	1.22674e+07
P56282	DPOE2_HUMAN	POLE2	DNA polymerase epsilon subunit 2	8.89048e+06
P56381	ATP5E_HUMAN	ATP5F1E	ATP synthase subunit epsilon, mitochondrial	1.48656e+07
P56385	ATP5I_HUMAN	ATP5ME	ATP synthase subunit e, mitochondrial	1.99997e+07
P56470	LEG4_HUMAN	LGALS4	Galectin-4	1.43492e+07
P56537	IF6_HUMAN	EIF6	Eukaryotic translation initiation factor 6	2.11052e+07
P56545	CTBP2_HUMAN	CTBP2	C-terminal-binding protein 2	4.88222e+06
P56556	NDUA6_HUMAN	NDUFA6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	9.17084e+06
P56945	BCAR1_HUMAN	BCAR1	Breast cancer anti-estrogen resistance protein 1	1.03109e+06
P57105	SYJ2B_HUMAN	SYNJ2BP	Synaptojanin-2-binding protein	3.68006e+06
P57737	CORO7_HUMAN	CORO7	Coronin-7	2.12311e+07
P57740	NU107_HUMAN	NUP107	Nuclear pore complex protein Nup107	1.24082e+07
P57764	GSDMD_HUMAN	GSDMD	Gasdermin-D	1.36841e+07
P57772	SELB_HUMAN	EEFSEC	Selenocysteine-specific elongation factor	6.79353e+06
P58546	MTPN_HUMAN	MTPN	Myotrophin	3.45292e+07
P59998	ARPC4_HUMAN	ARPC4	Actin-related protein 2/3 complex subunit 4	2.06075e+08
P60033	CD81_HUMAN	CD81	CD81 antigen	9.36466e+06
P60174	TPIS_HUMAN	TPI1	Triosephosphate isomerase	3.53108e+08
P60228	EIF3E_HUMAN	EIF3E	Eukaryotic translation initiation factor 3 subunit E	2.66995e+07
P60468	SC61B_HUMAN	SEC61B	Protein transport protein Sec61 subunit beta	3.58446e+07
P60510	PP4C_HUMAN	PPP4C	Serine/threonine-protein phosphatase 4 catalytic subunit	1.6779e+07
P60520	GBRL2_HUMAN	GABARAPL2	Gamma-aminobutyric acid receptor-associated protein-like 2	2.34346e+06
P60660	MYL6_HUMAN	MYL6	Myosin light polypeptide 6	5.52414e+08
P60709	ACTB_HUMAN	ACTB	Actin, cytoplasmic 1	5.80075e+09
P60842	IF4A1_HUMAN	EIF4A1	Eukaryotic initiation factor 4A-I	1.90962e+08
P60866	RS20_HUMAN	RPS20	Small ribosomal subunit protein uS10	1.77846e+08
P60891	PRPS1_HUMAN	PRPS1	Ribose-phosphate pyrophosphokinase 1	1.81278e+07
P60900	PSA6_HUMAN	PSMA6	Proteasome subunit alpha type-6	7.00663e+07
P60903	S10AA_HUMAN	S100A10	Protein S100-A10	7.51024e+07
P60953	CDC42_HUMAN	CDC42	Cell division control protein 42 homolog	1.90711e+07
P60981	DEST_HUMAN	DSTN	Destrin	1.88973e+07
P60983	GMFB_HUMAN	GMFB	Glia maturation factor beta	7.99175e+06
P61006	RAB8A_HUMAN	RAB8A	Ras-related protein Rab-8A	2.61669e+07
P61009	SPCS3_HUMAN	SPCS3	Signal peptidase complex subunit 3	4.77006e+07
P61011	SRP54_HUMAN	SRP54	Signal recognition particle subunit SRP54	8.43866e+06
P61018	RAB4B_HUMAN	RAB4B	Ras-related protein Rab-4B	1.505e+06
P61019	RAB2A_HUMAN	RAB2A	Ras-related protein Rab-2A	3.10984e+07
P61020	RAB5B_HUMAN	RAB5B	Ras-related protein Rab-5B	9.53679e+06
P61026	RAB10_HUMAN	RAB10	Ras-related protein Rab-10	2.88435e+07
P61077	UB2D3_HUMAN	UBE2D3	Ubiquitin-conjugating enzyme E2 D3	7.46551e+06
P61081	UBC12_HUMAN	UBE2M	NEDD8-conjugating enzyme Ubc12	2.5661e+07
P61086	UBE2K_HUMAN	UBE2K	Ubiquitin-conjugating enzyme E2 K	3.52581e+06
P61088	UBE2N_HUMAN	UBE2N	Ubiquitin-conjugating enzyme E2 N	5.74047e+07
P61106	RAB14_HUMAN	RAB14	Ras-related protein Rab-14	2.63649e+07
P61158	ARP3_HUMAN	ACTR3	Actin-related protein 3	1.19692e+08
P61160	ARP2_HUMAN	ACTR2	Actin-related protein 2	1.43104e+08
P61163	ACTZ_HUMAN	ACTR1A	Alpha-centractin	2.12487e+07
P61201	CSN2_HUMAN	COPS2	COP9 signalosome complex subunit 2	7.9063e+06
P61221	ABCE1_HUMAN	ABCE1	ATP-binding cassette sub-family E member 1	4.61244e+06
P61224	RAP1B_HUMAN	RAP1B	Ras-related protein Rap-1b	8.35176e+07
P61225	RAP2B_HUMAN	RAP2B	Ras-related protein Rap-2b	1.41947e+07
P61244	MAX_HUMAN	MAX	Protein max	1.48124e+06
P61247	RS3A_HUMAN	RPS3A	Small ribosomal subunit protein eS1	1.32151e+08
P61254	RL26_HUMAN	RPL26	Large ribosomal subunit protein uL24	1.02854e+08
P61289	PSME3_HUMAN	PSME3	Proteasome activator complex subunit 3	4.95495e+06
P61313	RL15_HUMAN	RPL15	Large ribosomal subunit protein eL15	1.68429e+08
P61326	MGN_HUMAN	MAGOH	Protein mago nashi homolog	2.0925e+07
P61353	RL27_HUMAN	RPL27	Large ribosomal subunit protein eL27	8.98654e+07
P61421	VA0D1_HUMAN	ATP6V0D1	V-type proton ATPase subunit d 1	3.68775e+06
P61457	PHS_HUMAN	PCBD1	Pterin-4-alpha-carbinolamine dehydratase	1.17271e+07
P61513	RL37A_HUMAN	RPL37A	Large ribosomal subunit protein eL43	2.50238e+07
P61586	RHOA_HUMAN	RHOA	Transforming protein RhoA	4.75406e+07
P61601	NCALD_HUMAN	NCALD	Neurocalcin-delta	1.26891e+06
P61604	CH10_HUMAN	HSPE1	10 kDa heat shock protein, mitochondrial	1.55579e+08
P61619	S61A1_HUMAN	SEC61A1	Protein transport protein Sec61 subunit alpha isoform 1	1.60041e+06
P61626	LYSC_HUMAN	LYZ	Lysozyme C	2.64309e+07
P61758	PFD3_HUMAN	VBP1	Prefoldin subunit 3	5.85429e+06
P61764	STXB1_HUMAN	STXBP1	Syntaxin-binding protein 1	8.9609e+06
P61769	B2MG_HUMAN	B2M	Beta-2-microglobulin	5.13011e+07
P61803	DAD1_HUMAN	DAD1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	6.5441e+06
P61923	COPZ1_HUMAN	COPZ1	Coatomer subunit zeta-1	3.06688e+07
P61956	SUMO2_HUMAN	SUMO2	Small ubiquitin-related modifier 2	5.26449e+07
P61960	UFM1_HUMAN	UFM1	Ubiquitin-fold modifier 1	4.4762e+07
P61962	DCAF7_HUMAN	DCAF7	DDB1- and CUL4-associated factor 7	3.67465e+06
P61964	WDR5_HUMAN	WDR5	WD repeat-containing protein 5	1.44035e+06
P61966	AP1S1_HUMAN	AP1S1	AP-1 complex subunit sigma-1A	795206
P61970	NTF2_HUMAN	NUTF2	Nuclear transport factor 2	3.2077e+07
P61978	HNRPK_HUMAN	HNRNPK	Heterogeneous nuclear ribonucleoprotein K	1.31824e+08
P61981	1433G_HUMAN	YWHAG	14-3-3 protein gamma	1.03904e+08
P62070	RRAS2_HUMAN	RRAS2	Ras-related protein R-Ras2	4.75009e+06
P62081	RS7_HUMAN	RPS7	Small ribosomal subunit protein eS7	1.01737e+08
P62136	PP1A_HUMAN	PPP1CA	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	1.49845e+07
P62140	PP1B_HUMAN	PPP1CB	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	1.80233e+07
P62191	PRS4_HUMAN	PSMC1	26S proteasome regulatory subunit 4	2.71578e+07
P62195	PRS8_HUMAN	PSMC5	26S proteasome regulatory subunit 8	6.2186e+07
