Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\B20190315yix_KRUK_DIA_b1_13.mzML
P46013	KI67_HUMAN	MKI67	Proliferation marker protein Ki-67	4.39578e+07
P46019	KPB2_HUMAN	PHKA2	Phosphorylase b kinase regulatory subunit alpha, liver isoform	2.89316e+06
P46060	RAGP1_HUMAN	RANGAP1	Ran GTPase-activating protein 1	5.12843e+07
P46063	RECQ1_HUMAN	RECQL	ATP-dependent DNA helicase Q1	1.52803e+07
P46087	NOP2_HUMAN	NOP2	Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase	4.15565e+07
P46100	ATRX_HUMAN	ATRX	Transcriptional regulator ATRX	1.80007e+07
P46108	CRK_HUMAN	CRK	Adapter molecule crk	2.04977e+07
P46109	CRKL_HUMAN	CRKL	Crk-like protein	2.8051e+07
P46199	IF2M_HUMAN	MTIF2	Translation initiation factor IF-2, mitochondrial	3.65986e+06
P46379	BAG6_HUMAN	BAG6	Large proline-rich protein BAG6	3.55699e+07
P46459	NSF_HUMAN	NSF	Vesicle-fusing ATPase	9.41832e+07
P46721	SO1A2_HUMAN	SLCO1A2	Solute carrier organic anion transporter family member 1A2	2.12935e+07
P46734	MP2K3_HUMAN	MAP2K3	Dual specificity mitogen-activated protein kinase kinase 3	2.99494e+06
P46736	BRCC3_HUMAN	BRCC3	Lys-63-specific deubiquitinase BRCC36	6.0505e+06
P46776	RL27A_HUMAN	RPL27A	Large ribosomal subunit protein uL15	4.73038e+08
P46777	RL5_HUMAN	RPL5	Large ribosomal subunit protein uL18	2.28056e+08
P46778	RL21_HUMAN	RPL21	Large ribosomal subunit protein eL21	2.07216e+08
P46779	RL28_HUMAN	RPL28	Large ribosomal subunit protein eL28	1.70373e+08
P46781	RS9_HUMAN	RPS9	Small ribosomal subunit protein uS4	1.38239e+08
P46782	RS5_HUMAN	RPS5	Small ribosomal subunit protein uS7	1.34898e+07
P46783	RS10_HUMAN	RPS10	Small ribosomal subunit protein eS10	3.03777e+08
P46821	MAP1B_HUMAN	MAP1B	Microtubule-associated protein 1B	1.06771e+08
P46926	GNPI1_HUMAN	GNPDA1	Glucosamine-6-phosphate isomerase 1	2.60475e+07
P46937	YAP1_HUMAN	YAP1	Transcriptional coactivator YAP1	3.09071e+07
P46939	UTRN_HUMAN	UTRN	Utrophin	4.28107e+07
P46940	IQGA1_HUMAN	IQGAP1	Ras GTPase-activating-like protein IQGAP1	1.15978e+08
P46952	3HAO_HUMAN	HAAO	3-hydroxyanthranilate 3,4-dioxygenase	1.64661e+07
P46976	GLYG_HUMAN	GYG1	Glycogenin-1	4.03281e+07
P46977	STT3A_HUMAN	STT3A	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	2.5741e+07
P47224	MSS4_HUMAN	RABIF	Guanine nucleotide exchange factor MSS4	2.83304e+06
P47736	RPGP1_HUMAN	RAP1GAP	Rap1 GTPase-activating protein 1	3.07841e+06
P47755	CAZA2_HUMAN	CAPZA2	F-actin-capping protein subunit alpha-2	5.16677e+07
P47756	CAPZB_HUMAN	CAPZB	F-actin-capping protein subunit beta	8.75835e+07
P47813	IF1AX_HUMAN	EIF1AX	Eukaryotic translation initiation factor 1A, X-chromosomal	5.24139e+07
P47895	AL1A3_HUMAN	ALDH1A3	Retinaldehyde dehydrogenase 3	7.6559e+06
P47897	SYQ_HUMAN	QARS1	Glutamine--tRNA ligase	3.48536e+07
P47914	RL29_HUMAN	RPL29	Large ribosomal subunit protein eL29	3.12199e+08
P47985	UCRI_HUMAN	UQCRFS1	Cytochrome b-c1 complex subunit Rieske, mitochondrial	2.22865e+08
P48047	ATPO_HUMAN	ATP5PO	ATP synthase subunit O, mitochondrial	1.71437e+08
P48147	PPCE_HUMAN	PREP	Prolyl endopeptidase	5.07206e+06
P48163	MAOX_HUMAN	ME1	NADP-dependent malic enzyme	1.48302e+07
P48200	IREB2_HUMAN	IREB2	Iron-responsive element-binding protein 2	1.85983e+06
P48304	REG1B_HUMAN	REG1B	Lithostathine-1-beta	2.50197e+07
P48426	PI42A_HUMAN	PIP4K2A	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha	2.09275e+07
P48444	COPD_HUMAN	ARCN1	Coatomer subunit delta	4.18092e+07
P48506	GSH1_HUMAN	GCLC	Glutamate--cysteine ligase catalytic subunit	2.60231e+07
P48507	GSH0_HUMAN	GCLM	Glutamate--cysteine ligase regulatory subunit	5.99474e+06
P48539	PCP4_HUMAN	PCP4	Calmodulin regulator protein PCP4	1.93921e+07
P48556	PSMD8_HUMAN	PSMD8	26S proteasome non-ATPase regulatory subunit 8	5.17317e+07
P48595	SPB10_HUMAN	SERPINB10	Serpin B10	2.94864e+06
P48634	PRC2A_HUMAN	PRRC2A	Protein PRRC2A	1.93476e+07
P48637	GSHB_HUMAN	GSS	Glutathione synthetase	5.72099e+07
P48643	TCPE_HUMAN	CCT5	T-complex protein 1 subunit epsilon	2.56941e+08
P48681	NEST_HUMAN	NES	Nestin	2.95463e+07
P48723	HSP13_HUMAN	HSPA13	Heat shock 70 kDa protein 13	3.50997e+06
P48729	KC1A_HUMAN	CSNK1A1	Casein kinase I isoform alpha	2.83343e+07
P48730	KC1D_HUMAN	CSNK1D	Casein kinase I isoform delta	4.55522e+06
P48735	IDHP_HUMAN	IDH2	Isocitrate dehydrogenase [NADP], mitochondrial	1.16005e+08
P48739	PIPNB_HUMAN	PITPNB	Phosphatidylinositol transfer protein beta isoform	2.63613e+07
P48788	TNNI2_HUMAN	TNNI2	Troponin I, fast skeletal muscle	8.31835e+06
P48960	AGRE5_HUMAN	ADGRE5	Adhesion G protein-coupled receptor E5	1.78802e+07
P49005	DPOD2_HUMAN	POLD2	DNA polymerase delta subunit 2	4.96442e+06
P49006	MRP_HUMAN	MARCKSL1	MARCKS-related protein	6.89285e+07
P49023	PAXI_HUMAN	PXN	Paxillin	1.84983e+07
P49069	CAMLG_HUMAN	CAMLG	Guided entry of tail-anchored proteins factor CAMLG	2.89854e+06
P49116	NR2C2_HUMAN	NR2C2	Nuclear receptor subfamily 2 group C member 2	1.10654e+06
P49137	MAPK2_HUMAN	MAPKAPK2	MAP kinase-activated protein kinase 2	1.05986e+07
P49189	AL9A1_HUMAN	ALDH9A1	4-trimethylaminobutyraldehyde dehydrogenase	8.20672e+07
P49207	RL34_HUMAN	RPL34	Large ribosomal subunit protein eL34	1.16514e+08
P49247	RPIA_HUMAN	RPIA	Ribose-5-phosphate isomerase	1.28295e+07
P49257	LMAN1_HUMAN	LMAN1	Protein ERGIC-53	7.22996e+07
P49321	NASP_HUMAN	NASP	Nuclear autoantigenic sperm protein	2.30962e+08
P49327	FAS_HUMAN	FASN	Fatty acid synthase	3.40275e+07
P49354	FNTA_HUMAN	FNTA	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	6.22205e+06
P49366	DHYS_HUMAN	DHPS	Deoxyhypusine synthase	2.91214e+06
P49368	TCPG_HUMAN	CCT3	T-complex protein 1 subunit gamma	6.68022e+07
P49406	RM19_HUMAN	MRPL19	Large ribosomal subunit protein bL19m	1.54914e+07
P49407	ARRB1_HUMAN	ARRB1	Beta-arrestin-1	2.07086e+07
P49411	EFTU_HUMAN	TUFM	Elongation factor Tu, mitochondrial	1.40683e+08
P49419	AL7A1_HUMAN	ALDH7A1	Alpha-aminoadipic semialdehyde dehydrogenase	4.29001e+07
P49427	UB2R1_HUMAN	CDC34	Ubiquitin-conjugating enzyme E2 R1	8.4162e+06
P49441	INPP_HUMAN	INPP1	Inositol polyphosphate 1-phosphatase	1.60914e+07
P49458	SRP09_HUMAN	SRP9	Signal recognition particle 9 kDa protein	8.28972e+07
P49585	PCY1A_HUMAN	PCYT1A	Choline-phosphate cytidylyltransferase A	3.55584e+07
P49588	SYAC_HUMAN	AARS1	Alanine--tRNA ligase, cytoplasmic	6.83175e+07
P49589	SYCC_HUMAN	CARS1	Cysteine--tRNA ligase, cytoplasmic	3.67697e+07
P49590	SYHM_HUMAN	HARS2	Histidine--tRNA ligase, mitochondrial	3.30974e+06
P49591	SYSC_HUMAN	SARS1	Serine--tRNA ligase, cytoplasmic	4.67035e+07
P49593	PPM1F_HUMAN	PPM1F	Protein phosphatase 1F	8.39209e+06
P49642	PRI1_HUMAN	PRIM1	DNA primase small subunit	1.45438e+06
P49674	KC1E_HUMAN	CSNK1E	Casein kinase I isoform epsilon	2.06843e+06
P49720	PSB3_HUMAN	PSMB3	Proteasome subunit beta type-3	2.1112e+07
P49721	PSB2_HUMAN	PSMB2	Proteasome subunit beta type-2	4.71763e+07
P49736	MCM2_HUMAN	MCM2	DNA replication licensing factor MCM2	5.71582e+07
P49746	TSP3_HUMAN	THBS3	Thrombospondin-3	1.56013e+06
P49748	ACADV_HUMAN	ACADVL	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	4.52669e+07
P49750	YLPM1_HUMAN	YLPM1	YLP motif-containing protein 1	1.17585e+07
P49753	ACOT2_HUMAN	ACOT2	Acyl-coenzyme A thioesterase 2, mitochondrial	2.34652e+07
P49755	TMEDA_HUMAN	TMED10	Transmembrane emp24 domain-containing protein 10	9.99544e+07
P49756	RBM25_HUMAN	RBM25	RNA-binding protein 25	2.6933e+07
P49757	NUMB_HUMAN	NUMB	Protein numb homolog	1.40133e+07
P49759	CLK1_HUMAN	CLK1	Dual specificity protein kinase CLK1	867077
P49770	EI2BB_HUMAN	EIF2B2	Translation initiation factor eIF-2B subunit beta	6.09728e+06
P49773	HINT1_HUMAN	HINT1	Adenosine 5'-monophosphoramidase HINT1	4.03235e+08
P49789	FHIT_HUMAN	FHIT	Bis(5'-adenosyl)-triphosphatase	978226
P49790	NU153_HUMAN	NUP153	Nuclear pore complex protein Nup153	2.58258e+07
P49792	RBP2_HUMAN	RANBP2	E3 SUMO-protein ligase RanBP2	1.47888e+07
P49815	TSC2_HUMAN	TSC2	Tuberin	2.55921e+06
P49821	NDUV1_HUMAN	NDUFV1	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial	4.34844e+07
P49840	GSK3A_HUMAN	GSK3A	Glycogen synthase kinase-3 alpha	1.17117e+07
P49841	GSK3B_HUMAN	GSK3B	Glycogen synthase kinase-3 beta	7.77508e+06
P49848	TAF6_HUMAN	TAF6	Transcription initiation factor TFIID subunit 6	3.544e+07
P49902	5NTC_HUMAN	NT5C2	Cytosolic purine 5'-nucleotidase	3.03193e+06
P49903	SPS1_HUMAN	SEPHS1	Selenide, water dikinase 1	2.18495e+07
P49913	CAMP_HUMAN	CAMP	Cathelicidin antimicrobial peptide	2.63743e+07
P49915	GUAA_HUMAN	GMPS	GMP synthase [glutamine-hydrolyzing]	3.19343e+07
P49916	DNLI3_HUMAN	LIG3	DNA ligase 3	6.95984e+06
P49959	MRE11_HUMAN	MRE11	Double-strand break repair protein MRE11	2.12425e+07
P49961	ENTP1_HUMAN	ENTPD1	Ectonucleoside triphosphate diphosphohydrolase 1	7.0068e+06
P50053	KHK_HUMAN	KHK	Ketohexokinase	6.07352e+06
P50135	HNMT_HUMAN	HNMT	Histamine N-methyltransferase	1.57663e+07
P50148	GNAQ_HUMAN	GNAQ	Guanine nucleotide-binding protein G(q) subunit alpha	2.18171e+06
P50213	IDH3A_HUMAN	IDH3A	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	4.79004e+07
P50225	ST1A1_HUMAN	SULT1A1	Sulfotransferase 1A1	7.44474e+07
P50238	CRIP1_HUMAN	CRIP1	Cysteine-rich protein 1	3.22027e+08
P50281	MMP14_HUMAN	MMP14	Matrix metalloproteinase-14	1.71668e+06
P50395	GDIB_HUMAN	GDI2	Rab GDP dissociation inhibitor beta	2.16476e+08
P50402	EMD_HUMAN	EMD	Emerin	3.40893e+07
P50416	CPT1A_HUMAN	CPT1A	Carnitine O-palmitoyltransferase 1, liver isoform	1.96256e+07
P50452	SPB8_HUMAN	SERPINB8	Serpin B8	3.32463e+06
P50453	SPB9_HUMAN	SERPINB9	Serpin B9	1.05191e+07
P50454	SERPH_HUMAN	SERPINH1	Serpin H1	1.27572e+08
P50479	PDLI4_HUMAN	PDLIM4	PDZ and LIM domain protein 4	1.24812e+08
P50502	F10A1_HUMAN	ST13	Hsc70-interacting protein	1.16208e+08
P50542	PEX5_HUMAN	PEX5	Peroxisomal targeting signal 1 receptor	1.89855e+06
P50552	VASP_HUMAN	VASP	Vasodilator-stimulated phosphoprotein	7.94737e+07
P50570	DYN2_HUMAN	DNM2	Dynamin-2	4.59824e+07
P50579	MAP2_HUMAN	METAP2	Methionine aminopeptidase 2	1.25704e+07
P50583	AP4A_HUMAN	NUDT2	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	2.02226e+07
P50750	CDK9_HUMAN	CDK9	Cyclin-dependent kinase 9	7.87429e+06
P50851	LRBA_HUMAN	LRBA	Lipopolysaccharide-responsive and beige-like anchor protein	1.26216e+07
P50895	BCAM_HUMAN	BCAM	Basal cell adhesion molecule	1.04843e+07
P50897	PPT1_HUMAN	PPT1	Palmitoyl-protein thioesterase 1	4.35689e+07
P50914	RL14_HUMAN	RPL14	Large ribosomal subunit protein eL14	9.92455e+07
P50990	TCPQ_HUMAN	CCT8	T-complex protein 1 subunit theta	1.09035e+08
P50991	TCPD_HUMAN	CCT4	T-complex protein 1 subunit delta	9.64406e+07
P50995	ANX11_HUMAN	ANXA11	Annexin A11	8.18918e+07
P51003	PAPOA_HUMAN	PAPOLA	Poly(A) polymerase alpha	9.64646e+06
P51114	FXR1_HUMAN	FXR1	RNA-binding protein FXR1	1.54796e+07
P51148	RAB5C_HUMAN	RAB5C	Ras-related protein Rab-5C	7.1002e+07
P51149	RAB7A_HUMAN	RAB7A	Ras-related protein Rab-7a	9.79195e+07
P51151	RAB9A_HUMAN	RAB9A	Ras-related protein Rab-9A	3.98281e+06
P51153	RAB13_HUMAN	RAB13	Ras-related protein Rab-13	2.48766e+07
P51159	RB27A_HUMAN	RAB27A	Ras-related protein Rab-27A	1.13294e+07
P51161	FABP6_HUMAN	FABP6	Gastrotropin	1.30413e+07
P51178	PLCD1_HUMAN	PLCD1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1	3.9756e+06
P51397	DAP1_HUMAN	DAP	Death-associated protein 1	4.16658e+06
P51398	RT29_HUMAN	DAP3	Small ribosomal subunit protein mS29	1.98017e+07
P51452	DUS3_HUMAN	DUSP3	Dual specificity protein phosphatase 3	6.56855e+07
P51531	SMCA2_HUMAN	SMARCA2	Probable global transcription activator SNF2L2	7.92261e+06
P51532	SMCA4_HUMAN	SMARCA4	Transcription activator BRG1	2.47174e+07
P51553	IDH3G_HUMAN	IDH3G	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial	9.87712e+06
P51570	GALK1_HUMAN	GALK1	Galactokinase	1.80795e+07
P51571	SSRD_HUMAN	SSR4	Translocon-associated protein subunit delta	5.1805e+07
P51572	BAP31_HUMAN	BCAP31	B-cell receptor-associated protein 31	9.09077e+07
P51580	TPMT_HUMAN	TPMT	Thiopurine S-methyltransferase	4.16423e+07
P51606	RENBP_HUMAN	RENBP	N-acylglucosamine 2-epimerase	6.58992e+07
P51608	MECP2_HUMAN	MECP2	Methyl-CpG-binding protein 2	2.26936e+07
P51610	HCFC1_HUMAN	HCFC1	Host cell factor 1	1.36148e+07
P51617	IRAK1_HUMAN	IRAK1	Interleukin-1 receptor-associated kinase 1	5.95648e+06
P51636	CAV2_HUMAN	CAV2	Caveolin-2	4.18419e+06
P51648	AL3A2_HUMAN	ALDH3A2	Aldehyde dehydrogenase family 3 member A2	1.58882e+07
P51649	SSDH_HUMAN	ALDH5A1	Succinate-semialdehyde dehydrogenase, mitochondrial	7.79514e+06
P51659	DHB4_HUMAN	HSD17B4	Peroxisomal multifunctional enzyme type 2	4.3503e+07
P51665	PSMD7_HUMAN	PSMD7	26S proteasome non-ATPase regulatory subunit 7	3.63294e+07
P51688	SPHM_HUMAN	SGSH	N-sulphoglucosamine sulphohydrolase	2.8587e+07
P51689	ARSD_HUMAN	ARSD	Arylsulfatase D	6.0929e+06
P51692	STA5B_HUMAN	STAT5B	Signal transducer and activator of transcription 5B	1.32805e+07
P51784	UBP11_HUMAN	USP11	Ubiquitin carboxyl-terminal hydrolase 11	1.03074e+06
P51809	VAMP7_HUMAN	VAMP7	Vesicle-associated membrane protein 7	1.76195e+07
P51812	KS6A3_HUMAN	RPS6KA3	Ribosomal protein S6 kinase alpha-3	1.5316e+07
P51858	HDGF_HUMAN	HDGF	Hepatoma-derived growth factor	1.37271e+08
P51884	LUM_HUMAN	LUM	Lumican	4.48326e+08
P51888	PRELP_HUMAN	PRELP	Prolargin	1.33858e+08
P51911	CNN1_HUMAN	CNN1	Calponin-1	4.2336e+09
P51956	NEK3_HUMAN	NEK3	Serine/threonine-protein kinase Nek3	484852
P51970	NDUA8_HUMAN	NDUFA8	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	1.10643e+07
P51991	ROA3_HUMAN	HNRNPA3	Heterogeneous nuclear ribonucleoprotein A3	4.19725e+08
P52209	6PGD_HUMAN	PGD	6-phosphogluconate dehydrogenase, decarboxylating	1.45367e+08
P52272	HNRPM_HUMAN	HNRNPM	Heterogeneous nuclear ribonucleoprotein M	6.7818e+08
P52292	IMA1_HUMAN	KPNA2	Importin subunit alpha-1	2.40121e+07
P52294	IMA5_HUMAN	KPNA1	Importin subunit alpha-5	5.56251e+07
P52298	NCBP2_HUMAN	NCBP2	Nuclear cap-binding protein subunit 2	4.95632e+06
P52306	GDS1_HUMAN	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1	1.7388e+07
P52434	RPAB3_HUMAN	POLR2H	DNA-directed RNA polymerases I, II, and III subunit RPABC3	6.97428e+06
P52564	MP2K6_HUMAN	MAP2K6	Dual specificity mitogen-activated protein kinase kinase 6	4.94281e+06
P52565	GDIR1_HUMAN	ARHGDIA	Rho GDP-dissociation inhibitor 1	1.81198e+08
P52566	GDIR2_HUMAN	ARHGDIB	Rho GDP-dissociation inhibitor 2	5.35868e+07
P52594	AGFG1_HUMAN	AGFG1	Arf-GAP domain and FG repeat-containing protein 1	1.75095e+07
P52597	HNRPF_HUMAN	HNRNPF	Heterogeneous nuclear ribonucleoprotein F	2.15009e+08
P52630	STAT2_HUMAN	STAT2	Signal transducer and activator of transcription 2	5.60654e+06
P52655	TF2AA_HUMAN	GTF2A1	Transcription initiation factor IIA subunit 1	1.54551e+06
P52701	MSH6_HUMAN	MSH6	DNA mismatch repair protein Msh6	2.02867e+07
P52758	RIDA_HUMAN	RIDA	2-iminobutanoate/2-iminopropanoate deaminase	1.54828e+06
P52788	SPSY_HUMAN	SMS	Spermine synthase	2.94287e+07
P52789	HXK2_HUMAN	HK2	Hexokinase-2	2.37495e+06
P52790	HXK3_HUMAN	HK3	Hexokinase-3	2.0099e+06
P52815	RM12_HUMAN	MRPL12	Large ribosomal subunit protein bL12m	2.96349e+07
P52888	THOP1_HUMAN	THOP1	Thimet oligopeptidase	1.92143e+07
P52907	CAZA1_HUMAN	CAPZA1	F-actin-capping protein subunit alpha-1	1.38518e+08
P52926	HMGA2_HUMAN	HMGA2	High mobility group protein HMGI-C	1.11208e+06
P52943	CRIP2_HUMAN	CRIP2	Cysteine-rich protein 2	1.39752e+08
P52948	NUP98_HUMAN	NUP98	Nuclear pore complex protein Nup98-Nup96	3.16254e+07
P53004	BIEA_HUMAN	BLVRA	Biliverdin reductase A	4.6697e+07
P53007	TXTP_HUMAN	SLC25A1	Tricarboxylate transport protein, mitochondrial	3.4898e+06
P53041	PPP5_HUMAN	PPP5C	Serine/threonine-protein phosphatase 5	1.72246e+07
P53367	ARFP1_HUMAN	ARFIP1	Arfaptin-1	4.11387e+07
P53396	ACLY_HUMAN	ACLY	ATP-citrate synthase	4.25784e+07
P53582	MAP11_HUMAN	METAP1	Methionine aminopeptidase 1	1.18716e+07
P53597	SUCA_HUMAN	SUCLG1	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial	4.63757e+07
P53602	MVD1_HUMAN	MVD	Diphosphomevalonate decarboxylase	5.99085e+07
P53611	PGTB2_HUMAN	RABGGTB	Geranylgeranyl transferase type-2 subunit beta	1.07359e+07
P53618	COPB_HUMAN	COPB1	Coatomer subunit beta	3.74642e+07
P53621	COPA_HUMAN	COPA	Coatomer subunit alpha	5.82034e+07
P53634	CATC_HUMAN	CTSC	Dipeptidyl peptidase 1	2.43102e+07
P53680	AP2S1_HUMAN	AP2S1	AP-2 complex subunit sigma	4.35914e+06
P53708	ITA8_HUMAN	ITGA8	Integrin alpha-8	6.83673e+07
P53803	RPAB4_HUMAN	POLR2K	DNA-directed RNA polymerases I, II, and III subunit RPABC4	1.48618e+07
P53804	TTC3_HUMAN	TTC3	E3 ubiquitin-protein ligase TTC3	3.51103e+07
P53814	SMTN_HUMAN	SMTN	Smoothelin	2.30735e+08
P53985	MOT1_HUMAN	SLC16A1	Monocarboxylate transporter 1	7.28724e+06
P53990	IST1_HUMAN	IST1	IST1 homolog	3.43966e+07
P53992	SC24C_HUMAN	SEC24C	Protein transport protein Sec24C	1.97937e+07
P53999	TCP4_HUMAN	SUB1	Activated RNA polymerase II transcriptional coactivator p15	1.6958e+08
P54105	ICLN_HUMAN	CLNS1A	Methylosome subunit pICln	2.62872e+07
P54136	SYRC_HUMAN	RARS1	Arginine--tRNA ligase, cytoplasmic	4.2434e+07
P54252	ATX3_HUMAN	ATXN3	Ataxin-3	9.12034e+06
P54289	CA2D1_HUMAN	CACNA2D1	Voltage-dependent calcium channel subunit alpha-2/delta-1	4.53645e+07
P54577	SYYC_HUMAN	YARS1	Tyrosine--tRNA ligase, cytoplasmic	4.05978e+07
P54578	UBP14_HUMAN	USP14	Ubiquitin carboxyl-terminal hydrolase 14	1.76493e+07
P54619	AAKG1_HUMAN	PRKAG1	5'-AMP-activated protein kinase subunit gamma-1	7.35833e+06
P54652	HSP72_HUMAN	HSPA2	Heat shock-related 70 kDa protein 2	4.61815e+07
P54725	RD23A_HUMAN	RAD23A	UV excision repair protein RAD23 homolog A	1.80508e+07
P54727	RD23B_HUMAN	RAD23B	UV excision repair protein RAD23 homolog B	2.91829e+07
P54802	ANAG_HUMAN	NAGLU	Alpha-N-acetylglucosaminidase	3.7181e+06
P54803	GALC_HUMAN	GALC	Galactocerebrosidase	1.14735e+07
P54819	KAD2_HUMAN	AK2	Adenylate kinase 2, mitochondrial	6.25646e+07
P54868	HMCS2_HUMAN	HMGCS2	Hydroxymethylglutaryl-CoA synthase, mitochondrial	3.52984e+07
P54886	P5CS_HUMAN	ALDH18A1	Delta-1-pyrroline-5-carboxylate synthase	1.21001e+07
P54920	SNAA_HUMAN	NAPA	Alpha-soluble NSF attachment protein	4.23392e+07
P54922	ADPRH_HUMAN	ADPRH	ADP-ribosylhydrolase ARH1	1.48718e+06
P55008	AIF1_HUMAN	AIF1	Allograft inflammatory factor 1	3.22915e+07
P55010	IF5_HUMAN	EIF5	Eukaryotic translation initiation factor 5	7.08618e+07
P55011	S12A2_HUMAN	SLC12A2	Solute carrier family 12 member 2	2.14222e+08
P55036	PSMD4_HUMAN	PSMD4	26S proteasome non-ATPase regulatory subunit 4	4.59736e+07
P55039	DRG2_HUMAN	DRG2	Developmentally-regulated GTP-binding protein 2	5.14761e+06
P55042	RAD_HUMAN	RRAD	GTP-binding protein RAD	7.28403e+06
P55060	XPO2_HUMAN	CSE1L	Exportin-2	3.57738e+07
P55061	BI1_HUMAN	TMBIM6	Bax inhibitor 1	6.00861e+06
P55072	TERA_HUMAN	VCP	Transitional endoplasmic reticulum ATPase	1.58337e+08
P55081	MFAP1_HUMAN	MFAP1	Microfibrillar-associated protein 1	1.73204e+07
P55083	MFAP4_HUMAN	MFAP4	Microfibril-associated glycoprotein 4	1.58274e+08
P55084	ECHB_HUMAN	HADHB	Trifunctional enzyme subunit beta, mitochondrial	6.30331e+07
P55145	MANF_HUMAN	MANF	Mesencephalic astrocyte-derived neurotrophic factor	1.73965e+07
P55160	NCKPL_HUMAN	NCKAP1L	Nck-associated protein 1-like	260950
P55196	AFAD_HUMAN	AFDN	Afadin	9.94228e+06
P55209	NP1L1_HUMAN	NAP1L1	Nucleosome assembly protein 1-like 1	5.93429e+07
P55210	CASP7_HUMAN	CASP7	Caspase-7	6.53629e+06
P55211	CASP9_HUMAN	CASP9	Caspase-9	1.90882e+08
P55259	GP2_HUMAN	GP2	Pancreatic secretory granule membrane major glycoprotein GP2	1.23564e+07
P55263	ADK_HUMAN	ADK	Adenosine kinase	2.43444e+07
P55265	DSRAD_HUMAN	ADAR	Double-stranded RNA-specific adenosine deaminase	3.40009e+07
P55268	LAMB2_HUMAN	LAMB2	Laminin subunit beta-2	2.35117e+08
P55287	CAD11_HUMAN	CDH11	Cadherin-11	2.01764e+06
P55290	CAD13_HUMAN	CDH13	Cadherin-13	5.5324e+07
P55327	TPD52_HUMAN	TPD52	Tumor protein D52	4.81033e+07
P55735	SEC13_HUMAN	SEC13	Protein SEC13 homolog	3.58258e+06
P55769	NH2L1_HUMAN	SNU13	NHP2-like protein 1	8.00338e+07
P55786	PSA_HUMAN	NPEPPS	Puromycin-sensitive aminopeptidase	4.35026e+07
P55789	ALR_HUMAN	GFER	FAD-linked sulfhydryl oxidase ALR	1.84004e+06
P55795	HNRH2_HUMAN	HNRNPH2	Heterogeneous nuclear ribonucleoprotein H2	4.63304e+07
P55809	SCOT1_HUMAN	OXCT1	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial	2.75509e+07
P55854	SUMO3_HUMAN	SUMO3	Small ubiquitin-related modifier 3	2.58732e+07
P55884	EIF3B_HUMAN	EIF3B	Eukaryotic translation initiation factor 3 subunit B	3.69869e+07
P55899	FCGRN_HUMAN	FCGRT	IgG receptor FcRn large subunit p51	9.834e+06
P55957	BID_HUMAN	BID	BH3-interacting domain death agonist	1.75111e+07
P56181	NDUV3_HUMAN	NDUFV3	NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial	6.0177e+06
P56182	RRP1_HUMAN	RRP1	Ribosomal RNA processing protein 1 homolog A	1.11949e+07
P56192	SYMC_HUMAN	MARS1	Methionine--tRNA ligase, cytoplasmic	2.43274e+07
P56199	ITA1_HUMAN	ITGA1	Integrin alpha-1	6.98e+07
P56270	MAZ_HUMAN	MAZ	Myc-associated zinc finger protein	3.83102e+06
P56282	DPOE2_HUMAN	POLE2	DNA polymerase epsilon subunit 2	2.85327e+07
P56381	ATP5E_HUMAN	ATP5F1E	ATP synthase subunit epsilon, mitochondrial	1.36381e+07
P56385	ATP5I_HUMAN	ATP5ME	ATP synthase subunit e, mitochondrial	6.49325e+07
P56470	LEG4_HUMAN	LGALS4	Galectin-4	4.69664e+08
P56537	IF6_HUMAN	EIF6	Eukaryotic translation initiation factor 6	3.89839e+07
P56545	CTBP2_HUMAN	CTBP2	C-terminal-binding protein 2	2.08204e+07
P56556	NDUA6_HUMAN	NDUFA6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	1.34553e+07
P56693	SOX10_HUMAN	SOX10	Transcription factor SOX-10	1.21651e+06
P56856	CLD18_HUMAN	CLDN18	Claudin-18	7.27361e+06
P56945	BCAR1_HUMAN	BCAR1	Breast cancer anti-estrogen resistance protein 1	1.68527e+06
P57053	H2BFS_HUMAN	H2BC12L	Histone H2B type F-S	219250
P57076	CF298_HUMAN	CFAP298	Cilia- and flagella-associated protein 298	4.80016e+06
P57081	WDR4_HUMAN	WDR4	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4	5.13507e+06
