Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\DIArt_model\human\A20200127caix_yuanch_TCPA_CA_120min_DIA_11.mzML
P50281	MMP14_HUMAN	MMP14	Matrix metalloproteinase-14	7.01273e+06
P50336	PPOX_HUMAN	PPOX	Protoporphyrinogen oxidase	1.2881e+06
P50395	GDIB_HUMAN	GDI2	Rab GDP dissociation inhibitor beta	6.30331e+07
P50402	EMD_HUMAN	EMD	Emerin	1.64721e+07
P50416	CPT1A_HUMAN	CPT1A	Carnitine O-palmitoyltransferase 1, liver isoform	5.38946e+06
P50452	SPB8_HUMAN	SERPINB8	Serpin B8	3.96538e+06
P50453	SPB9_HUMAN	SERPINB9	Serpin B9	1.79649e+07
P50454	SERPH_HUMAN	SERPINH1	Serpin H1	9.52716e+07
P50479	PDLI4_HUMAN	PDLIM4	PDZ and LIM domain protein 4	1.79972e+07
P50502	F10A1_HUMAN	ST13	Hsc70-interacting protein	1.80775e+07
P50542	PEX5_HUMAN	PEX5	Peroxisomal targeting signal 1 receptor	1.05026e+06
P50552	VASP_HUMAN	VASP	Vasodilator-stimulated phosphoprotein	2.98318e+07
P50570	DYN2_HUMAN	DNM2	Dynamin-2	2.25878e+07
P50579	MAP2_HUMAN	METAP2	Methionine aminopeptidase 2	2.68655e+06
P50583	AP4A_HUMAN	NUDT2	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	1.55228e+06
P50591	TNF10_HUMAN	TNFSF10	Tumor necrosis factor ligand superfamily member 10	700622
P50749	RASF2_HUMAN	RASSF2	Ras association domain-containing protein 2	3.28068e+06
P50750	CDK9_HUMAN	CDK9	Cyclin-dependent kinase 9	4.10327e+06
P50851	LRBA_HUMAN	LRBA	Lipopolysaccharide-responsive and beige-like anchor protein	4.16243e+06
P50895	BCAM_HUMAN	BCAM	Basal cell adhesion molecule	3.00827e+06
P50897	PPT1_HUMAN	PPT1	Palmitoyl-protein thioesterase 1	5.33885e+06
P50914	RL14_HUMAN	RPL14	Large ribosomal subunit protein eL14	8.39881e+07
P50990	TCPQ_HUMAN	CCT8	T-complex protein 1 subunit theta	3.01094e+07
P50991	TCPD_HUMAN	CCT4	T-complex protein 1 subunit delta	1.55784e+08
P50995	ANX11_HUMAN	ANXA11	Annexin A11	2.69189e+07
P51003	PAPOA_HUMAN	PAPOLA	Poly(A) polymerase alpha	2.00347e+06
P51114	FXR1_HUMAN	FXR1	RNA-binding protein FXR1	1.26878e+07
P51116	FXR2_HUMAN	FXR2	RNA-binding protein FXR2	1.33508e+06
P51148	RAB5C_HUMAN	RAB5C	Ras-related protein Rab-5C	3.77387e+07
P51149	RAB7A_HUMAN	RAB7A	Ras-related protein Rab-7a	2.92818e+07
P51151	RAB9A_HUMAN	RAB9A	Ras-related protein Rab-9A	4.74928e+06
P51153	RAB13_HUMAN	RAB13	Ras-related protein Rab-13	5.07381e+06
P51159	RB27A_HUMAN	RAB27A	Ras-related protein Rab-27A	9.24173e+06
P51178	PLCD1_HUMAN	PLCD1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1	978695
P51398	RT29_HUMAN	DAP3	Small ribosomal subunit protein mS29	1.97031e+06
P51452	DUS3_HUMAN	DUSP3	Dual specificity protein phosphatase 3	5.94681e+06
P51513;Q9UNW9	NOVA1_HUMAN;NOVA2_HUMAN	NOVA1;NOVA2	RNA-binding protein Nova-1	428604
P51531	SMCA2_HUMAN	SMARCA2	Probable global transcription activator SNF2L2	2.31566e+06
P51532	SMCA4_HUMAN	SMARCA4	Transcription activator BRG1	2.79685e+06
P51553	IDH3G_HUMAN	IDH3G	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial	6.48002e+06
P51570	GALK1_HUMAN	GALK1	Galactokinase	2.30653e+08
P51571	SSRD_HUMAN	SSR4	Translocon-associated protein subunit delta	3.54746e+07
P51572	BAP31_HUMAN	BCAP31	B-cell receptor-associated protein 31	2.49018e+07
P51580	TPMT_HUMAN	TPMT	Thiopurine S-methyltransferase	1.24862e+07
P51606	RENBP_HUMAN	RENBP	N-acylglucosamine 2-epimerase	4.23209e+06
P51608	MECP2_HUMAN	MECP2	Methyl-CpG-binding protein 2	9.3066e+06
P51610	HCFC1_HUMAN	HCFC1	Host cell factor 1	6.74749e+07
P51648	AL3A2_HUMAN	ALDH3A2	Aldehyde dehydrogenase family 3 member A2	2.77685e+07
P51649	SSDH_HUMAN	ALDH5A1	Succinate-semialdehyde dehydrogenase, mitochondrial	5.06617e+06
P51659	DHB4_HUMAN	HSD17B4	Peroxisomal multifunctional enzyme type 2	1.8003e+07
P51665	PSMD7_HUMAN	PSMD7	26S proteasome non-ATPase regulatory subunit 7	1.0919e+07
P51687	SUOX_HUMAN	SUOX	Sulfite oxidase, mitochondrial	1.46137e+06
P51688	SPHM_HUMAN	SGSH	N-sulphoglucosamine sulphohydrolase	7.9281e+06
P51692	STA5B_HUMAN	STAT5B	Signal transducer and activator of transcription 5B	1.90696e+06
P51784	UBP11_HUMAN	USP11	Ubiquitin carboxyl-terminal hydrolase 11	571164
P51809	VAMP7_HUMAN	VAMP7	Vesicle-associated membrane protein 7	1.69774e+06
P51812	KS6A3_HUMAN	RPS6KA3	Ribosomal protein S6 kinase alpha-3	6.76849e+06
P51857	AK1D1_HUMAN	AKR1D1	Aldo-keto reductase family 1 member D1	7.06757e+06
P51858	HDGF_HUMAN	HDGF	Hepatoma-derived growth factor	4.23418e+07
P51884	LUM_HUMAN	LUM	Lumican	3.803e+07
P51888	PRELP_HUMAN	PRELP	Prolargin	2.092e+07
P51911	CNN1_HUMAN	CNN1	Calponin-1	1.84731e+07
P51965;Q969T4;Q96LR5	UB2E1_HUMAN;UB2E2_HUMAN;UB2E3_HUMAN	UBE2E1;UBE2E2;UBE2E3	Ubiquitin-conjugating enzyme E2 E1	1.44938e+06
P51970	NDUA8_HUMAN	NDUFA8	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	2.91534e+06
P51991	ROA3_HUMAN	HNRNPA3	Heterogeneous nuclear ribonucleoprotein A3	6.64158e+07
P52209	6PGD_HUMAN	PGD	6-phosphogluconate dehydrogenase, decarboxylating	5.82004e+07
P52272	HNRPM_HUMAN	HNRNPM	Heterogeneous nuclear ribonucleoprotein M	1.01711e+08
P52292	IMA1_HUMAN	KPNA2	Importin subunit alpha-1	2.56558e+06
P52294	IMA5_HUMAN	KPNA1	Importin subunit alpha-5	2.08829e+06
P52298	NCBP2_HUMAN	NCBP2	Nuclear cap-binding protein subunit 2	3.98289e+06
P52306	GDS1_HUMAN	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1	3.77631e+06
P52333	JAK3_HUMAN	JAK3	Tyrosine-protein kinase JAK3	937243
P52434	RPAB3_HUMAN	POLR2H	DNA-directed RNA polymerases I, II, and III subunit RPABC3	2.15902e+06
P52435;Q9GZM3;Q9H1A7	RPB11_HUMAN;RPB1B_HUMAN;RPB1C_HUMAN	POLR2J;POLR2J2;POLR2J3	DNA-directed RNA polymerase II subunit RPB11-a	878831
P52565	GDIR1_HUMAN	ARHGDIA	Rho GDP-dissociation inhibitor 1	3.68448e+07
P52566	GDIR2_HUMAN	ARHGDIB	Rho GDP-dissociation inhibitor 2	9.95112e+07
P52594	AGFG1_HUMAN	AGFG1	Arf-GAP domain and FG repeat-containing protein 1	5.48178e+06
P52597	HNRPF_HUMAN	HNRNPF	Heterogeneous nuclear ribonucleoprotein F	4.50378e+07
P52630	STAT2_HUMAN	STAT2	Signal transducer and activator of transcription 2	1.11655e+07
P52655	TF2AA_HUMAN	GTF2A1	Transcription initiation factor IIA subunit 1	1.31035e+06
P52701	MSH6_HUMAN	MSH6	DNA mismatch repair protein Msh6	2.77499e+06
P52732	KIF11_HUMAN	KIF11	Kinesin-like protein KIF11	151085
P52756	RBM5_HUMAN	RBM5	RNA-binding protein 5	1.84123e+06
P52788	SPSY_HUMAN	SMS	Spermine synthase	2.52879e+06
P52789	HXK2_HUMAN	HK2	Hexokinase-2	1.11005e+06
P52790	HXK3_HUMAN	HK3	Hexokinase-3	8.90888e+06
P52815	RM12_HUMAN	MRPL12	Large ribosomal subunit protein bL12m	3.47883e+06
P52888	THOP1_HUMAN	THOP1	Thimet oligopeptidase	2.6732e+06
P52895	AK1C2_HUMAN	AKR1C2	Aldo-keto reductase family 1 member C2	2.82055e+06
P52907	CAZA1_HUMAN	CAPZA1	F-actin-capping protein subunit alpha-1	1.02571e+08
P52943	CRIP2_HUMAN	CRIP2	Cysteine-rich protein 2	2.28058e+07
P52948	NUP98_HUMAN	NUP98	Nuclear pore complex protein Nup98-Nup96	9.26978e+06
P53004	BIEA_HUMAN	BLVRA	Biliverdin reductase A	1.3206e+07
P53007	TXTP_HUMAN	SLC25A1	Tricarboxylate transport protein, mitochondrial	1.82473e+06
P53041	PPP5_HUMAN	PPP5C	Serine/threonine-protein phosphatase 5	7.68069e+06
P53367	ARFP1_HUMAN	ARFIP1	Arfaptin-1	3.35537e+06
P53384	NUBP1_HUMAN	NUBP1	Cytosolic Fe-S cluster assembly factor NUBP1	2.02295e+06
P53396	ACLY_HUMAN	ACLY	ATP-citrate synthase	1.75835e+07
P53582	MAP11_HUMAN	METAP1	Methionine aminopeptidase 1	4.46601e+06
P53597	SUCA_HUMAN	SUCLG1	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial	7.59002e+06
P53611	PGTB2_HUMAN	RABGGTB	Geranylgeranyl transferase type-2 subunit beta	3.38649e+06
P53618	COPB_HUMAN	COPB1	Coatomer subunit beta	1.42564e+07
P53621	COPA_HUMAN	COPA	Coatomer subunit alpha	3.24522e+07
P53634	CATC_HUMAN	CTSC	Dipeptidyl peptidase 1	2.12177e+07
P53667	LIMK1_HUMAN	LIMK1	LIM domain kinase 1	1.26773e+06
P53680	AP2S1_HUMAN	AP2S1	AP-2 complex subunit sigma	2.68429e+07
P53814	SMTN_HUMAN	SMTN	Smoothelin	479476
P53990	IST1_HUMAN	IST1	IST1 homolog	9.45105e+06
P53992	SC24C_HUMAN	SEC24C	Protein transport protein Sec24C	1.17793e+07
P53999	TCP4_HUMAN	SUB1	Activated RNA polymerase II transcriptional coactivator p15	1.31316e+08
P54105	ICLN_HUMAN	CLNS1A	Methylosome subunit pICln	7.30404e+06
P54136	SYRC_HUMAN	RARS1	Arginine--tRNA ligase, cytoplasmic	1.85576e+07
P54252	ATX3_HUMAN	ATXN3	Ataxin-3	1.98611e+06
P54289	CA2D1_HUMAN	CACNA2D1	Voltage-dependent calcium channel subunit alpha-2/delta-1	2.00224e+07
P54577	SYYC_HUMAN	YARS1	Tyrosine--tRNA ligase, cytoplasmic	8.27706e+06
P54578	UBP14_HUMAN	USP14	Ubiquitin carboxyl-terminal hydrolase 14	1.26257e+07
P54619	AAKG1_HUMAN	PRKAG1	5'-AMP-activated protein kinase subunit gamma-1	2.9065e+06
P54652	HSP72_HUMAN	HSPA2	Heat shock-related 70 kDa protein 2	5.19404e+07
P54709	AT1B3_HUMAN	ATP1B3	Sodium/potassium-transporting ATPase subunit beta-3	3.93504e+06
P54725	RD23A_HUMAN	RAD23A	UV excision repair protein RAD23 homolog A	5.44842e+06
P54727	RD23B_HUMAN	RAD23B	UV excision repair protein RAD23 homolog B	2.49341e+07
P54760	EPHB4_HUMAN	EPHB4	Ephrin type-B receptor 4	2.97608e+06
P54802	ANAG_HUMAN	NAGLU	Alpha-N-acetylglucosaminidase	737480
P54819	KAD2_HUMAN	AK2	Adenylate kinase 2, mitochondrial	2.36754e+07
P54821	PRRX1_HUMAN	PRRX1	Paired mesoderm homeobox protein 1	7.1107e+06
P54886	P5CS_HUMAN	ALDH18A1	Delta-1-pyrroline-5-carboxylate synthase	6.60693e+06
P54920	SNAA_HUMAN	NAPA	Alpha-soluble NSF attachment protein	1.55256e+07
P54922	ADPRH_HUMAN	ADPRH	ADP-ribosylhydrolase ARH1	1.12183e+06
P55008	AIF1_HUMAN	AIF1	Allograft inflammatory factor 1	1.7079e+07
P55010	IF5_HUMAN	EIF5	Eukaryotic translation initiation factor 5	1.5112e+07
P55011	S12A2_HUMAN	SLC12A2	Solute carrier family 12 member 2	601400
P55036	PSMD4_HUMAN	PSMD4	26S proteasome non-ATPase regulatory subunit 4	1.08346e+07
P55039	DRG2_HUMAN	DRG2	Developmentally-regulated GTP-binding protein 2	3.59485e+06
P55060	XPO2_HUMAN	CSE1L	Exportin-2	1.76599e+09
P55061	BI1_HUMAN	TMBIM6	Bax inhibitor 1	529875
P55072	TERA_HUMAN	VCP	Transitional endoplasmic reticulum ATPase	4.53709e+07
P55081	MFAP1_HUMAN	MFAP1	Microfibrillar-associated protein 1	2.6737e+06
P55083	MFAP4_HUMAN	MFAP4	Microfibril-associated glycoprotein 4	9.62188e+06
P55084	ECHB_HUMAN	HADHB	Trifunctional enzyme subunit beta, mitochondrial	5.38162e+07
P55145	MANF_HUMAN	MANF	Mesencephalic astrocyte-derived neurotrophic factor	5.77723e+06
P55160	NCKPL_HUMAN	NCKAP1L	Nck-associated protein 1-like	3.76042e+06
P55196	AFAD_HUMAN	AFDN	Afadin	1.6881e+06
P55209	NP1L1_HUMAN	NAP1L1	Nucleosome assembly protein 1-like 1	1.74175e+07
P55210	CASP7_HUMAN	CASP7	Caspase-7	1.74501e+06
P55212	CASP6_HUMAN	CASP6	Caspase-6	1.88042e+06
P55263	ADK_HUMAN	ADK	Adenosine kinase	3.60574e+06
P55265	DSRAD_HUMAN	ADAR	Double-stranded RNA-specific adenosine deaminase	7.84901e+06
P55268	LAMB2_HUMAN	LAMB2	Laminin subunit beta-2	1.60173e+07
P55287	CAD11_HUMAN	CDH11	Cadherin-11	1.12914e+06
P55290	CAD13_HUMAN	CDH13	Cadherin-13	9.77344e+06
P55327	TPD52_HUMAN	TPD52	Tumor protein D52	2.09269e+06
P55735	SEC13_HUMAN	SEC13	Protein SEC13 homolog	1.13888e+07
P55769	NH2L1_HUMAN	SNU13	NHP2-like protein 1	2.114e+07
P55786	PSA_HUMAN	NPEPPS	Puromycin-sensitive aminopeptidase	8.67229e+06
P55795	HNRH2_HUMAN	HNRNPH2	Heterogeneous nuclear ribonucleoprotein H2	1.18781e+07
P55809	SCOT1_HUMAN	OXCT1	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial	3.30532e+06
P55854;P61956;Q6EEV6	SUMO2_HUMAN;SUMO3_HUMAN;SUMO4_HUMAN	SUMO2;SUMO3;SUMO4	Small ubiquitin-related modifier 3	4.06955e+07
P55884	EIF3B_HUMAN	EIF3B	Eukaryotic translation initiation factor 3 subunit B	1.38188e+07
P55899	FCGRN_HUMAN	FCGRT	IgG receptor FcRn large subunit p51	3.63419e+06
P55957	BID_HUMAN	BID	BH3-interacting domain death agonist	4.88861e+06
P56134	ATPK_HUMAN	ATP5MF	ATP synthase subunit f, mitochondrial	4.34605e+06
P56182	RRP1_HUMAN	RRP1	Ribosomal RNA processing protein 1 homolog A	4.29676e+06
P56192	SYMC_HUMAN	MARS1	Methionine--tRNA ligase, cytoplasmic	8.29514e+06
P56199	ITA1_HUMAN	ITGA1	Integrin alpha-1	4.4165e+06
P56377	AP1S2_HUMAN	AP1S2	AP-1 complex subunit sigma-2	823900
P56381;Q5VTU8	AT5EL_HUMAN;ATP5E_HUMAN	ATP5F1E;ATP5F1EP2	ATP synthase subunit epsilon, mitochondrial	2.20209e+07
P56385	ATP5I_HUMAN	ATP5ME	ATP synthase subunit e, mitochondrial	1.86832e+07
P56537	IF6_HUMAN	EIF6	Eukaryotic translation initiation factor 6	1.62964e+07
P56545	CTBP2_HUMAN	CTBP2	C-terminal-binding protein 2	2.58611e+06
P56556	NDUA6_HUMAN	NDUFA6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	8.66351e+06
P56589	PEX3_HUMAN	PEX3	Peroxisomal biogenesis factor 3	1.40381e+06
P56945	BCAR1_HUMAN	BCAR1	Breast cancer anti-estrogen resistance protein 1	5.68651e+06
P56962	STX17_HUMAN	STX17	Syntaxin-17	1.96879e+06
P57053	H2BFS_HUMAN	H2BC12L	Histone H2B type F-S	1.20693e+09
P57075	UBS3A_HUMAN	UBASH3A	Ubiquitin-associated and SH3 domain-containing protein A	668226
P57088	TMM33_HUMAN	TMEM33	Transmembrane protein 33	3.03127e+06
P57105	SYJ2B_HUMAN	SYNJ2BP	Synaptojanin-2-binding protein	3.20996e+06
P57735	RAB25_HUMAN	RAB25	Ras-related protein Rab-25	4.31144e+07
P57737	CORO7_HUMAN	CORO7	Coronin-7	1.00419e+07
P57740	NU107_HUMAN	NUP107	Nuclear pore complex protein Nup107	2.99766e+06
P57764	GSDMD_HUMAN	GSDMD	Gasdermin-D	7.20592e+06
P57772	SELB_HUMAN	EEFSEC	Selenocysteine-specific elongation factor	2.80159e+06
P58107	EPIPL_HUMAN	EPPK1	Epiplakin	5.44888e+07
P58546	MTPN_HUMAN	MTPN	Myotrophin	1.37351e+07
P59665;P59666	DEF1_HUMAN;DEF3_HUMAN	DEFA1;DEFA3	Neutrophil defensin 1	7.59661e+07
P59768	GBG2_HUMAN	GNG2	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	2.57363e+06
P59998	ARPC4_HUMAN	ARPC4	Actin-related protein 2/3 complex subunit 4	1.02935e+08
P60033	CD81_HUMAN	CD81	CD81 antigen	2.3923e+06
P60174	TPIS_HUMAN	TPI1	Triosephosphate isomerase	1.25836e+08
P60201	MYPR_HUMAN	PLP1	Myelin proteolipid protein	4.17793e+06
P60228	EIF3E_HUMAN	EIF3E	Eukaryotic translation initiation factor 3 subunit E	1.40742e+07
P60468	SC61B_HUMAN	SEC61B	Protein transport protein Sec61 subunit beta	1.97153e+07
P60484	PTEN_HUMAN	PTEN	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN	843608
P60510	PP4C_HUMAN	PPP4C	Serine/threonine-protein phosphatase 4 catalytic subunit	3.92546e+06
P60520	GBRL2_HUMAN	GABARAPL2	Gamma-aminobutyric acid receptor-associated protein-like 2	1.12209e+06
P60660	MYL6_HUMAN	MYL6	Myosin light polypeptide 6	2.75705e+08
P60709;P63261	ACTB_HUMAN;ACTG_HUMAN	ACTB;ACTG1	Actin, cytoplasmic 1	4.05843e+09
P60842	IF4A1_HUMAN	EIF4A1	Eukaryotic initiation factor 4A-I	1.50051e+08
P60866	RS20_HUMAN	RPS20	Small ribosomal subunit protein uS10	9.05391e+07
P60891	PRPS1_HUMAN	PRPS1	Ribose-phosphate pyrophosphokinase 1	8.73829e+06
P60900	PSA6_HUMAN	PSMA6	Proteasome subunit alpha type-6	2.92895e+07
P60903	S10AA_HUMAN	S100A10	Protein S100-A10	3.10933e+07
P60953	CDC42_HUMAN	CDC42	Cell division control protein 42 homolog	5.633e+06
P60981	DEST_HUMAN	DSTN	Destrin	1.61796e+07
P60983	GMFB_HUMAN	GMFB	Glia maturation factor beta	3.67355e+06
P61006	RAB8A_HUMAN	RAB8A	Ras-related protein Rab-8A	3.17323e+07
P61009	SPCS3_HUMAN	SPCS3	Signal peptidase complex subunit 3	1.43461e+07
P61011	SRP54_HUMAN	SRP54	Signal recognition particle subunit SRP54	4.70137e+06
P61018	RAB4B_HUMAN	RAB4B	Ras-related protein Rab-4B	1.3375e+06
P61019	RAB2A_HUMAN	RAB2A	Ras-related protein Rab-2A	2.07696e+07
P61020	RAB5B_HUMAN	RAB5B	Ras-related protein Rab-5B	5.69773e+06
P61026	RAB10_HUMAN	RAB10	Ras-related protein Rab-10	2.61045e+07
P61077	UB2D3_HUMAN	UBE2D3	Ubiquitin-conjugating enzyme E2 D3	1.08477e+07
P61081	UBC12_HUMAN	UBE2M	NEDD8-conjugating enzyme Ubc12	1.70728e+07
P61086	UBE2K_HUMAN	UBE2K	Ubiquitin-conjugating enzyme E2 K	3.24274e+06
P61088	UBE2N_HUMAN	UBE2N	Ubiquitin-conjugating enzyme E2 N	3.87576e+07
P61106	RAB14_HUMAN	RAB14	Ras-related protein Rab-14	8.60315e+07
P61158	ARP3_HUMAN	ACTR3	Actin-related protein 3	6.52853e+07
P61160	ARP2_HUMAN	ACTR2	Actin-related protein 2	6.15891e+07
P61163	ACTZ_HUMAN	ACTR1A	Alpha-centractin	1.14434e+07
P61165	TM258_HUMAN	TMEM258	Transmembrane protein 258	1.0632e+06
P61201	CSN2_HUMAN	COPS2	COP9 signalosome complex subunit 2	3.75852e+06
P61204;P84077	ARF1_HUMAN;ARF3_HUMAN	ARF1;ARF3	ADP-ribosylation factor 3	3.72829e+07
P61218	RPAB2_HUMAN	POLR2F	DNA-directed RNA polymerases I, II, and III subunit RPABC2	3.08741e+06
P61221	ABCE1_HUMAN	ABCE1	ATP-binding cassette sub-family E member 1	5.71178e+06
P61224	RAP1B_HUMAN	RAP1B	Ras-related protein Rap-1b	4.4072e+06
P61225	RAP2B_HUMAN	RAP2B	Ras-related protein Rap-2b	8.42432e+06
P61244	MAX_HUMAN	MAX	Protein max	9.83207e+06
P61247	RS3A_HUMAN	RPS3A	Small ribosomal subunit protein eS1	9.37883e+07
P61254	RL26_HUMAN	RPL26	Large ribosomal subunit protein uL24	8.27742e+07
P61289	PSME3_HUMAN	PSME3	Proteasome activator complex subunit 3	9.41002e+06
P61313	RL15_HUMAN	RPL15	Large ribosomal subunit protein eL15	1.36222e+08
P61326;Q96A72	MGN2_HUMAN;MGN_HUMAN	MAGOH;MAGOHB	Protein mago nashi homolog	1.36497e+07
P61353	RL27_HUMAN	RPL27	Large ribosomal subunit protein eL27	7.04766e+07
P61421	VA0D1_HUMAN	ATP6V0D1	V-type proton ATPase subunit d 1	5.52644e+06
P61457	PHS_HUMAN	PCBD1	Pterin-4-alpha-carbinolamine dehydratase	4.84436e+06
P61513	RL37A_HUMAN	RPL37A	Large ribosomal subunit protein eL43	1.68996e+07
P61586	RHOA_HUMAN	RHOA	Transforming protein RhoA	7.15698e+07
P61599	NAA20_HUMAN	NAA20	N-alpha-acetyltransferase 20	1.12691e+06
P61604	CH10_HUMAN	HSPE1	10 kDa heat shock protein, mitochondrial	1.00081e+08
P61619	S61A1_HUMAN	SEC61A1	Protein transport protein Sec61 subunit alpha isoform 1	1.10251e+07
P61626	LYSC_HUMAN	LYZ	Lysozyme C	1.6817e+08
P61758	PFD3_HUMAN	VBP1	Prefoldin subunit 3	5.89836e+06
P61764	STXB1_HUMAN	STXBP1	Syntaxin-binding protein 1	1.35771e+06
P61769	B2MG_HUMAN	B2M	Beta-2-microglobulin	2.0206e+07
P61803	DAD1_HUMAN	DAD1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	3.38593e+06
P61923	COPZ1_HUMAN	COPZ1	Coatomer subunit zeta-1	1.10882e+07
P61927	RL37_HUMAN	RPL37	Large ribosomal subunit protein eL37	1.73979e+06
P61960	UFM1_HUMAN	UFM1	Ubiquitin-fold modifier 1	1.44284e+07
P61962	DCAF7_HUMAN	DCAF7	DDB1- and CUL4-associated factor 7	2.39817e+06
P61964	WDR5_HUMAN	WDR5	WD repeat-containing protein 5	2.11029e+06
P61966	AP1S1_HUMAN	AP1S1	AP-1 complex subunit sigma-1A	1.93507e+06
P61970	NTF2_HUMAN	NUTF2	Nuclear transport factor 2	3.5669e+07
P61978	HNRPK_HUMAN	HNRNPK	Heterogeneous nuclear ribonucleoprotein K	1.33431e+08
P61981	1433G_HUMAN	YWHAG	14-3-3 protein gamma	5.93171e+07
P62070	RRAS2_HUMAN	RRAS2	Ras-related protein R-Ras2	2.21576e+06
P62072	TIM10_HUMAN	TIMM10	Mitochondrial import inner membrane translocase subunit Tim10	2.18296e+06
P62081	RS7_HUMAN	RPS7	Small ribosomal subunit protein eS7	7.08893e+07
P62136	PP1A_HUMAN	PPP1CA	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	1.24914e+07
P62140	PP1B_HUMAN	PPP1CB	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	1.45833e+07
P62191	PRS4_HUMAN	PSMC1	26S proteasome regulatory subunit 4	1.73591e+07
P62195	PRS8_HUMAN	PSMC5	26S proteasome regulatory subunit 8	1.29098e+07
P62241	RS8_HUMAN	RPS8	Small ribosomal subunit protein eS8	5.62688e+07
P62244	RS15A_HUMAN	RPS15A	Small ribosomal subunit protein uS8	9.67145e+07
P62249	RS16_HUMAN	RPS16	Small ribosomal subunit protein uS9	6.96426e+07
P62256	UBE2H_HUMAN	UBE2H	Ubiquitin-conjugating enzyme E2 H	838443
P62258	1433E_HUMAN	YWHAE	14-3-3 protein epsilon	5.49783e+08
P62263	RS14_HUMAN	RPS14	Small ribosomal subunit protein uS11	1.32312e+08
P62266	RS23_HUMAN	RPS23	Small ribosomal subunit protein uS12	6.14694e+07
P62269	RS18_HUMAN	RPS18	Small ribosomal subunit protein uS13	1.34766e+08
P62273	RS29_HUMAN	RPS29	Small ribosomal subunit protein uS14	4.75953e+07
P62277	RS13_HUMAN	RPS13	Small ribosomal subunit protein uS15	8.27743e+07
P62280	RS11_HUMAN	RPS11	Small ribosomal subunit protein uS17	1.39178e+08
P62304	RUXE_HUMAN	SNRPE	Small nuclear ribonucleoprotein E	4.09861e+07
P62306	RUXF_HUMAN	SNRPF	Small nuclear ribonucleoprotein F	1.61907e+07
P62310	LSM3_HUMAN	LSM3	U6 snRNA-associated Sm-like protein LSm3	2.63933e+07
P62312	LSM6_HUMAN	LSM6	U6 snRNA-associated Sm-like protein LSm6	1.4663e+07
P62314	SMD1_HUMAN	SNRPD1	Small nuclear ribonucleoprotein Sm D1	3.25806e+07
P62316	SMD2_HUMAN	SNRPD2	Small nuclear ribonucleoprotein Sm D2	1.72929e+07
P62318	SMD3_HUMAN	SNRPD3	Small nuclear ribonucleoprotein Sm D3	6.35632e+07
P62328	TYB4_HUMAN	TMSB4X	Thymosin beta-4	2.20602e+07
P62330	ARF6_HUMAN	ARF6	ADP-ribosylation factor 6	8.86312e+06
P62333	PRS10_HUMAN	PSMC6	26S proteasome regulatory subunit 10B	1.756e+07
P62424	RL7A_HUMAN	RPL7A	Large ribosomal subunit protein eL8	9.74375e+07
P62495	ERF1_HUMAN	ETF1	Eukaryotic peptide chain release factor subunit 1	1.4572e+07
P62701	RS4X_HUMAN	RPS4X	Small ribosomal subunit protein eS4, X isoform	1.27153e+08
P62714;P67775	PP2AA_HUMAN;PP2AB_HUMAN	PPP2CA;PPP2CB	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform	2.03935e+07
P62750	RL23A_HUMAN	RPL23A	Large ribosomal subunit protein uL23	7.30732e+07
P62753	RS6_HUMAN	RPS6	Small ribosomal subunit protein eS6	5.68568e+07
P62760	VISL1_HUMAN	VSNL1	Visinin-like protein 1	4.52591e+06
P62805	H4_HUMAN	H4C1	Histone H4	4.60573e+09
P62820	RAB1A_HUMAN	RAB1A	Ras-related protein Rab-1A	6.1814e+07
P62826	RAN_HUMAN	RAN	GTP-binding nuclear protein Ran	1.36659e+08
P62829	RL23_HUMAN	RPL23	Large ribosomal subunit protein uL14	5.44014e+07
P62834	RAP1A_HUMAN	RAP1A	Ras-related protein Rap-1A	6.76459e+07
P62841	RS15_HUMAN	RPS15	Small ribosomal subunit protein uS19	2.92539e+07
P62847	RS24_HUMAN	RPS24	Small ribosomal subunit protein eS24	4.2738e+07
P62851	RS25_HUMAN	RPS25	Small ribosomal subunit protein eS25	8.07077e+07
P62854	RS26_HUMAN	RPS26	Small ribosomal subunit protein eS26	1.41329e+08
P62857	RS28_HUMAN	RPS28	Small ribosomal subunit protein eS28	6.65028e+07
P62861	RS30_HUMAN	FAU	Ubiquitin-like FUBI-ribosomal protein eS30 fusion protein	5.70359e+07
