Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\DIArt_model\human\A20200127caix_yuanch_TCPA_CA_120min_DIA_09.mzML
P50151	GBG10_HUMAN	GNG10	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10	2.04907e+06
P50213	IDH3A_HUMAN	IDH3A	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	3.30344e+07
P50225	ST1A1_HUMAN	SULT1A1	Sulfotransferase 1A1	2.53562e+06
P50238	CRIP1_HUMAN	CRIP1	Cysteine-rich protein 1	8.24511e+07
P50281	MMP14_HUMAN	MMP14	Matrix metalloproteinase-14	1.35636e+07
P50336	PPOX_HUMAN	PPOX	Protoporphyrinogen oxidase	8.02923e+06
P50395	GDIB_HUMAN	GDI2	Rab GDP dissociation inhibitor beta	1.77324e+08
P50402	EMD_HUMAN	EMD	Emerin	1.48869e+07
P50416	CPT1A_HUMAN	CPT1A	Carnitine O-palmitoyltransferase 1, liver isoform	3.84586e+07
P50440	GATM_HUMAN	GATM	Glycine amidinotransferase, mitochondrial	2.2808e+07
P50453	SPB9_HUMAN	SERPINB9	Serpin B9	1.39689e+07
P50454	SERPH_HUMAN	SERPINH1	Serpin H1	9.56209e+07
P50479	PDLI4_HUMAN	PDLIM4	PDZ and LIM domain protein 4	1.64096e+07
P50502	F10A1_HUMAN	ST13	Hsc70-interacting protein	5.84235e+07
P50542	PEX5_HUMAN	PEX5	Peroxisomal targeting signal 1 receptor	4.48441e+06
P50552	VASP_HUMAN	VASP	Vasodilator-stimulated phosphoprotein	1.69749e+07
P50570	DYN2_HUMAN	DNM2	Dynamin-2	2.18306e+07
P50579	MAP2_HUMAN	METAP2	Methionine aminopeptidase 2	7.68439e+06
P50583	AP4A_HUMAN	NUDT2	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	4.31167e+06
P50613	CDK7_HUMAN	CDK7	Cyclin-dependent kinase 7	2.43282e+06
P50747	BPL1_HUMAN	HLCS	Biotin--protein ligase	592044
P50748	KNTC1_HUMAN	KNTC1	Kinetochore-associated protein 1	998794
P50750	CDK9_HUMAN	CDK9	Cyclin-dependent kinase 9	7.91409e+06
P50851	LRBA_HUMAN	LRBA	Lipopolysaccharide-responsive and beige-like anchor protein	1.00628e+07
P50895	BCAM_HUMAN	BCAM	Basal cell adhesion molecule	3.26905e+06
P50897	PPT1_HUMAN	PPT1	Palmitoyl-protein thioesterase 1	3.90831e+07
P50914	RL14_HUMAN	RPL14	Large ribosomal subunit protein eL14	2.12804e+08
P50990	TCPQ_HUMAN	CCT8	T-complex protein 1 subunit theta	9.4898e+07
P50991	TCPD_HUMAN	CCT4	T-complex protein 1 subunit delta	7.43243e+07
P50995	ANX11_HUMAN	ANXA11	Annexin A11	3.5739e+07
P51003	PAPOA_HUMAN	PAPOLA	Poly(A) polymerase alpha	8.12252e+06
P51114	FXR1_HUMAN	FXR1	RNA-binding protein FXR1	5.96189e+07
P51116	FXR2_HUMAN	FXR2	RNA-binding protein FXR2	5.43695e+06
P51148	RAB5C_HUMAN	RAB5C	Ras-related protein Rab-5C	7.66781e+07
P51149	RAB7A_HUMAN	RAB7A	Ras-related protein Rab-7a	6.61707e+07
P51151	RAB9A_HUMAN	RAB9A	Ras-related protein Rab-9A	3.92039e+06
P51153	RAB13_HUMAN	RAB13	Ras-related protein Rab-13	6.18623e+06
P51159	RB27A_HUMAN	RAB27A	Ras-related protein Rab-27A	5.86935e+06
P51398	RT29_HUMAN	DAP3	Small ribosomal subunit protein mS29	2.50571e+07
P51452	DUS3_HUMAN	DUSP3	Dual specificity protein phosphatase 3	1.01229e+07
P51531	SMCA2_HUMAN	SMARCA2	Probable global transcription activator SNF2L2	2.72717e+06
P51532	SMCA4_HUMAN	SMARCA4	Transcription activator BRG1	1.7183e+07
P51553	IDH3G_HUMAN	IDH3G	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial	1.2177e+07
P51570	GALK1_HUMAN	GALK1	Galactokinase	1.25755e+08
P51571	SSRD_HUMAN	SSR4	Translocon-associated protein subunit delta	5.17112e+07
P51572	BAP31_HUMAN	BCAP31	B-cell receptor-associated protein 31	6.28037e+07
P51580	TPMT_HUMAN	TPMT	Thiopurine S-methyltransferase	8.76771e+07
P51608	MECP2_HUMAN	MECP2	Methyl-CpG-binding protein 2	5.49858e+06
P51610	HCFC1_HUMAN	HCFC1	Host cell factor 1	2.34296e+07
P51617	IRAK1_HUMAN	IRAK1	Interleukin-1 receptor-associated kinase 1	1.29403e+06
P51648	AL3A2_HUMAN	ALDH3A2	Aldehyde dehydrogenase family 3 member A2	6.01609e+07
P51649	SSDH_HUMAN	ALDH5A1	Succinate-semialdehyde dehydrogenase, mitochondrial	2.47688e+07
P51659	DHB4_HUMAN	HSD17B4	Peroxisomal multifunctional enzyme type 2	5.86194e+07
P51665	PSMD7_HUMAN	PSMD7	26S proteasome non-ATPase regulatory subunit 7	2.39904e+07
P51668;Q9Y2X8	UB2D1_HUMAN;UB2D4_HUMAN	UBE2D1;UBE2D4	Ubiquitin-conjugating enzyme E2 D1	5.39631e+06
P51687	SUOX_HUMAN	SUOX	Sulfite oxidase, mitochondrial	1.09232e+07
P51688	SPHM_HUMAN	SGSH	N-sulphoglucosamine sulphohydrolase	1.74779e+07
P51692	STA5B_HUMAN	STAT5B	Signal transducer and activator of transcription 5B	1.91762e+06
P51784	UBP11_HUMAN	USP11	Ubiquitin carboxyl-terminal hydrolase 11	3.51313e+06
P51809	VAMP7_HUMAN	VAMP7	Vesicle-associated membrane protein 7	1.14084e+07
P51812	KS6A3_HUMAN	RPS6KA3	Ribosomal protein S6 kinase alpha-3	6.14557e+06
P51858	HDGF_HUMAN	HDGF	Hepatoma-derived growth factor	2.00696e+08
P51884	LUM_HUMAN	LUM	Lumican	3.75047e+07
P51888	PRELP_HUMAN	PRELP	Prolargin	1.59626e+06
P51911	CNN1_HUMAN	CNN1	Calponin-1	8.78714e+06
P51946	CCNH_HUMAN	CCNH	Cyclin-H	2.04461e+06
P51948	MAT1_HUMAN	MNAT1	CDK-activating kinase assembly factor MAT1	8.08214e+06
P51965	UB2E1_HUMAN	UBE2E1	Ubiquitin-conjugating enzyme E2 E1	8.9561e+06
P51970	NDUA8_HUMAN	NDUFA8	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	4.71011e+06
P51991	ROA3_HUMAN	HNRNPA3	Heterogeneous nuclear ribonucleoprotein A3	2.05343e+08
P52209	6PGD_HUMAN	PGD	6-phosphogluconate dehydrogenase, decarboxylating	8.81972e+07
P52272	HNRPM_HUMAN	HNRNPM	Heterogeneous nuclear ribonucleoprotein M	3.40634e+08
P52292	IMA1_HUMAN	KPNA2	Importin subunit alpha-1	2.45683e+07
P52294	IMA5_HUMAN	KPNA1	Importin subunit alpha-5	1.15461e+07
P52298	NCBP2_HUMAN	NCBP2	Nuclear cap-binding protein subunit 2	9.72659e+06
P52306	GDS1_HUMAN	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1	2.73808e+06
P52434	RPAB3_HUMAN	POLR2H	DNA-directed RNA polymerases I, II, and III subunit RPABC3	2.01869e+07
P52564	MP2K6_HUMAN	MAP2K6	Dual specificity mitogen-activated protein kinase kinase 6	1.43674e+07
P52565	GDIR1_HUMAN	ARHGDIA	Rho GDP-dissociation inhibitor 1	9.87069e+07
P52566	GDIR2_HUMAN	ARHGDIB	Rho GDP-dissociation inhibitor 2	2.35681e+07
P52594	AGFG1_HUMAN	AGFG1	Arf-GAP domain and FG repeat-containing protein 1	1.23691e+07
P52597	HNRPF_HUMAN	HNRNPF	Heterogeneous nuclear ribonucleoprotein F	2.44383e+08
P52630	STAT2_HUMAN	STAT2	Signal transducer and activator of transcription 2	4.32525e+06
P52655	TF2AA_HUMAN	GTF2A1	Transcription initiation factor IIA subunit 1	4.5639e+06
P52657	T2AG_HUMAN	GTF2A2	Transcription initiation factor IIA subunit 2	1.21636e+07
P52701	MSH6_HUMAN	MSH6	DNA mismatch repair protein Msh6	1.3579e+07
P52732	KIF11_HUMAN	KIF11	Kinesin-like protein KIF11	6.61512e+06
P52735	VAV2_HUMAN	VAV2	Guanine nucleotide exchange factor VAV2	604743
P52756	RBM5_HUMAN	RBM5	RNA-binding protein 5	5.7176e+06
P52758	RIDA_HUMAN	RIDA	2-iminobutanoate/2-iminopropanoate deaminase	6.71116e+07
P52788	SPSY_HUMAN	SMS	Spermine synthase	4.57079e+07
P52789	HXK2_HUMAN	HK2	Hexokinase-2	1.31277e+07
P52790	HXK3_HUMAN	HK3	Hexokinase-3	3.78121e+06
P52815	RM12_HUMAN	MRPL12	Large ribosomal subunit protein bL12m	2.73021e+07
P52888	THOP1_HUMAN	THOP1	Thimet oligopeptidase	9.83871e+06
P52907	CAZA1_HUMAN	CAPZA1	F-actin-capping protein subunit alpha-1	4.46485e+07
P52926	HMGA2_HUMAN	HMGA2	High mobility group protein HMGI-C	2.30533e+07
P52943	CRIP2_HUMAN	CRIP2	Cysteine-rich protein 2	5.74541e+07
P52948	NUP98_HUMAN	NUP98	Nuclear pore complex protein Nup98-Nup96	3.13264e+08
P53004	BIEA_HUMAN	BLVRA	Biliverdin reductase A	2.15242e+07
P53007	TXTP_HUMAN	SLC25A1	Tricarboxylate transport protein, mitochondrial	6.9604e+06
P53041	PPP5_HUMAN	PPP5C	Serine/threonine-protein phosphatase 5	1.12787e+07
P53365	ARFP2_HUMAN	ARFIP2	Arfaptin-2	1.66091e+06
P53367	ARFP1_HUMAN	ARFIP1	Arfaptin-1	6.66105e+06
P53384	NUBP1_HUMAN	NUBP1	Cytosolic Fe-S cluster assembly factor NUBP1	3.31968e+06
P53396	ACLY_HUMAN	ACLY	ATP-citrate synthase	6.03399e+07
P53582	MAP11_HUMAN	METAP1	Methionine aminopeptidase 1	1.87055e+07
P53597	SUCA_HUMAN	SUCLG1	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial	2.03221e+07
P53602	MVD1_HUMAN	MVD	Diphosphomevalonate decarboxylase	2.77582e+06
P53609	PGTB1_HUMAN	PGGT1B	Geranylgeranyl transferase type-1 subunit beta	1.34483e+06
P53611	PGTB2_HUMAN	RABGGTB	Geranylgeranyl transferase type-2 subunit beta	4.98194e+06
P53618	COPB_HUMAN	COPB1	Coatomer subunit beta	2.60187e+07
P53621	COPA_HUMAN	COPA	Coatomer subunit alpha	5.59847e+07
P53634	CATC_HUMAN	CTSC	Dipeptidyl peptidase 1	7.52583e+07
P53677	AP3M2_HUMAN	AP3M2	AP-3 complex subunit mu-2	3.63534e+06
P53680	AP2S1_HUMAN	AP2S1	AP-2 complex subunit sigma	2.36839e+07
P53701	CCHL_HUMAN	HCCS	Holocytochrome c-type synthase	1.56931e+06
P53778	MK12_HUMAN	MAPK12	Mitogen-activated protein kinase 12	1.51089e+06
P53803	RPAB4_HUMAN	POLR2K	DNA-directed RNA polymerases I, II, and III subunit RPABC4	2.13218e+07
P53985	MOT1_HUMAN	SLC16A1	Monocarboxylate transporter 1	1.50623e+07
P53990	IST1_HUMAN	IST1	IST1 homolog	1.71418e+07
P53992	SC24C_HUMAN	SEC24C	Protein transport protein Sec24C	1.69411e+07
P53999	TCP4_HUMAN	SUB1	Activated RNA polymerase II transcriptional coactivator p15	1.62814e+08
P54098	DPOG1_HUMAN	POLG	DNA polymerase subunit gamma-1	2.71379e+06
P54105	ICLN_HUMAN	CLNS1A	Methylosome subunit pICln	4.08069e+07
P54136	SYRC_HUMAN	RARS1	Arginine--tRNA ligase, cytoplasmic	4.56377e+07
P54198	HIRA_HUMAN	HIRA	Protein HIRA	1.32022e+06
P54252	ATX3_HUMAN	ATXN3	Ataxin-3	3.06694e+06
P54259	ATN1_HUMAN	ATN1	Atrophin-1	3.62422e+06
P54289	CA2D1_HUMAN	CACNA2D1	Voltage-dependent calcium channel subunit alpha-2/delta-1	598883
P54577	SYYC_HUMAN	YARS1	Tyrosine--tRNA ligase, cytoplasmic	4.51997e+07
P54578	UBP14_HUMAN	USP14	Ubiquitin carboxyl-terminal hydrolase 14	4.53149e+07
P54619	AAKG1_HUMAN	PRKAG1	5'-AMP-activated protein kinase subunit gamma-1	6.98436e+06
P54646	AAPK2_HUMAN	PRKAA2	5'-AMP-activated protein kinase catalytic subunit alpha-2	2.62534e+06
P54652	HSP72_HUMAN	HSPA2	Heat shock-related 70 kDa protein 2	5.8641e+06
P54687	BCAT1_HUMAN	BCAT1	Branched-chain-amino-acid aminotransferase, cytosolic	5.22869e+07
P54709	AT1B3_HUMAN	ATP1B3	Sodium/potassium-transporting ATPase subunit beta-3	6.2113e+06
P54725	RD23A_HUMAN	RAD23A	UV excision repair protein RAD23 homolog A	2.16424e+07
P54727	RD23B_HUMAN	RAD23B	UV excision repair protein RAD23 homolog B	5.94768e+07
P54753	EPHB3_HUMAN	EPHB3	Ephrin type-B receptor 3	983340
P54760	EPHB4_HUMAN	EPHB4	Ephrin type-B receptor 4	1.06168e+06
P54802	ANAG_HUMAN	NAGLU	Alpha-N-acetylglucosaminidase	4.99308e+06
P54803	GALC_HUMAN	GALC	Galactocerebrosidase	1.15567e+07
P54819	KAD2_HUMAN	AK2	Adenylate kinase 2, mitochondrial	1.27738e+08
P54821	PRRX1_HUMAN	PRRX1	Paired mesoderm homeobox protein 1	3.45526e+07
P54886	P5CS_HUMAN	ALDH18A1	Delta-1-pyrroline-5-carboxylate synthase	8.04455e+07
P54920	SNAA_HUMAN	NAPA	Alpha-soluble NSF attachment protein	9.83021e+06
P55008	AIF1_HUMAN	AIF1	Allograft inflammatory factor 1	1.491e+06
P55010	IF5_HUMAN	EIF5	Eukaryotic translation initiation factor 5	2.5045e+07
P55011	S12A2_HUMAN	SLC12A2	Solute carrier family 12 member 2	2.07229e+07
P55036	PSMD4_HUMAN	PSMD4	26S proteasome non-ATPase regulatory subunit 4	3.82644e+07
P55039	DRG2_HUMAN	DRG2	Developmentally-regulated GTP-binding protein 2	5.64812e+06
P55058	PLTP_HUMAN	PLTP	Phospholipid transfer protein	3.41441e+07
P55060	XPO2_HUMAN	CSE1L	Exportin-2	2.79383e+09
P55061	BI1_HUMAN	TMBIM6	Bax inhibitor 1	2.29962e+06
P55064	AQP5_HUMAN	AQP5	Aquaporin-5	660242
P55072	TERA_HUMAN	VCP	Transitional endoplasmic reticulum ATPase	1.46736e+08
P55081	MFAP1_HUMAN	MFAP1	Microfibrillar-associated protein 1	7.97248e+06
P55083	MFAP4_HUMAN	MFAP4	Microfibril-associated glycoprotein 4	3.36869e+06
P55084	ECHB_HUMAN	HADHB	Trifunctional enzyme subunit beta, mitochondrial	9.64461e+07
P55145	MANF_HUMAN	MANF	Mesencephalic astrocyte-derived neurotrophic factor	1.24698e+07
P55196	AFAD_HUMAN	AFDN	Afadin	8.90851e+06
P55198	AF17_HUMAN	MLLT6	Protein AF-17	1.33649e+06
P55201	BRPF1_HUMAN	BRPF1	Peregrin	3.28001e+06
P55209	NP1L1_HUMAN	NAP1L1	Nucleosome assembly protein 1-like 1	9.22828e+07
P55210	CASP7_HUMAN	CASP7	Caspase-7	3.40234e+06
P55212	CASP6_HUMAN	CASP6	Caspase-6	1.10773e+07
P55263	ADK_HUMAN	ADK	Adenosine kinase	1.47056e+07
P55265	DSRAD_HUMAN	ADAR	Double-stranded RNA-specific adenosine deaminase	3.06829e+07
P55268	LAMB2_HUMAN	LAMB2	Laminin subunit beta-2	6.43965e+06
P55287	CAD11_HUMAN	CDH11	Cadherin-11	426662
P55290	CAD13_HUMAN	CDH13	Cadherin-13	2.15224e+06
P55327	TPD52_HUMAN	TPD52	Tumor protein D52	2.22554e+07
P55345	ANM2_HUMAN	PRMT2	Protein arginine N-methyltransferase 2	1.43511e+06
P55735	SEC13_HUMAN	SEC13	Protein SEC13 homolog	1.53198e+07
P55769	NH2L1_HUMAN	SNU13	NHP2-like protein 1	9.60435e+07
P55786	PSA_HUMAN	NPEPPS	Puromycin-sensitive aminopeptidase	5.48574e+07
P55789	ALR_HUMAN	GFER	FAD-linked sulfhydryl oxidase ALR	1.18816e+06
P55795	HNRH2_HUMAN	HNRNPH2	Heterogeneous nuclear ribonucleoprotein H2	4.02983e+07
P55809	SCOT1_HUMAN	OXCT1	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial	1.19324e+07
P55884	EIF3B_HUMAN	EIF3B	Eukaryotic translation initiation factor 3 subunit B	3.26081e+07
P55899	FCGRN_HUMAN	FCGRT	IgG receptor FcRn large subunit p51	3.54454e+06
P55957	BID_HUMAN	BID	BH3-interacting domain death agonist	6.31757e+06
P56134	ATPK_HUMAN	ATP5MF	ATP synthase subunit f, mitochondrial	1.45308e+07
P56178	DLX5_HUMAN	DLX5	Homeobox protein DLX-5	4.06849e+06
P56179	DLX6_HUMAN	DLX6	Homeobox protein DLX-6	954853
P56182	RRP1_HUMAN	RRP1	Ribosomal RNA processing protein 1 homolog A	1.30007e+07
P56192	SYMC_HUMAN	MARS1	Methionine--tRNA ligase, cytoplasmic	2.57278e+07
P56199	ITA1_HUMAN	ITGA1	Integrin alpha-1	3.26686e+06
P56270	MAZ_HUMAN	MAZ	Myc-associated zinc finger protein	3.67395e+06
P56377	AP1S2_HUMAN	AP1S2	AP-1 complex subunit sigma-2	387909
P56381;Q5VTU8	AT5EL_HUMAN;ATP5E_HUMAN	ATP5F1E;ATP5F1EP2	ATP synthase subunit epsilon, mitochondrial	8.06275e+07
P56385	ATP5I_HUMAN	ATP5ME	ATP synthase subunit e, mitochondrial	7.01949e+07
P56524	HDAC4_HUMAN	HDAC4	Histone deacetylase 4	2.24282e+06
P56537	IF6_HUMAN	EIF6	Eukaryotic translation initiation factor 6	7.77038e+07
P56545	CTBP2_HUMAN	CTBP2	C-terminal-binding protein 2	6.21419e+07
P56556	NDUA6_HUMAN	NDUFA6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	1.007e+07
P56589	PEX3_HUMAN	PEX3	Peroxisomal biogenesis factor 3	4.8195e+06
P56937	DHB7_HUMAN	HSD17B7	3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7	2.88212e+06
P56962	STX17_HUMAN	STX17	Syntaxin-17	3.98844e+06
P57076	CF298_HUMAN	CFAP298	Cilia- and flagella-associated protein 298	5.57288e+06
P57078	RIPK4_HUMAN	RIPK4	Receptor-interacting serine/threonine-protein kinase 4	335887
P57081	WDR4_HUMAN	WDR4	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4	8.32673e+06
P57088	TMM33_HUMAN	TMEM33	Transmembrane protein 33	1.56603e+07
P57105	SYJ2B_HUMAN	SYNJ2BP	Synaptojanin-2-binding protein	1.09825e+07
P57678	GEMI4_HUMAN	GEMIN4	Gem-associated protein 4	4.4995e+06
P57721	PCBP3_HUMAN	PCBP3	Poly(rC)-binding protein 3	4.62967e+06
P57735	RAB25_HUMAN	RAB25	Ras-related protein Rab-25	5.49152e+07
P57737	CORO7_HUMAN	CORO7	Coronin-7	5.32257e+06
P57740	NU107_HUMAN	NUP107	Nuclear pore complex protein Nup107	1.66112e+07
P57764	GSDMD_HUMAN	GSDMD	Gasdermin-D	7.14173e+06
P57772	SELB_HUMAN	EEFSEC	Selenocysteine-specific elongation factor	4.09823e+06
P58005	SESN3_HUMAN	SESN3	Sestrin-3	241837
P58107	EPIPL_HUMAN	EPPK1	Epiplakin	1.14392e+07
P58546	MTPN_HUMAN	MTPN	Myotrophin	2.41751e+07
P59190	RAB15_HUMAN	RAB15	Ras-related protein Rab-15	1.29677e+08
P59665;P59666	DEF1_HUMAN;DEF3_HUMAN	DEFA1;DEFA3	Neutrophil defensin 1	6.51893e+07
P59998	ARPC4_HUMAN	ARPC4	Actin-related protein 2/3 complex subunit 4	8.76091e+07
P60033	CD81_HUMAN	CD81	CD81 antigen	953594
P60174	TPIS_HUMAN	TPI1	Triosephosphate isomerase	6.94654e+08
P60201	MYPR_HUMAN	PLP1	Myelin proteolipid protein	2.9506e+06
P60228	EIF3E_HUMAN	EIF3E	Eukaryotic translation initiation factor 3 subunit E	3.62782e+07
P60468	SC61B_HUMAN	SEC61B	Protein transport protein Sec61 subunit beta	3.32087e+07
P60484	PTEN_HUMAN	PTEN	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN	1.35014e+06
P60510	PP4C_HUMAN	PPP4C	Serine/threonine-protein phosphatase 4 catalytic subunit	1.15685e+07
P60520	GBRL2_HUMAN	GABARAPL2	Gamma-aminobutyric acid receptor-associated protein-like 2	3.97901e+06
P60604	UB2G2_HUMAN	UBE2G2	Ubiquitin-conjugating enzyme E2 G2	2.03651e+06
P60660	MYL6_HUMAN	MYL6	Myosin light polypeptide 6	1.8738e+08
P60709;P63261	ACTB_HUMAN;ACTG_HUMAN	ACTB;ACTG1	Actin, cytoplasmic 1	3.80925e+09
P60763	RAC3_HUMAN	RAC3	Ras-related C3 botulinum toxin substrate 3	5.42664e+06
P60842	IF4A1_HUMAN	EIF4A1	Eukaryotic initiation factor 4A-I	3.85158e+08
P60866	RS20_HUMAN	RPS20	Small ribosomal subunit protein uS10	2.31204e+08
P60891	PRPS1_HUMAN	PRPS1	Ribose-phosphate pyrophosphokinase 1	3.3923e+07
P60900	PSA6_HUMAN	PSMA6	Proteasome subunit alpha type-6	7.1057e+07
P60903	S10AA_HUMAN	S100A10	Protein S100-A10	1.33045e+07
P60953	CDC42_HUMAN	CDC42	Cell division control protein 42 homolog	1.16664e+07
P60981	DEST_HUMAN	DSTN	Destrin	3.25407e+07
P60983	GMFB_HUMAN	GMFB	Glia maturation factor beta	2.70604e+07
P61006	RAB8A_HUMAN	RAB8A	Ras-related protein Rab-8A	3.33316e+07
P61009	SPCS3_HUMAN	SPCS3	Signal peptidase complex subunit 3	3.18728e+07
P61011	SRP54_HUMAN	SRP54	Signal recognition particle subunit SRP54	1.21509e+07
P61019	RAB2A_HUMAN	RAB2A	Ras-related protein Rab-2A	7.40926e+07
P61020	RAB5B_HUMAN	RAB5B	Ras-related protein Rab-5B	9.44321e+06
P61024	CKS1_HUMAN	CKS1B	Cyclin-dependent kinases regulatory subunit 1	5.59632e+06
P61026	RAB10_HUMAN	RAB10	Ras-related protein Rab-10	4.56584e+07
P61077;P62837	UB2D2_HUMAN;UB2D3_HUMAN	UBE2D2;UBE2D3	Ubiquitin-conjugating enzyme E2 D3	2.90712e+07
P61081	UBC12_HUMAN	UBE2M	NEDD8-conjugating enzyme Ubc12	4.40134e+07
P61086	UBE2K_HUMAN	UBE2K	Ubiquitin-conjugating enzyme E2 K	2.35193e+07
P61088	UBE2N_HUMAN	UBE2N	Ubiquitin-conjugating enzyme E2 N	1.8303e+08
P61106	RAB14_HUMAN	RAB14	Ras-related protein Rab-14	8.65851e+07
P61158	ARP3_HUMAN	ACTR3	Actin-related protein 3	4.81337e+07
P61160	ARP2_HUMAN	ACTR2	Actin-related protein 2	3.67087e+07
P61163	ACTZ_HUMAN	ACTR1A	Alpha-centractin	1.82251e+07
P61165	TM258_HUMAN	TMEM258	Transmembrane protein 258	2.77083e+06
P61201	CSN2_HUMAN	COPS2	COP9 signalosome complex subunit 2	1.14959e+07
P61204;P84077	ARF1_HUMAN;ARF3_HUMAN	ARF1;ARF3	ADP-ribosylation factor 3	1.62993e+08
P61218	RPAB2_HUMAN	POLR2F	DNA-directed RNA polymerases I, II, and III subunit RPABC2	7.95811e+06
P61221	ABCE1_HUMAN	ABCE1	ATP-binding cassette sub-family E member 1	2.35535e+07
P61224	RAP1B_HUMAN	RAP1B	Ras-related protein Rap-1b	6.97824e+07
P61225	RAP2B_HUMAN	RAP2B	Ras-related protein Rap-2b	1.42251e+07
P61244	MAX_HUMAN	MAX	Protein max	3.72137e+06
P61247	RS3A_HUMAN	RPS3A	Small ribosomal subunit protein eS1	2.91183e+08
P61254	RL26_HUMAN	RPL26	Large ribosomal subunit protein uL24	1.70409e+08
P61289	PSME3_HUMAN	PSME3	Proteasome activator complex subunit 3	4.26522e+07
P61313	RL15_HUMAN	RPL15	Large ribosomal subunit protein eL15	2.84623e+08
P61326;Q96A72	MGN2_HUMAN;MGN_HUMAN	MAGOH;MAGOHB	Protein mago nashi homolog	4.43084e+07
P61353	RL27_HUMAN	RPL27	Large ribosomal subunit protein eL27	2.37404e+08
P61421	VA0D1_HUMAN	ATP6V0D1	V-type proton ATPase subunit d 1	1.17416e+07
P61457	PHS_HUMAN	PCBD1	Pterin-4-alpha-carbinolamine dehydratase	6.61689e+07
P61513	RL37A_HUMAN	RPL37A	Large ribosomal subunit protein eL43	4.00562e+07
P61586	RHOA_HUMAN	RHOA	Transforming protein RhoA	1.66121e+07
P61599	NAA20_HUMAN	NAA20	N-alpha-acetyltransferase 20	5.38535e+06
P61601	NCALD_HUMAN	NCALD	Neurocalcin-delta	1.49965e+06
P61604	CH10_HUMAN	HSPE1	10 kDa heat shock protein, mitochondrial	7.24115e+08
P61619	S61A1_HUMAN	SEC61A1	Protein transport protein Sec61 subunit alpha isoform 1	7.88253e+06
P61626	LYSC_HUMAN	LYZ	Lysozyme C	3.84048e+07
P61758	PFD3_HUMAN	VBP1	Prefoldin subunit 3	1.60838e+07
P61764	STXB1_HUMAN	STXBP1	Syntaxin-binding protein 1	4.9783e+06
P61769	B2MG_HUMAN	B2M	Beta-2-microglobulin	5.4453e+06
P61803	DAD1_HUMAN	DAD1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	6.41976e+06
P61916	NPC2_HUMAN	NPC2	NPC intracellular cholesterol transporter 2	7.66739e+06
P61923	COPZ1_HUMAN	COPZ1	Coatomer subunit zeta-1	2.56919e+07
P61956	SUMO2_HUMAN	SUMO2	Small ubiquitin-related modifier 2	1.82872e+08
P61960	UFM1_HUMAN	UFM1	Ubiquitin-fold modifier 1	1.58613e+07
P61962	DCAF7_HUMAN	DCAF7	DDB1- and CUL4-associated factor 7	1.35277e+07
P61964	WDR5_HUMAN	WDR5	WD repeat-containing protein 5	8.78474e+06
P61966	AP1S1_HUMAN	AP1S1	AP-1 complex subunit sigma-1A	4.24671e+06
P61968	LMO4_HUMAN	LMO4	LIM domain transcription factor LMO4	758364
P61970	NTF2_HUMAN	NUTF2	Nuclear transport factor 2	1.38154e+08
P61978	HNRPK_HUMAN	HNRNPK	Heterogeneous nuclear ribonucleoprotein K	4.61689e+08
P61981	1433G_HUMAN	YWHAG	14-3-3 protein gamma	9.80885e+07
P62070	RRAS2_HUMAN	RRAS2	Ras-related protein R-Ras2	8.87447e+06
P62072	TIM10_HUMAN	TIMM10	Mitochondrial import inner membrane translocase subunit Tim10	1.03515e+07
P62081	RS7_HUMAN	RPS7	Small ribosomal subunit protein eS7	2.23804e+08
P62136	PP1A_HUMAN	PPP1CA	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	3.44466e+07
P62140	PP1B_HUMAN	PPP1CB	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	3.88024e+07
P62166	NCS1_HUMAN	NCS1	Neuronal calcium sensor 1	366220
P62191	PRS4_HUMAN	PSMC1	26S proteasome regulatory subunit 4	6.2988e+07
P62195	PRS8_HUMAN	PSMC5	26S proteasome regulatory subunit 8	2.91797e+07
P62241	RS8_HUMAN	RPS8	Small ribosomal subunit protein eS8	1.80101e+08
P62244	RS15A_HUMAN	RPS15A	Small ribosomal subunit protein uS8	2.27935e+08
P62249	RS16_HUMAN	RPS16	Small ribosomal subunit protein uS9	2.34812e+08
P62256	UBE2H_HUMAN	UBE2H	Ubiquitin-conjugating enzyme E2 H	2.29446e+06
P62258	1433E_HUMAN	YWHAE	14-3-3 protein epsilon	1.4846e+09
