Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R02\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R02.mzML
P36404	ARL2_HUMAN	ARL2	ADP-ribosylation factor-like protein 2	2.45714e+06
P36405	ARL3_HUMAN	ARL3	ADP-ribosylation factor-like protein 3	5.6753e+06
P36421	SYYC_YEAST	TYS1	Tyrosine--tRNA ligase, cytoplasmic	1.36638e+07
P36507	MP2K2_HUMAN	MAP2K2	Dual specificity mitogen-activated protein kinase kinase 2	8.79278e+06
P36517	RM04_YEAST	MRPL4	54S ribosomal protein L4, mitochondrial	3.26498e+06
P36519	RM07_YEAST	MRPL7	54S ribosomal protein L7, mitochondrial	1.46159e+06
P36520	RM10_YEAST	MRPL10	54S ribosomal protein L10, mitochondrial	1.17949e+06
P36521	RM11_YEAST	MRPL11	54S ribosomal protein L11, mitochondrial	673400
P36523	RM15_YEAST	MRPL15	54S ribosomal protein L15, mitochondrial	1.13947e+06
P36526	RM27_YEAST	MRPL27	54S ribosomal protein L27, mitochondrial	1.44351e+06
P36528	RM17_YEAST	MRPL17	54S ribosomal protein L17, mitochondrial	1.48886e+06
P36531	RM36_YEAST	MRPL36	54S ribosomal protein L36, mitochondrial	1.10373e+06
P36534	RM40_YEAST	MRPL40	54S ribosomal protein L40, mitochondrial	1.24668e+06
P36542	ATPG_HUMAN	ATP5F1C	ATP synthase subunit gamma, mitochondrial	4.59848e+07
P36543	VATE1_HUMAN	ATP6V1E1	V-type proton ATPase subunit E 1	4.71098e+07
P36551	HEM6_HUMAN	CPOX	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial	5.60021e+06
P36573	LEC1_CAEEL	lec-1	32 kDa beta-galactoside-binding lectin	1.70094e+08
P36578	RL4_HUMAN	RPL4	60S ribosomal protein L4	2.22915e+08
P36609	NCS2_CAEEL	ncs-2	Neuronal calcium sensor 2	7.80973e+06
P36639	8ODP_HUMAN	NUDT1	7,8-dihydro-8-oxoguanine triphosphatase	3.67339e+06
P36775	LONM_YEAST	PIM1	Lon protease homolog, mitochondrial	2.20874e+06
P36776	LONM_HUMAN	LONP1	Lon protease homolog, mitochondrial	2.06579e+07
P36871	PGM1_HUMAN	PGM1	Phosphoglucomutase-1	2.47492e+07
P36873	PP1G_HUMAN	PPP1CC	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	8.91742e+06
P36915	GNL1_HUMAN	GNL1	Guanine nucleotide-binding protein-like 1	3.84183e+06
P36952	SPB5_HUMAN	SERPINB5	Serpin B5	1.6987e+07
P36954	RPB9_HUMAN	POLR2I	DNA-directed RNA polymerase II subunit RPB9	2.86173e+06
P36955	PEDF_HUMAN	SERPINF1	Pigment epithelium-derived factor	1.33751e+06
P36957	ODO2_HUMAN	DLST	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	2.37e+07
P36969	GPX4_HUMAN	GPX4	Phospholipid hydroperoxide glutathione peroxidase	4.38488e+06
P37012	PGM2_YEAST	PGM2	Phosphoglucomutase 2	5.97009e+07
P37108	SRP14_HUMAN	SRP14	Signal recognition particle 14 kDa protein	9.0841e+07
P37165	RS27A_CAEEL	ubl-1	Ubiquitin-like protein 1-40S ribosomal protein S27a	4.03074e+07
P37198	NUP62_HUMAN	NUP62	Nuclear pore glycoprotein p62	9.57709e+06
P37235	HPCL1_HUMAN	HPCAL1	Hippocalcin-like protein 1	9.06264e+06
P37262	SOL2_YEAST	SOL2	6-phosphogluconolactonase-like protein 2	9.03673e+06
P37291	GLYC_YEAST	SHM2	Serine hydroxymethyltransferase, cytosolic	1.12108e+08
P37292	GLYM_YEAST	SHM1	Serine hydroxymethyltransferase, mitochondrial	1.2822e+07
P37296	STV1_YEAST	STV1	V-type proton ATPase subunit a, Golgi isoform	6.17928e+06
P37298	DHSD_YEAST	SDH4	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial	4.30753e+06
P37299	QCR10_YEAST	QCR10	Cytochrome b-c1 complex subunit 10, mitochondrial	1.29817e+07
P37302	APE3_YEAST	APE3	Aminopeptidase Y	4.25995e+07
P37303	GLY1_YEAST	GLY1	Low specificity L-threonine aldolase	4.05535e+06
P37370	VRP1_YEAST	VRP1	Verprolin	1.38555e+06
P37802	TAGL2_HUMAN	TAGLN2	Transgelin-2	1.82019e+08
P37806	UNC87_CAEEL	unc-87	Protein unc-87	5.99026e+07
P37837	TALDO_HUMAN	TALDO1	Transaldolase	5.32156e+07
P37840	SYUA_HUMAN	SNCA	Alpha-synuclein	1.72953e+06
P38009	PUR92_YEAST	ADE17	Bifunctional purine biosynthesis protein ADE17	1.96692e+07
P38011	GBLP_YEAST	ASC1	Guanine nucleotide-binding protein subunit beta-like protein	1.24399e+08
P38013	AHP1_YEAST	AHP1	Peroxiredoxin AHP1	5.90136e+08
P38061	RL32_YEAST	RPL32	60S ribosomal protein L32	1.1502e+08
P38064	RM16_YEAST	MRPL16	54S ribosomal protein L16, mitochondrial	959970
P38065	AP2A_YEAST	APL3	AP-2 complex subunit alpha	246962
P38066	RIB1_YEAST	RIB1	GTP cyclohydrolase-2	103344
P38067	UGA2_YEAST	UGA2	Succinate-semialdehyde dehydrogenase [NADP(+)]	8.3108e+06
P38069	MNN2_YEAST	MNN2	Alpha-1,2-mannosyltransferase MNN2	3.25486e+06
P38071	ETR1_YEAST	ETR1	Enoyl-[acyl-carrier-protein] reductase, mitochondrial	1.3263e+07
P38074	HMT1_YEAST	HMT1	Protein arginine N-methyltransferase 1	2.05666e+06
P38075	PDX3_YEAST	PDX3	Pyridoxamine 5'-phosphate oxidase	1.47073e+07
P38077	ATPG_YEAST	ATP3	ATP synthase subunit gamma, mitochondrial	2.77833e+07
P38079	YRO2_YEAST	YRO2	Protein YRO2	4.72715e+07
P38080	AKL1_YEAST	AKL1	Serine/threonine-protein kinase AKL1	4.24236e+06
P38081	YBQ6_YEAST	YBR056W	Uncharacterized glycosyl hydrolase YBR056W	9.98667e+06
P38088	SYG_YEAST	GRS1	Glycine--tRNA ligase 1, mitochondrial	2.25094e+07
P38089	PP2C4_YEAST	PTC4	Protein phosphatase 2C homolog 4	517328
P38109	YBY9_YEAST	YBR139W	Putative serine carboxypeptidase YBR139W	1.08302e+07
P38113	ADH5_YEAST	ADH5	Alcohol dehydrogenase 5	1.16209e+06
P38115	ARA1_YEAST	ARA1	D-arabinose dehydrogenase [NAD(P)+] heavy chain	3.63666e+07
P38116	ARL1_YEAST	ARL1	ADP-ribosylation factor-like protein 1	2.13342e+06
P38117	ETFB_HUMAN	ETFB	Electron transfer flavoprotein subunit beta	4.86707e+07
P38120	RT09_YEAST	MRPS9	37S ribosomal protein S9, mitochondrial	1.33691e+06
P38130	KTR3_YEAST	KTR3	Probable mannosyltransferase KTR3	824184
P38131	KTR4_YEAST	KTR4	Probable mannosyltransferase KTR4	1.15094e+06
P38137	FAT2_YEAST	PCS60	Peroxisomal-coenzyme A synthetase	3.62455e+06
P38143	GPX2_YEAST	GPX2	Glutathione peroxidase-like peroxiredoxin 2	1.53048e+06
P38144	ISW1_YEAST	ISW1	ISWI chromatin-remodeling complex ATPase ISW1	1.07114e+06
P38145	RISA_YEAST	RIB5	Riboflavin synthase	2.79819e+06
P38152	TXTP_YEAST	CTP1	Tricarboxylate transport protein	401917
P38159	RBMX_HUMAN	RBMX	RNA-binding motif protein, X chromosome	1.03443e+08
P38166	SFT2_YEAST	SFT2	Protein transport protein SFT2	3.39838e+06
P38169	KMO_YEAST	BNA4	Kynurenine 3-monooxygenase	277522
P38172	MRX3_YEAST	MRX3	MIOREX complex component 3	479978
P38174	MAP2_YEAST	MAP2	Methionine aminopeptidase 2	3.91639e+06
P38182	ATG8_YEAST	ATG8	Autophagy-related protein 8	1.84625e+06
P38197	PLPHP_YEAST	YBL036C	Pyridoxal phosphate homeostasis protein	3.73179e+06
P38199	HEK2_YEAST	HEK2	Heterogeneous nuclear rnp K-like protein 2	2.6882e+06
P38203	LSM2_YEAST	LSM2	U6 snRNA-associated Sm-like protein LSm2	3.43989e+06
P38205	NCL1_YEAST	NCL1	Multisite-specific tRNA:(cytosine-C(5))-methyltransferase	2.63101e+06
P38210	LDB7_YEAST	LDB7	Chromatin structure-remodeling complex protein RSC14	1.25554e+06
P38217	IMB2_YEAST	KAP104	Importin subunit beta-2	1.91869e+06
P38219	OLA1_YEAST	OLA1	Obg-like ATPase 1	2.76238e+07
P38221	CDS1_YEAST	CDS1	Phosphatidate cytidylyltransferase	3.33431e+06
P38225	FAT1_YEAST	FAT1	Very long-chain fatty acid transport protein	757999
P38230	QOR_YEAST	ZTA1	Probable quinone oxidoreductase	1.38667e+08
P38234	RFS1_YEAST	RFS1	Protein RFS1	4.47481e+06
P38235	YBQ3_YEAST	YBR053C	Uncharacterized protein YBR053C	1.4001e+07
P38237	UBP14_YEAST	UBP14	Ubiquitin carboxyl-terminal hydrolase 14	1.5615e+06
P38247	SLM4_YEAST	SLM4	Protein SLM4	1.53793e+06
P38248	ECM33_YEAST	ECM33	Cell wall protein ECM33	4.43488e+07
P38249	EIF3A_YEAST	RPG1	Eukaryotic translation initiation factor 3 subunit A	8.07737e+06
P38250	IST2_YEAST	IST2	Increased sodium tolerance protein 2	3.8005e+06
P38254	TTL_YEAST	PBY1	Probable tubulin--tyrosine ligase PBY1	1.96949e+06
P38256	YBU6_YEAST	YBR096W	Uncharacterized protein YBR096W	1.35303e+06
P38260	FES1_YEAST	FES1	Hsp70 nucleotide exchange factor FES1	2.45144e+06
P38264	PHO88_YEAST	PHO88	SRP-independent targeting protein 3	1.67657e+07
P38272	SHE3_YEAST	SHE3	SWI5-dependent HO expression protein 3	1.10757e+06
P38276	YBY7_YEAST	YBR137W	UPF0303 protein YBR137W	3.41241e+06
P38281	APD1_YEAST	APD1	Actin patches distal protein 1	4.45934e+06
P38286	MKAR_YEAST	IFA38	Very-long-chain 3-oxoacyl-CoA reductase	4.02803e+06
P38288	TOS1_YEAST	TOS1	Protein TOS1	6.62088e+06
P38295	MCFS2_YEAST	EHT1	Medium-chain fatty acid ethyl ester synthase/esterase 2	1.04755e+07
P38298	YPC1_YEAST	YPC1	Alkaline ceramidase YPC1	299912
P38314	SDS24_YEAST	SDS24	Protein SDS24	8.45028e+06
P38323	CLPX_YEAST	MCX1	ATP-dependent clpX-like chaperone, mitochondrial	484084
P38325	OM14_YEAST	OM14	Mitochondrial outer membrane protein OM14	1.02964e+07
P38328	ARPC1_YEAST	ARC40	Actin-related protein 2/3 complex subunit 1	6.28198e+06
P38333	ENP1_YEAST	ENP1	Essential nuclear protein 1	917386
P38340	NTM1_YEAST	TAE1	Alpha N-terminal protein methyltransferase 1	867567
P38341	MIC12_YEAST	MIC12	MICOS complex subunit MIC12	2.76906e+06
P38345	SDHF4_YEAST	SDH8	Succinate dehydrogenase assembly factor 4, mitochondrial	7.26669e+06
P38348	HSM3_YEAST	HSM3	DNA mismatch repair protein HSM3	1.05421e+07
P38349	UBX7_YEAST	UBX7	UBX domain-containing protein 7	2.37169e+06
P38351	PAF1_YEAST	PAF1	RNA polymerase II-associated protein 1	1.12823e+06
P38353	SSH1_YEAST	SSH1	Sec sixty-one protein homolog	5.50294e+06
P38355	YB8B_YEAST	YBR287W	Uncharacterized transporter YBR287W	1.38765e+06
P38426	TPS3_YEAST	TPS3	Trehalose synthase complex regulatory subunit TPS3	4.66939e+06
P38427	TSL1_YEAST	TSL1	Trehalose synthase complex regulatory subunit TSL1	2.64055e+07
P38428	CUE1_YEAST	CUE1	Coupling of ubiquitin conjugation to ER degradation protein 1	8.64781e+06
P38431	IF5_YEAST	TIF5	Eukaryotic translation initiation factor 5	1.52135e+07
P38432	COIL_HUMAN	COIL	Coilin	1.14145e+07
P38435	VKGC_HUMAN	GGCX	Vitamin K-dependent gamma-carboxylase	328111
P38439	LEO1_YEAST	LEO1	RNA polymerase-associated protein LEO1	2.10038e+06
P38523	GRPE_YEAST	MGE1	GrpE protein homolog, mitochondrial	1.06387e+07
P38555	YPT31_YEAST	YPT31	GTP-binding protein YPT31/YPT8	9.79161e+06
P38604	ERG7_YEAST	ERG7	Lanosterol synthase	698300
P38606	VATA_HUMAN	ATP6V1A	V-type proton ATPase catalytic subunit A	1.3538e+07
P38615	RIM11_YEAST	RIM11	Serine/threonine-protein kinase RIM11/MSD1	340579
P38616	YGP1_YEAST	YGP1	Protein YGP1	1.71484e+08
P38620	KPR2_YEAST	PRS2	Ribose-phosphate pyrophosphokinase 2	1.251e+06
P38623	RCK2_YEAST	RCK2	Serine/threonine-protein kinase RCK2	1.65675e+06
P38624	PSB1_YEAST	PRE3	Proteasome subunit beta type-1	1.75865e+07
P38625	GUAA_YEAST	GUA1	GMP synthase [glutamine-hydrolyzing]	3.53651e+07
P38626	NCB5R_YEAST	CBR1	NADH-cytochrome b5 reductase 1	7.61056e+06
P38627	URA8_YEAST	URA8	CTP synthase 2	2.19473e+06
P38628	AGM1_YEAST	PCM1	Phosphoacetylglucosamine mutase	2.01414e+06
P38629	RFC3_YEAST	RFC3	Replication factor C subunit 3	1.39952e+06
P38631	FKS1_YEAST	FKS1	1,3-beta-glucan synthase component FKS1	4.28594e+07
P38636	ATX1_YEAST	ATX1	Metal homeostasis factor ATX1	3.27808e+06
P38646	GRP75_HUMAN	HSPA9	Stress-70 protein, mitochondrial	4.60503e+08
P38682	GLO3_YEAST	GLO3	ADP-ribosylation factor GTPase-activating protein GLO3	5.14471e+06
P38687	SRP68_YEAST	SRP68	Signal recognition particle subunit SRP68	3.4329e+06
P38688	SRP72_YEAST	SRP72	Signal recognition particle subunit SRP72	2.21563e+06
P38689	KPR3_YEAST	PRS3	Ribose-phosphate pyrophosphokinase 3	2.73339e+06
P38694	MSC7_YEAST	MSC7	Putative aldehyde dehydrogenase-like protein YHR039C	4.46829e+06
P38695	HXT5_YEAST	HXT5	Probable glucose transporter HXT5	1.48352e+07
P38697	IMDH2_YEAST	IMD2	Inosine-5'-monophosphate dehydrogenase 2	977200
P38698	PPX1_YEAST	PPX1	Exopolyphosphatase	999935
P38701	RS20_YEAST	RPS20	40S ribosomal protein S20	9.09417e+07
P38707	SYNC_YEAST	DED81	Asparagine--tRNA ligase, cytoplasmic	2.00671e+07
P38708	YHI0_YEAST	YHR020W	Putative proline--tRNA ligase YHR020W	2.74528e+07
P38710	INM1_YEAST	INM1	Inositol monophosphatase 1	1.65339e+06
P38715	GRE3_YEAST	GRE3	NADPH-dependent aldose reductase GRE3	3.87416e+07
P38716	YHR2_YEAST	YHR112C	Uncharacterized trans-sulfuration enzyme YHR112C	8.29482e+06
P38720	6PGD1_YEAST	GND1	6-phosphogluconate dehydrogenase, decarboxylating 1	1.40161e+08
P38732	EFM1_YEAST	EFM1	Protein-lysine N-methyltransferase EFM1	1.75197e+06
P38736	GOSR1_YEAST	GOS1	Golgi SNAP receptor complex member 1	1.41913e+06
P38737	ECM29_YEAST	ECM29	Proteasome component ECM29	514997
P38747	OTU2_YEAST	OTU2	OTU domain-containing protein 2	511651
P38754	RL14B_YEAST	RPL14B	60S ribosomal protein L14-B	6.12973e+07
P38755	OSH7_YEAST	OSH7	Oxysterol-binding protein homolog 7	5.01946e+06
P38758	TDA3_YEAST	TDA3	Putative oxidoreductase TDA3	2.73286e+06
P38759	VPS29_YEAST	VPS29	Vacuolar protein sorting-associated protein 29	1.18945e+06
P38764	RPN1_YEAST	RPN1	26S proteasome regulatory subunit RPN1	6.67076e+06
P38765	YHI9_YEAST	YHI9	Uncharacterized isomerase YHI9	1.52056e+06
P38777	FSH1_YEAST	FSH1	Family of serine hydrolases 1	8.34199e+06
P38779	CIC1_YEAST	CIC1	Proteasome-interacting protein CIC1	3.40267e+06
P38782	MED6_YEAST	MED6	Mediator of RNA polymerase II transcription subunit 6	545882
P38787	PANE_YEAST	PAN5	2-dehydropantoate 2-reductase	2.76268e+06
P38788	SSZ1_YEAST	SSZ1	Ribosome-associated complex subunit SSZ1	3.44211e+07
P38791	DHYS_YEAST	DYS1	Deoxyhypusine synthase	6.02846e+06
P38792	RRP4_YEAST	RRP4	Exosome complex component RRP4	1.36556e+06
P38793	TRM5_YEAST	TRM5	tRNA (guanine(37)-N1)-methyltransferase	843210
P38795	NADE_YEAST	QNS1	Glutamine-dependent NAD(+) synthetase	3.90009e+06
P38804	SDO1L_YEAST	RTC3	Restriction of telomere capping protein 3	1.07914e+08
P38809	YHP7_YEAST	YHR097C	Uncharacterized protein YHR097C	3.12339e+06
P38810	SFB3_YEAST	SFB3	SED5-binding protein 3	2.1272e+06
P38816	TRXB2_YEAST	TRR2	Thioredoxin reductase 2, mitochondrial	2.19432e+06
P38817	GGA2_YEAST	GGA2	ADP-ribosylation factor-binding protein GGA2	4.32334e+06
P38820	UBA4_YEAST	UBA4	Adenylyltransferase and sulfurtransferase UBA4	1.47008e+06
P38821	DNPEP_YEAST	APE4	Aspartyl aminopeptidase 4	6.02531e+06
P38822	BZZ1_YEAST	BZZ1	Protein BZZ1	1.49608e+06
P38824	COX23_YEAST	COX23	Cytochrome c oxidase-assembly factor COX23, mitochondrial	385086
P38828	LSM12_YEAST	LSM12	Protein LSM12	3.02085e+06
P38836	ECM14_YEAST	ECM14	Putative metallocarboxypeptidase ECM14	3.58162e+06
P38841	YHT8_YEAST	YHR138C	Uncharacterized protein YHR138C	2.32326e+07
P38845	CRP1_YEAST	CRP1	Cruciform DNA-recognizing protein 1	7.28805e+06
P38853	KEL1_YEAST	KEL1	Kelch repeat-containing protein 1	3.92318e+06
P38858	SOL3_YEAST	SOL3	6-phosphogluconolactonase 3	3.82846e+07
P38861	NMD3_YEAST	NMD3	60S ribosomal export protein NMD3	991417
P38866	FMO1_YEAST	FMO1	Thiol-specific monooxygenase	2.0752e+06
P38875	GPI16_YEAST	GPI16	GPI transamidase component GPI16	1.47935e+06
P38879	NACA_YEAST	EGD2	Nascent polypeptide-associated complex subunit alpha	1.06305e+08
P38882	UTP9_YEAST	UTP9	U3 small nucleolar RNA-associated protein 9	572633
P38883	RIX1_YEAST	RIX1	Pre-rRNA-processing protein RIX1	455934
P38885	AIM46_YEAST	AIM46	Altered inheritance of mitochondria protein 46, mitochondrial	3.72274e+06
P38886	RPN10_YEAST	RPN10	26S proteasome regulatory subunit RPN10	7.93597e+06
P38891	BCA1_YEAST	BAT1	Branched-chain-amino-acid aminotransferase, mitochondrial	8.30439e+07
P38902	RPB11_YEAST	RPB11	DNA-directed RNA polymerase II subunit RPB11	3.71085e+06
P38903	2A5D_YEAST	RTS1	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	1.24512e+06
P38910	CH10_YEAST	HSP10	10 kDa heat shock protein, mitochondrial	6.17677e+07
P38911	FKBP3_YEAST	FPR3	FK506-binding nuclear protein	1.86678e+07
P38912	IF1A_YEAST	TIF11	Eukaryotic translation initiation factor 1A	2.39397e+07
P38915	SPT8_YEAST	SPT8	Transcription factor SPT8	570115
P38919	IF4A3_HUMAN	EIF4A3	Eukaryotic initiation factor 4A-III	1.60761e+08
P38921	PET8_YEAST	PET8	Putative mitochondrial carrier protein PET8	896130
P38922	HRB1_YEAST	HRB1	Protein HRB1	2.46422e+06
P38929	ATC2_YEAST	PMC1	Calcium-transporting ATPase 2	1.28437e+06
P38930	CSK2C_YEAST	CKB2	Casein kinase II subunit beta'	2.26177e+06
P38932	VPS45_YEAST	VPS45	Vacuolar protein sorting-associated protein 45	330059
P38934	BFR1_YEAST	BFR1	Nuclear segregation protein BFR1	1.67843e+07
P38935	SMBP2_HUMAN	IGHMBP2	DNA-binding protein SMUBP-2	711310
P38962	TVP23_YEAST	TVP23	Golgi apparatus membrane protein TVP23	1.69995e+06
P38968	SEC31_YEAST	SEC31	Protein transport protein SEC31	7.86e+06
P38970	HAL5_YEAST	HAL5	Serine/threonine-protein kinase HAL5	526459
P38972	PUR4_YEAST	ADE6	Phosphoribosylformylglycinamidine synthase	7.19252e+06
P38985	SRP14_YEAST	SRP14	Signal recognition particle subunit SRP14	3.81055e+06
P38986	ASPG1_YEAST	ASP1	L-asparaginase 1	1.99019e+06
P38988	GGC1_YEAST	GGC1	Mitochondrial GTP/GDP carrier protein 1	8.45879e+06
P38993	FET3_YEAST	FET3	Iron transport multicopper oxidase FET3	2.66945e+06
P38996	NAB3_YEAST	NAB3	Nuclear polyadenylated RNA-binding protein 3	2.70838e+06
P38998	LYS1_YEAST	LYS1	Saccharopine dehydrogenase [NAD(+), L-lysine-forming]	1.77548e+07
P38999	LYS9_YEAST	LYS9	Saccharopine dehydrogenase [NADP(+), L-glutamate-forming]	2.31592e+07
P39003	HXT6_YEAST	HXT6	High-affinity hexose transporter HXT6	3.70249e+07
P39004	HXT7_YEAST	HXT7	High-affinity hexose transporter HXT7	1.77066e+07
P39006	PSD1_YEAST	PSD1	Phosphatidylserine decarboxylase proenzyme 1, mitochondrial	3.28494e+06
P39007	STT3_YEAST	STT3	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3	2.0885e+06
P39008	POP2_YEAST	POP2	Poly(A) ribonuclease POP2	2.0415e+06
P39013	END3_YEAST	END3	Actin cytoskeleton-regulatory complex protein END3	2.64906e+06
P39015	STM1_YEAST	STM1	Suppressor protein STM1	1.0499e+08
P39019	RS19_HUMAN	RPS19	40S ribosomal protein S19	1.34685e+08
P39023	RL3_HUMAN	RPL3	60S ribosomal protein L3	2.35254e+08
P39055	DYN1_CAEEL	dyn-1	Dynamin	6.80371e+06
P39076	TCPB_YEAST	CCT2	T-complex protein 1 subunit beta	1.0262e+07
P39077	TCPG_YEAST	CCT3	T-complex protein 1 subunit gamma	1.00575e+07
P39078	TCPD_YEAST	CCT4	T-complex protein 1 subunit delta	8.08554e+06
P39079	TCPZ_YEAST	CCT6	T-complex protein 1 subunit zeta	2.84227e+07
P39101	CAJ1_YEAST	CAJ1	Protein CAJ1	7.29758e+06
P39105	PLB1_YEAST	PLB1	Lysophospholipase 1	1.07078e+07
P39106	MNN1_YEAST	MNN1	Alpha-1,3-mannosyltransferase MNN1	2.2869e+06
P39107	MNN9_YEAST	MNN9	Mannan polymerase complexes subunit MNN9	3.94239e+06
P39108	PEX7_YEAST	PEX7	Peroxisomal targeting signal 2 receptor	151981
P39109	YCFI_YEAST	YCF1	Metal resistance protein YCF1	1.05923e+06
P39111	VATF_YEAST	VMA7	V-type proton ATPase subunit F	9.84693e+06
P39210	MPV17_HUMAN	MPV17	Protein Mpv17	723374
P39516	RS14B_YEAST	RPS14B	40S ribosomal protein S14-B	1.07201e+08
P39517	DHH1_YEAST	DHH1	ATP-dependent RNA helicase DHH1	3.78303e+06
P39518	LCF2_YEAST	FAA2	Long-chain-fatty-acid--CoA ligase 2	1.21391e+06
P39522	ILV3_YEAST	ILV3	Dihydroxy-acid dehydratase, mitochondrial	1.26076e+07
P39533	ACON2_YEAST	ACO2	Homocitrate dehydratase, mitochondrial	9.70365e+06
P39656	OST48_HUMAN	DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	2.05705e+07
P39676	FHP_YEAST	YHB1	Flavohemoprotein	7.46132e+07
P39683	NPT1_YEAST	NPT1	Nicotinate phosphoribosyltransferase	1.00388e+07
P39687	AN32A_HUMAN	ANP32A	Acidic leucine-rich nuclear phosphoprotein 32 family member A	1.67892e+08
P39692	MET10_YEAST	MET10	Sulfite reductase [NADPH] flavoprotein component	5.64966e+06
P39704	ERP2_YEAST	ERP2	Protein ERP2	3.86163e+06
P39705	NUP60_YEAST	NUP60	Nucleoporin NUP60	3.06662e+06
P39713	BDH2_YEAST	BDH2	Probable diacetyl reductase [(R)-acetoin forming] 2	3.94726e+06
P39714	BDH1_YEAST	BDH1	(R,R)-butanediol dehydrogenase	4.53195e+07
P39721	AIM2_YEAST	AIM2	Protein AIM2	1.67133e+07
P39726	GCSH_YEAST	GCV3	Glycine cleavage system H protein, mitochondrial	2.7406e+07
P39727	ERV46_YEAST	ERV46	ER-derived vesicles protein ERV46	1.47273e+06
P39729	RBG1_YEAST	RBG1	Ribosome-interacting GTPase 1	1.89616e+06
P39730	IF2P_YEAST	FUN12	Eukaryotic translation initiation factor 5B	7.47804e+06
P39742	SEC72_YEAST	SEC72	Translocation protein SEC72	1.41533e+06
P39743	RV167_YEAST	RVS167	Reduced viability upon starvation protein 167	8.11168e+06
P39744	NOC2_YEAST	NOC2	Nucleolar complex protein 2	1.36757e+06
P39745	MPK1_CAEEL	mpk-1	Mitogen-activated protein kinase mpk-1	1.6338e+06
P39748	FEN1_HUMAN	FEN1	Flap endonuclease 1	8.48432e+07
P39925	AFG3_YEAST	AFG3	Mitochondrial respiratory chain complexes assembly protein AFG3	3.25146e+06
P39926	SSO2_YEAST	SSO2	Protein SSO2	1.90894e+07
P39927	PTI1_YEAST	PTI1	Protein PTI1	1.34425e+06
P39929	SNF7_YEAST	SNF7	Vacuolar-sorting protein SNF7	8.54351e+06
P39931	SS120_YEAST	SSP120	Protein SSP120	6.00464e+06
P39935	IF4F1_YEAST	TIF4631	Eukaryotic initiation factor 4F subunit p150	8.89705e+06
P39936	IF4F2_YEAST	TIF4632	Eukaryotic initiation factor 4F subunit p130	2.279e+06
P39938	RS26A_YEAST	RPS26A	40S ribosomal protein S26-A	4.14275e+07
P39940	RSP5_YEAST	RSP5	E3 ubiquitin-protein ligase RSP5	5.67474e+06
P39945	AST2_YEAST	AST2	Protein AST2	512087
P39952	OXA1_YEAST	OXA1	Mitochondrial inner membrane protein OXA1	960383
P39954	SAHH_YEAST	SAH1	Adenosylhomocysteinase	1.42904e+08
P39958	GDI1_YEAST	GDI1	Rab GDP-dissociation inhibitor	1.77058e+07
P39960	BEM2_YEAST	BEM2	GTPase-activating protein BEM2/IPL2	625924
P39965	SYPM_YEAST	AIM10	Probable proline--tRNA ligase, mitochondrial	729876
P39966	PP2C2_YEAST	PTC2	Protein phosphatase 2C homolog 2	7.95157e+06
P39968	VAC8_YEAST	VAC8	Vacuolar protein 8	8.39339e+06
P39974	YEI3_YEAST	YEL073C	Uncharacterized protein YEL073C	6.08858e+06
P39976	DLD3_YEAST	DLD3	D-2-hydroxyglutarate--pyruvate transhydrogenase DLD3	6.34258e+06
P39984	HAT2_YEAST	HAT2	Histone acetyltransferase type B subunit 2	1.98255e+06
P39986	ATC6_YEAST	SPF1	Manganese-transporting ATPase 1	5.00419e+06
P39990	SNU13_YEAST	SNU13	13 kDa ribonucleoprotein-associated protein	2.19063e+07
P39993	GEA2_YEAST	GEA2	ARF guanine-nucleotide exchange factor 2	1.41242e+06
P39994	PXP1_YEAST	PXP1	Putative 2-hydroxyacyl-CoA lyase	226918
P40002	MIT1_YEAST	MIT1	Transcriptional regulator MIT1	503504
P40005	PFD2_YEAST	GIM4	Prefoldin subunit 2	1.19966e+07
P40008	FMP52_YEAST	FMP52	Protein FMP52, mitochondrial	1.18427e+07
P40010	NUG1_YEAST	NUG1	Nuclear GTP-binding protein NUG1	3.12472e+06
P40012	PPOX_YEAST	HEM14	Protoporphyrinogen oxidase	1.1903e+06
P40015	ISC1_YEAST	ISC1	Inositol phosphosphingolipids phospholipase C	570926
P40016	RPN3_YEAST	RPN3	26S proteasome regulatory subunit RPN3	8.13908e+06
P40019	CHZ1_YEAST	CHZ1	Histone H2A.Z-specific chaperone CHZ1	5.96092e+06
P40022	YEM4_YEAST	YER034W	Uncharacterized protein YER034W	487083
P40024	ARB1_YEAST	ARB1	ABC transporter ATP-binding protein ARB1	1.11981e+07
P40029	MSRA_YEAST	MXR1	Peptide methionine sulfoxide reductase	1.38718e+07
P40030	ERG28_YEAST	ERG28	Ergosterol biosynthetic protein 28	9.03902e+06
