Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R01\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R01.mzML
P34897	GLYM_HUMAN	SHMT2	Serine hydroxymethyltransferase, mitochondrial	1.14096e+08
P34909	NOT4_YEAST	MOT2	General negative regulator of transcription subunit 4	2.10701e+06
P34932	HSP74_HUMAN	HSPA4	Heat shock 70 kDa protein 4	5.13057e+07
P34949	MPI_HUMAN	MPI	Mannose-6-phosphate isomerase	9.25945e+06
P35030	TRY3_HUMAN	PRSS3	Trypsin-3	2.56204e+06
P35052	GPC1_HUMAN	GPC1	Glypican-1	6.11536e+07
P35127	UBL1_YEAST	YUH1	Ubiquitin carboxyl-terminal hydrolase YUH1	1.26816e+06
P35176	CYPD_YEAST	CPR5	Peptidyl-prolyl cis-trans isomerase D	1.165e+07
P35179	SC61G_YEAST	SSS1	Protein transport protein SSS1	2.73946e+07
P35180	TOM20_YEAST	TOM20	Mitochondrial import receptor subunit TOM20	7.31886e+06
P35181	AP1S1_YEAST	APS1	AP-1 complex subunit sigma-1	781716
P35184	SQT1_YEAST	SQT1	Ribosome assembly protein SQT1	1.03325e+06
P35189	TAF14_YEAST	TAF14	Transcription initiation factor TFIID subunit 14	4.4457e+06
P35191	MDJ1_YEAST	MDJ1	DnaJ homolog 1, mitochondrial	4.74387e+06
P35197	GCS1_YEAST	GCS1	ADP-ribosylation factor GTPase-activating protein GCS1	5.63059e+06
P35202	THI80_YEAST	THI80	Thiamine pyrophosphokinase	1.93483e+06
P35207	SKI2_YEAST	SKI2	Antiviral helicase SKI2	187530
P35221	CTNA1_HUMAN	CTNNA1	Catenin alpha-1	6.48908e+06
P35232	PHB_HUMAN	PHB	Prohibitin	7.49331e+07
P35237	SPB6_HUMAN	SERPINB6	Serpin B6	5.98332e+07
P35240	MERL_HUMAN	NF2	Merlin	1.2599e+06
P35241	RADI_HUMAN	RDX	Radixin	3.39723e+07
P35244	RFA3_HUMAN	RPA3	Replication protein A 14 kDa subunit	1.11096e+07
P35249	RFC4_HUMAN	RFC4	Replication factor C subunit 4	2.81937e+07
P35250	RFC2_HUMAN	RFC2	Replication factor C subunit 2	1.74997e+07
P35251	RFC1_HUMAN	RFC1	Replication factor C subunit 1	6.19145e+06
P35268	RL22_HUMAN	RPL22	60S ribosomal protein L22	2.48668e+08
P35269	T2FA_HUMAN	GTF2F1	General transcription factor IIF subunit 1	1.16086e+07
P35270	SPRE_HUMAN	SPR	Sepiapterin reductase	1.15233e+07
P35354	PGH2_HUMAN	PTGS2	Prostaglandin G/H synthase 2	5.07081e+06
P35573	GDE_HUMAN	AGL	Glycogen debranching enzyme	5.18518e+07
P35579	MYH9_HUMAN	MYH9	Myosin-9	4.14376e+07
P35580	MYH10_HUMAN	MYH10	Myosin-10	601780
P35606	COPB2_HUMAN	COPB2	Coatomer subunit beta'	2.10752e+07
P35610	SOAT1_HUMAN	SOAT1	Sterol O-acyltransferase 1	1.46695e+07
P35611	ADDA_HUMAN	ADD1	Alpha-adducin	2.71159e+06
P35613	BASI_HUMAN	BSG	Basigin	1.25866e+08
P35637	FUS_HUMAN	FUS	RNA-binding protein FUS	9.0277e+07
P35658	NU214_HUMAN	NUP214	Nuclear pore complex protein Nup214	1.44144e+07
P35659	DEK_HUMAN	DEK	Protein DEK	6.37095e+07
P35691	TCTP_YEAST	TMA19	Translationally-controlled tumor protein homolog	1.51587e+08
P35719	MRP8_YEAST	MRP8	Uncharacterized protein MRP8	3.13714e+07
P35723	YET1_YEAST	YET1	Endoplasmic reticulum transmembrane protein 1	1.47037e+07
P35732	DEF1_YEAST	DEF1	RNA polymerase II degradation factor 1	1.55086e+07
P35754	GLRX1_HUMAN	GLRX	Glutaredoxin-1	3.80511e+06
P35790	CHKA_HUMAN	CHKA	Choline kinase alpha	369772
P35813	PPM1A_HUMAN	PPM1A	Protein phosphatase 1A	5.72311e+06
P35844	KES1_YEAST	KES1	Oxysterol-binding protein homolog 4	3.27062e+07
P35845	OSH1_YEAST	SWH1	Oxysterol-binding protein homolog 1	5.75059e+06
P35914	HMGCL_HUMAN	HMGCL	Hydroxymethylglutaryl-CoA lyase, mitochondrial	8.65004e+06
P35996	RM38_YEAST	MRPL38	54S ribosomal protein L38, mitochondrial	1.50401e+06
P35997;P38711	RS27A_YEAST;RS27B_YEAST	RPS27A;RPS27B	40S ribosomal protein S27-A	1.47622e+08
P35998	PRS7_HUMAN	PSMC2	26S proteasome regulatory subunit 7	2.37873e+07
P36006	MYO3_YEAST	MYO3	Myosin-3	1.83258e+06
P36008	EF1G2_YEAST	TEF4	Elongation factor 1-gamma 2	4.22013e+07
P36010	NDK_YEAST	YNK1	Nucleoside diphosphate kinase	7.18048e+07
P36013	MAOM_YEAST	MAE1	NAD-dependent malic enzyme, mitochondrial	8.6757e+06
P36015	YKT6_YEAST	YKT6	Synaptobrevin homolog YKT6	4.86099e+06
P36016	LHS1_YEAST	LHS1	Heat shock protein 70 homolog LHS1	3.81625e+06
P36017	VPS21_YEAST	VPS21	Vacuolar protein sorting-associated protein 21	2.69645e+07
P36018	YPT52_YEAST	YPT52	GTP-binding protein YPT52	7.30131e+06
P36024	SIS2_YEAST	SIS2	Phosphopantothenoylcysteine decarboxylase subunit SIS2	1.82768e+06
P36036	YRA2_YEAST	YRA2	RNA annealing protein YRA2	1.26754e+06
P36037	DOA1_YEAST	DOA1	Protein DOA1	3.55421e+06
P36040	POC2_YEAST	ADD66	Proteasome assembly chaperone 2	2.87044e+07
P36041	EAP1_YEAST	EAP1	Protein EAP1	2.87846e+06
P36046	MIA40_YEAST	MIA40	Mitochondrial intermembrane space import and assembly protein 40	1.51985e+07
P36047	SDS22_YEAST	SDS22	Protein phosphatase 1 regulatory subunit SDS22	1.18078e+07
P36049	EBP2_YEAST	EBP2	rRNA-processing protein EBP2	5.42843e+06
P36051	MCD4_YEAST	MCD4	GPI ethanolamine phosphate transferase 1	2.47167e+06
P36053	ELF1_YEAST	ELF1	Transcription elongation factor 1	6.66432e+06
P36059	NNRD_YEAST	NNR2	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	1.71124e+07
P36060	MCR1_YEAST	MCR1	NADH-cytochrome b5 reductase 2	1.03987e+08
P36064	COXM1_YEAST	CMC1	COX assembly mitochondrial protein	995282
P36066	MGR3L_YEAST	YKL133C	Protein MRG3-like	1.88927e+07
P36069	PMU1_YEAST	PMU1	Probable phosphoglycerate mutase PMU1	1.37682e+06
P36076	CAB3_YEAST	CAB3	Coenzyme A biosynthesis protein 3	1.83603e+06
P36077	SRX1_YEAST	SRX1	Sulfiredoxin	6.8058e+06
P36081	PSG1_YEAST	PSG1	PMA1 stabilization in the Golgi protein 1	4.25836e+06
P36088	FRMSR_YEAST	YKL069W	Free methionine-R-sulfoxide reductase	1.99523e+06
P36093;P53438	PHD1_YEAST;SOK2_YEAST	PHD1;SOK2	Putative transcription factor PHD1	667613
P36101	TCD2_YEAST	TCD2	tRNA threonylcarbamoyladenosine dehydratase 2	3.17235e+06
P36112	MIC60_YEAST	MIC60	MICOS complex subunit MIC60	6.94428e+06
P36114	YKR18_YEAST	YKR018C	IML2-like protein YKR018C	5.91726e+06
P36135	UTH1_YEAST	UTH1	Probable secreted beta-glucosidase UTH1	6.39531e+06
P36136	SHB17_YEAST	SHB17	Sedoheptulose 1,7-bisphosphatase	7.00289e+06
P36139	PET10_YEAST	PET10	Protein PET10	7.20255e+07
P36141	FMP46_YEAST	FMP46	Putative redox protein FMP46, mitochondrial	4.65562e+07
P36143	GLG1_YEAST	GLG1	Glycogenin-1	1.4589e+06
P36147	PAM17_YEAST	PAM17	Presequence translocated-associated motor subunit PAM17, mitochondrial	3.04158e+06
P36148	GPT2_YEAST	GPT2	Glycerol-3-phosphate O-acyltransferase 2	2.43582e+06
P36150	SUMT_YEAST	MET1	Uroporphyrinogen-III C-methyltransferase	1.80494e+06
P36154	AIM29_YEAST	AIM29	Altered inheritance rate of mitochondria protein 29	6.00111e+06
P36156	GTO2_YEAST	ECM4	Glutathione S-transferase omega-like 2	8.00794e+06
P36160	RPF2_YEAST	RPF2	Ribosome biogenesis protein RPF2	1.67961e+06
P36404	ARL2_HUMAN	ARL2	ADP-ribosylation factor-like protein 2	5.11229e+06
P36405	ARL3_HUMAN	ARL3	ADP-ribosylation factor-like protein 3	3.66235e+06
P36421	SYYC_YEAST	TYS1	Tyrosine--tRNA ligase, cytoplasmic	1.70706e+07
P36507	MP2K2_HUMAN	MAP2K2	Dual specificity mitogen-activated protein kinase kinase 2	8.78821e+06
P36516	RM03_YEAST	MRPL3	54S ribosomal protein L3, mitochondrial	1.88626e+06
P36519	RM07_YEAST	MRPL7	54S ribosomal protein L7, mitochondrial	1.21792e+06
P36520	RM10_YEAST	MRPL10	54S ribosomal protein L10, mitochondrial	1.53607e+06
P36521	RM11_YEAST	MRPL11	54S ribosomal protein L11, mitochondrial	871414
P36523	RM15_YEAST	MRPL15	54S ribosomal protein L15, mitochondrial	1.16983e+06
P36528	RM17_YEAST	MRPL17	54S ribosomal protein L17, mitochondrial	1.79328e+06
P36531	RM36_YEAST	MRPL36	54S ribosomal protein L36, mitochondrial	1.32613e+06
P36534	RM40_YEAST	MRPL40	54S ribosomal protein L40, mitochondrial	3.10219e+06
P36542	ATPG_HUMAN	ATP5F1C	ATP synthase subunit gamma, mitochondrial	5.41626e+07
P36543	VATE1_HUMAN	ATP6V1E1	V-type proton ATPase subunit E 1	5.38676e+07
P36551	HEM6_HUMAN	CPOX	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial	6.80667e+06
P36573	LEC1_CAEEL	lec-1	32 kDa beta-galactoside-binding lectin	1.96429e+08
P36578	RL4_HUMAN	RPL4	60S ribosomal protein L4	2.6247e+08
P36609	NCS2_CAEEL	ncs-2	Neuronal calcium sensor 2	2.44303e+07
P36639	8ODP_HUMAN	NUDT1	7,8-dihydro-8-oxoguanine triphosphatase	6.71381e+06
P36775	LONM_YEAST	PIM1	Lon protease homolog, mitochondrial	3.59549e+06
P36776	LONM_HUMAN	LONP1	Lon protease homolog, mitochondrial	2.33302e+07
P36871	PGM1_HUMAN	PGM1	Phosphoglucomutase-1	2.98148e+07
P36873	PP1G_HUMAN	PPP1CC	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	9.67032e+06
P36915	GNL1_HUMAN	GNL1	Guanine nucleotide-binding protein-like 1	3.27181e+06
P36952	SPB5_HUMAN	SERPINB5	Serpin B5	2.02849e+07
P36954	RPB9_HUMAN	POLR2I	DNA-directed RNA polymerase II subunit RPB9	3.89168e+06
P36957	ODO2_HUMAN	DLST	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	2.59239e+07
P36969	GPX4_HUMAN	GPX4	Phospholipid hydroperoxide glutathione peroxidase	9.71936e+06
P37012	PGM2_YEAST	PGM2	Phosphoglucomutase 2	6.98748e+07
P37108	SRP14_HUMAN	SRP14	Signal recognition particle 14 kDa protein	9.10743e+07
P37165	RS27A_CAEEL	ubl-1	Ubiquitin-like protein 1-40S ribosomal protein S27a	5.51636e+07
P37198	NUP62_HUMAN	NUP62	Nuclear pore glycoprotein p62	6.92312e+06
P37235	HPCL1_HUMAN	HPCAL1	Hippocalcin-like protein 1	1.0248e+07
P37262	SOL2_YEAST	SOL2	6-phosphogluconolactonase-like protein 2	6.5028e+06
P37291	GLYC_YEAST	SHM2	Serine hydroxymethyltransferase, cytosolic	1.42307e+08
P37292	GLYM_YEAST	SHM1	Serine hydroxymethyltransferase, mitochondrial	1.60028e+07
P37296	STV1_YEAST	STV1	V-type proton ATPase subunit a, Golgi isoform	1.18182e+06
P37298	DHSD_YEAST	SDH4	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial	2.02639e+06
P37299	QCR10_YEAST	QCR10	Cytochrome b-c1 complex subunit 10, mitochondrial	1.51713e+07
P37302	APE3_YEAST	APE3	Aminopeptidase Y	5.20945e+07
P37303	GLY1_YEAST	GLY1	Low specificity L-threonine aldolase	2.91083e+06
P37370	VRP1_YEAST	VRP1	Verprolin	1.77444e+06
P37802	TAGL2_HUMAN	TAGLN2	Transgelin-2	2.00965e+08
P37806	UNC87_CAEEL	unc-87	Protein unc-87	6.41244e+07
P37837	TALDO_HUMAN	TALDO1	Transaldolase	7.14135e+07
P37840	SYUA_HUMAN	SNCA	Alpha-synuclein	1.45603e+06
P38009	PUR92_YEAST	ADE17	Bifunctional purine biosynthesis protein ADE17	2.4629e+07
P38011	GBLP_YEAST	ASC1	Guanine nucleotide-binding protein subunit beta-like protein	1.18616e+08
P38013	AHP1_YEAST	AHP1	Peroxiredoxin AHP1	7.79617e+08
P38061	RL32_YEAST	RPL32	60S ribosomal protein L32	1.37156e+08
P38063	KPR4_YEAST	PRS4	Ribose-phosphate pyrophosphokinase 4	992768
P38064	RM16_YEAST	MRPL16	54S ribosomal protein L16, mitochondrial	511564
P38065	AP2A_YEAST	APL3	AP-2 complex subunit alpha	165271
P38066	RIB1_YEAST	RIB1	GTP cyclohydrolase-2	753488
P38067	UGA2_YEAST	UGA2	Succinate-semialdehyde dehydrogenase [NADP(+)]	9.9353e+06
P38069	MNN2_YEAST	MNN2	Alpha-1,2-mannosyltransferase MNN2	3.60439e+06
P38071	ETR1_YEAST	ETR1	Enoyl-[acyl-carrier-protein] reductase, mitochondrial	1.40004e+07
P38075	PDX3_YEAST	PDX3	Pyridoxamine 5'-phosphate oxidase	1.66332e+07
P38077	ATPG_YEAST	ATP3	ATP synthase subunit gamma, mitochondrial	3.27393e+07
P38079	YRO2_YEAST	YRO2	Protein YRO2	4.33765e+07
P38080	AKL1_YEAST	AKL1	Serine/threonine-protein kinase AKL1	2.88713e+06
P38081	YBQ6_YEAST	YBR056W	Uncharacterized glycosyl hydrolase YBR056W	8.74492e+06
P38088	SYG_YEAST	GRS1	Glycine--tRNA ligase 1, mitochondrial	2.27068e+07
P38109	YBY9_YEAST	YBR139W	Putative serine carboxypeptidase YBR139W	1.27258e+07
P38113	ADH5_YEAST	ADH5	Alcohol dehydrogenase 5	1.14308e+06
P38115	ARA1_YEAST	ARA1	D-arabinose dehydrogenase [NAD(P)+] heavy chain	4.18653e+07
P38116	ARL1_YEAST	ARL1	ADP-ribosylation factor-like protein 1	5.47532e+06
P38117	ETFB_HUMAN	ETFB	Electron transfer flavoprotein subunit beta	5.31045e+07
P38120	RT09_YEAST	MRPS9	37S ribosomal protein S9, mitochondrial	628151
P38129	TAF5_YEAST	TAF5	Transcription initiation factor TFIID subunit 5	2.24642e+06
P38130	KTR3_YEAST	KTR3	Probable mannosyltransferase KTR3	2.82913e+06
P38131	KTR4_YEAST	KTR4	Probable mannosyltransferase KTR4	1.10456e+06
P38137	FAT2_YEAST	PCS60	Peroxisomal-coenzyme A synthetase	7.18809e+06
P38142	YB91_YEAST	YBR241C	Probable metabolite transport protein YBR241C	2.50811e+06
P38143	GPX2_YEAST	GPX2	Glutathione peroxidase-like peroxiredoxin 2	2.14883e+06
P38145	RISA_YEAST	RIB5	Riboflavin synthase	4.66787e+06
P38152	TXTP_YEAST	CTP1	Tricarboxylate transport protein	889278
P38159	RBMX_HUMAN	RBMX	RNA-binding motif protein, X chromosome	1.92157e+08
P38166	SFT2_YEAST	SFT2	Protein transport protein SFT2	2.71698e+06
P38172	MRX3_YEAST	MRX3	MIOREX complex component 3	908476
P38174	MAP2_YEAST	MAP2	Methionine aminopeptidase 2	4.32092e+06
P38182	ATG8_YEAST	ATG8	Autophagy-related protein 8	1.86471e+06
P38197	PLPHP_YEAST	YBL036C	Pyridoxal phosphate homeostasis protein	4.26014e+06
P38199	HEK2_YEAST	HEK2	Heterogeneous nuclear rnp K-like protein 2	3.0027e+06
P38203	LSM2_YEAST	LSM2	U6 snRNA-associated Sm-like protein LSm2	4.00188e+06
P38205	NCL1_YEAST	NCL1	Multisite-specific tRNA:(cytosine-C(5))-methyltransferase	5.73837e+06
P38217	IMB2_YEAST	KAP104	Importin subunit beta-2	1.86541e+06
P38219	OLA1_YEAST	OLA1	Obg-like ATPase 1	2.72926e+07
P38221	CDS1_YEAST	CDS1	Phosphatidate cytidylyltransferase	4.20971e+06
P38225	FAT1_YEAST	FAT1	Very long-chain fatty acid transport protein	865144
P38230	QOR_YEAST	ZTA1	Probable quinone oxidoreductase	1.92632e+08
P38234	RFS1_YEAST	RFS1	Protein RFS1	6.69727e+06
P38235	YBQ3_YEAST	YBR053C	Uncharacterized protein YBR053C	1.63902e+07
P38237	UBP14_YEAST	UBP14	Ubiquitin carboxyl-terminal hydrolase 14	3.34729e+06
P38247	SLM4_YEAST	SLM4	Protein SLM4	1.72072e+06
P38248	ECM33_YEAST	ECM33	Cell wall protein ECM33	4.97656e+07
P38249	EIF3A_YEAST	RPG1	Eukaryotic translation initiation factor 3 subunit A	1.42756e+07
P38250	IST2_YEAST	IST2	Increased sodium tolerance protein 2	5.07449e+06
P38254	TTL_YEAST	PBY1	Probable tubulin--tyrosine ligase PBY1	1.52001e+06
P38256	YBU6_YEAST	YBR096W	Uncharacterized protein YBR096W	1.25191e+07
P38260	FES1_YEAST	FES1	Hsp70 nucleotide exchange factor FES1	2.67576e+06
P38264	PHO88_YEAST	PHO88	SRP-independent targeting protein 3	2.58092e+07
P38266	AIM3_YEAST	AIM3	Altered inheritance of mitochondria protein 3	654405
P38272	SHE3_YEAST	SHE3	SWI5-dependent HO expression protein 3	3.11958e+06
P38276	YBY7_YEAST	YBR137W	UPF0303 protein YBR137W	5.07118e+06
P38281	APD1_YEAST	APD1	Actin patches distal protein 1	4.15568e+06
P38286	MKAR_YEAST	IFA38	Very-long-chain 3-oxoacyl-CoA reductase	4.28381e+06
P38288	TOS1_YEAST	TOS1	Protein TOS1	7.64426e+06
P38295	MCFS2_YEAST	EHT1	Medium-chain fatty acid ethyl ester synthase/esterase 2	1.48271e+07
P38314	SDS24_YEAST	SDS24	Protein SDS24	1.15639e+07
P38323	CLPX_YEAST	MCX1	ATP-dependent clpX-like chaperone, mitochondrial	734121
P38325	OM14_YEAST	OM14	Mitochondrial outer membrane protein OM14	1.26208e+07
P38328	ARPC1_YEAST	ARC40	Actin-related protein 2/3 complex subunit 1	8.20536e+06
P38333	ENP1_YEAST	ENP1	Essential nuclear protein 1	781809
P38340	NTM1_YEAST	TAE1	Alpha N-terminal protein methyltransferase 1	757582
P38341	MIC12_YEAST	MIC12	MICOS complex subunit MIC12	2.53833e+06
P38345	SDHF4_YEAST	SDH8	Succinate dehydrogenase assembly factor 4, mitochondrial	7.43939e+06
P38349	UBX7_YEAST	UBX7	UBX domain-containing protein 7	2.51608e+06
P38351	PAF1_YEAST	PAF1	RNA polymerase II-associated protein 1	1.05981e+06
P38353	SSH1_YEAST	SSH1	Sec sixty-one protein homolog	6.13949e+06
P38355	YB8B_YEAST	YBR287W	Uncharacterized transporter YBR287W	1.6165e+06
P38426	TPS3_YEAST	TPS3	Trehalose synthase complex regulatory subunit TPS3	7.96969e+06
P38427	TSL1_YEAST	TSL1	Trehalose synthase complex regulatory subunit TSL1	2.93291e+07
P38428	CUE1_YEAST	CUE1	Coupling of ubiquitin conjugation to ER degradation protein 1	9.99254e+06
P38431	IF5_YEAST	TIF5	Eukaryotic translation initiation factor 5	1.58449e+07
P38432	COIL_HUMAN	COIL	Coilin	4.5099e+06
P38439	LEO1_YEAST	LEO1	RNA polymerase-associated protein LEO1	2.97057e+06
P38523	GRPE_YEAST	MGE1	GrpE protein homolog, mitochondrial	1.56667e+07
P38555	YPT31_YEAST	YPT31	GTP-binding protein YPT31/YPT8	1.25651e+07
P38604	ERG7_YEAST	ERG7	Lanosterol synthase	1.38535e+06
P38606	VATA_HUMAN	ATP6V1A	V-type proton ATPase catalytic subunit A	1.35062e+07
P38615	RIM11_YEAST	RIM11	Serine/threonine-protein kinase RIM11/MSD1	338315
P38616	YGP1_YEAST	YGP1	Protein YGP1	1.7718e+08
P38620	KPR2_YEAST	PRS2	Ribose-phosphate pyrophosphokinase 2	2.37358e+06
P38623	RCK2_YEAST	RCK2	Serine/threonine-protein kinase RCK2	2.07184e+06
P38624	PSB1_YEAST	PRE3	Proteasome subunit beta type-1	1.95367e+07
P38625	GUAA_YEAST	GUA1	GMP synthase [glutamine-hydrolyzing]	3.814e+07
P38626	NCB5R_YEAST	CBR1	NADH-cytochrome b5 reductase 1	2.03578e+07
P38627	URA8_YEAST	URA8	CTP synthase 2	2.75311e+06
P38628	AGM1_YEAST	PCM1	Phosphoacetylglucosamine mutase	2.8313e+06
P38629	RFC3_YEAST	RFC3	Replication factor C subunit 3	2.39262e+06
P38630	RFC1_YEAST	RFC1	Replication factor C subunit 1	1.46701e+06
P38631	FKS1_YEAST	FKS1	1,3-beta-glucan synthase component FKS1	5.26585e+07
P38634	SIC1_YEAST	SIC1	Protein SIC1	257845
P38636	ATX1_YEAST	ATX1	Metal homeostasis factor ATX1	3.61055e+06
P38646	GRP75_HUMAN	HSPA9	Stress-70 protein, mitochondrial	6.97023e+08
P38682	GLO3_YEAST	GLO3	ADP-ribosylation factor GTPase-activating protein GLO3	4.60907e+06
P38687	SRP68_YEAST	SRP68	Signal recognition particle subunit SRP68	2.95672e+06
P38688	SRP72_YEAST	SRP72	Signal recognition particle subunit SRP72	2.19576e+06
P38689	KPR3_YEAST	PRS3	Ribose-phosphate pyrophosphokinase 3	5.9693e+06
P38694	MSC7_YEAST	MSC7	Putative aldehyde dehydrogenase-like protein YHR039C	3.53812e+06
P38695	HXT5_YEAST	HXT5	Probable glucose transporter HXT5	1.68527e+07
P38697	IMDH2_YEAST	IMD2	Inosine-5'-monophosphate dehydrogenase 2	1.17741e+06
P38698	PPX1_YEAST	PPX1	Exopolyphosphatase	1.78665e+06
P38701	RS20_YEAST	RPS20	40S ribosomal protein S20	1.05183e+08
P38707	SYNC_YEAST	DED81	Asparagine--tRNA ligase, cytoplasmic	2.03232e+07
P38708	YHI0_YEAST	YHR020W	Putative proline--tRNA ligase YHR020W	2.92897e+07
P38710	INM1_YEAST	INM1	Inositol monophosphatase 1	572271
P38715	GRE3_YEAST	GRE3	NADPH-dependent aldose reductase GRE3	4.21128e+07
P38716	YHR2_YEAST	YHR112C	Uncharacterized trans-sulfuration enzyme YHR112C	9.09779e+06
P38720	6PGD1_YEAST	GND1	6-phosphogluconate dehydrogenase, decarboxylating 1	1.36913e+08
P38732	EFM1_YEAST	EFM1	Protein-lysine N-methyltransferase EFM1	807133
P38736	GOSR1_YEAST	GOS1	Golgi SNAP receptor complex member 1	1.56563e+06
P38737	ECM29_YEAST	ECM29	Proteasome component ECM29	404644
P38747	OTU2_YEAST	OTU2	OTU domain-containing protein 2	80485.1
P38754	RL14B_YEAST	RPL14B	60S ribosomal protein L14-B	6.82888e+07
P38755	OSH7_YEAST	OSH7	Oxysterol-binding protein homolog 7	7.2828e+06
P38758	TDA3_YEAST	TDA3	Putative oxidoreductase TDA3	2.9221e+06
P38759	VPS29_YEAST	VPS29	Vacuolar protein sorting-associated protein 29	1.51133e+06
P38764	RPN1_YEAST	RPN1	26S proteasome regulatory subunit RPN1	1.47084e+07
P38765	YHI9_YEAST	YHI9	Uncharacterized isomerase YHI9	5.62625e+06
P38768	PIH1_YEAST	PIH1	Protein interacting with Hsp90 1	788914
P38777	FSH1_YEAST	FSH1	Family of serine hydrolases 1	7.48625e+06
P38779	CIC1_YEAST	CIC1	Proteasome-interacting protein CIC1	2.66148e+06
P38782	MED6_YEAST	MED6	Mediator of RNA polymerase II transcription subunit 6	485741
P38784	VMA22_YEAST	VMA22	Vacuolar ATPase assembly protein VMA22	917292
P38787	PANE_YEAST	PAN5	2-dehydropantoate 2-reductase	3.91466e+06
P38788	SSZ1_YEAST	SSZ1	Ribosome-associated complex subunit SSZ1	3.9546e+07
P38791	DHYS_YEAST	DYS1	Deoxyhypusine synthase	8.12651e+06
P38792	RRP4_YEAST	RRP4	Exosome complex component RRP4	1.84294e+06
P38793	TRM5_YEAST	TRM5	tRNA (guanine(37)-N1)-methyltransferase	663447
P38795	NADE_YEAST	QNS1	Glutamine-dependent NAD(+) synthetase	6.82196e+06
P38804	SDO1L_YEAST	RTC3	Restriction of telomere capping protein 3	1.37587e+08
P38809	YHP7_YEAST	YHR097C	Uncharacterized protein YHR097C	4.10792e+06
P38810	SFB3_YEAST	SFB3	SED5-binding protein 3	3.35966e+06
P38816	TRXB2_YEAST	TRR2	Thioredoxin reductase 2, mitochondrial	1.1132e+07
P38817	GGA2_YEAST	GGA2	ADP-ribosylation factor-binding protein GGA2	3.75265e+06
P38820	UBA4_YEAST	UBA4	Adenylyltransferase and sulfurtransferase UBA4	2.49938e+06
P38821	DNPEP_YEAST	APE4	Aspartyl aminopeptidase 4	8.25807e+06
P38822	BZZ1_YEAST	BZZ1	Protein BZZ1	1.83058e+06
P38824	COX23_YEAST	COX23	Cytochrome c oxidase-assembly factor COX23, mitochondrial	117390
P38828	LSM12_YEAST	LSM12	Protein LSM12	4.76169e+06
P38836	ECM14_YEAST	ECM14	Putative metallocarboxypeptidase ECM14	4.12343e+06
P38841	YHT8_YEAST	YHR138C	Uncharacterized protein YHR138C	2.9557e+07
P38845	CRP1_YEAST	CRP1	Cruciform DNA-recognizing protein 1	7.20021e+06
P38853	KEL1_YEAST	KEL1	Kelch repeat-containing protein 1	2.94513e+06
P38858	SOL3_YEAST	SOL3	6-phosphogluconolactonase 3	3.54155e+07
P38861	NMD3_YEAST	NMD3	60S ribosomal export protein NMD3	1.6786e+06
P38866	FMO1_YEAST	FMO1	Thiol-specific monooxygenase	715686
P38879	NACA_YEAST	EGD2	Nascent polypeptide-associated complex subunit alpha	9.09407e+07
P38882	UTP9_YEAST	UTP9	U3 small nucleolar RNA-associated protein 9	761888
P38885	AIM46_YEAST	AIM46	Altered inheritance of mitochondria protein 46, mitochondrial	2.92226e+06
P38886	RPN10_YEAST	RPN10	26S proteasome regulatory subunit RPN10	1.04473e+07
P38891	BCA1_YEAST	BAT1	Branched-chain-amino-acid aminotransferase, mitochondrial	9.49293e+07
P38902	RPB11_YEAST	RPB11	DNA-directed RNA polymerase II subunit RPB11	4.29148e+06
P38903	2A5D_YEAST	RTS1	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	1.20353e+06
P38910	CH10_YEAST	HSP10	10 kDa heat shock protein, mitochondrial	5.42366e+07
P38911	FKBP3_YEAST	FPR3	FK506-binding nuclear protein	2.16454e+07
P38912	IF1A_YEAST	TIF11	Eukaryotic translation initiation factor 1A	2.87553e+07
P38915	SPT8_YEAST	SPT8	Transcription factor SPT8	582686
P38919	IF4A3_HUMAN	EIF4A3	Eukaryotic initiation factor 4A-III	1.71557e+08
P38921	PET8_YEAST	PET8	Putative mitochondrial carrier protein PET8	921841
P38922	HRB1_YEAST	HRB1	Protein HRB1	3.01545e+06
P38929	ATC2_YEAST	PMC1	Calcium-transporting ATPase 2	2.32845e+06
P38930	CSK2C_YEAST	CKB2	Casein kinase II subunit beta'	2.15409e+06
P38934	BFR1_YEAST	BFR1	Nuclear segregation protein BFR1	3.32989e+07
P38935	SMBP2_HUMAN	IGHMBP2	DNA-binding protein SMUBP-2	849810
P38962	TVP23_YEAST	TVP23	Golgi apparatus membrane protein TVP23	2.21392e+06
P38968	SEC31_YEAST	SEC31	Protein transport protein SEC31	8.5078e+06
P38970	HAL5_YEAST	HAL5	Serine/threonine-protein kinase HAL5	529662
P38972	PUR4_YEAST	ADE6	Phosphoribosylformylglycinamidine synthase	1.02235e+07
P38985	SRP14_YEAST	SRP14	Signal recognition particle subunit SRP14	4.37708e+06
