Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R02\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R02.mzML
P25605	ILV6_YEAST	ILV6	Acetolactate synthase small subunit, mitochondrial	1.36588e+07
P25608;P54007	YCZ2_YEAST;YL460_YEAST	YCR102C;YLR460C	Uncharacterized protein YCR102C	1.33724e+06
P25612;P47182;Q07747	AAD10_YEAST;AAD3_YEAST;AAD4_YEAST	AAD10;AAD3;AAD4	Putative aryl-alcohol dehydrogenase AAD3	2.40249e+06
P25619	HSP30_YEAST	HSP30	30 kDa heat shock protein	7.27042e+06
P25623	SYP1_YEAST	SYP1	Suppressor of yeast profilin deletion	4.58349e+06
P25631	YCU1_YEAST	YCR051W	Ankyrin repeat-containing protein YCR051W	1.21807e+06
P25654	YCY0_YEAST	YCR090C	UPF0587 protein YCR090C	179714
P25659	FUB1_YEAST	FUB1	Silencing boundary-establishment protein FUB1	565414
P25685	DNJB1_HUMAN	DNAJB1	DnaJ homolog subfamily B member 1	1.94486e+07
P25694	CDC48_YEAST	CDC48	Cell division control protein 48	2.59269e+07
P25705	ATPA_HUMAN	ATP5F1A	ATP synthase subunit alpha, mitochondrial	3.82356e+08
P25719	CYPC_YEAST	CPR3	Peptidyl-prolyl cis-trans isomerase C, mitochondrial	2.0946e+07
P25786	PSA1_HUMAN	PSMA1	Proteasome subunit alpha type-1	8.76997e+07
P25787	PSA2_HUMAN	PSMA2	Proteasome subunit alpha type-2	4.66515e+07
P25788	PSA3_HUMAN	PSMA3	Proteasome subunit alpha type-3	4.36692e+07
P25789	PSA4_HUMAN	PSMA4	Proteasome subunit alpha type-4	5.72714e+07
P25807	CPR1_CAEEL	cpr-1	Gut-specific cysteine proteinase	1.70827e+07
P25815	S100P_HUMAN	S100P	Protein S100-P	1.55757e+08
P26006	ITA3_HUMAN	ITGA3	Integrin alpha-3	5.59223e+06
P26038	MOES_HUMAN	MSN	Moesin	1.64879e+08
P26196	DDX6_HUMAN	DDX6	Probable ATP-dependent RNA helicase DDX6	1.26941e+07
P26263	PDC6_YEAST	PDC6	Pyruvate decarboxylase isozyme 3	1.19132e+07
P26321	RL5_YEAST	RPL5	60S ribosomal protein L5	4.73505e+07
P26358	DNMT1_HUMAN	DNMT1	DNA (cytosine-5)-methyltransferase 1	1.4697e+07
P26368	U2AF2_HUMAN	U2AF2	Splicing factor U2AF 65 kDa subunit	3.80143e+07
P26373	RL13_HUMAN	RPL13	60S ribosomal protein L13	2.54156e+08
P26440	IVD_HUMAN	IVD	Isovaleryl-CoA dehydrogenase, mitochondrial	1.33627e+07
P26447	S10A4_HUMAN	S100A4	Protein S100-A4	3.73022e+08
P26583	HMGB2_HUMAN	HMGB2	High mobility group protein B2	6.01206e+07
P26599	PTBP1_HUMAN	PTBP1	Polypyrimidine tract-binding protein 1	1.33319e+08
P26637	SYLC_YEAST	CDC60	Leucine--tRNA ligase, cytoplasmic	9.26104e+06
P26639	SYTC_HUMAN	TARS1	Threonine--tRNA ligase 1, cytoplasmic	8.84359e+07
P26640	SYVC_HUMAN	VARS1	Valine--tRNA ligase	1.94303e+07
P26641	EF1G_HUMAN	EEF1G	Elongation factor 1-gamma	1.91928e+08
P26754	RFA2_YEAST	RFA2	Replication factor A protein 2	481161
P26755	RFA3_YEAST	RFA3	Replication factor A protein 3	1.35807e+06
P26783	RS5_YEAST	RPS5	40S ribosomal protein S5	1.03936e+08
P26784	RL16A_YEAST	RPL16A	60S ribosomal protein L16-A	1.75145e+07
P26785	RL16B_YEAST	RPL16B	60S ribosomal protein L16-B	5.10906e+07
P26786	RS7A_YEAST	RPS7A	40S ribosomal protein S7-A	5.66901e+07
P26885	FKBP2_HUMAN	FKBP2	Peptidyl-prolyl cis-trans isomerase FKBP2	2.14018e+07
P27105	STOM_HUMAN	STOM	Erythrocyte band 7 integral membrane protein	6.02951e+07
P27144	KAD4_HUMAN	AK4	Adenylate kinase 4, mitochondrial	1.85406e+07
P27348	1433T_HUMAN	YWHAQ	14-3-3 protein theta	1.252e+08
P27361	MK03_HUMAN	MAPK3	Mitogen-activated protein kinase 3	4.56632e+06
P27420	HSP7C_CAEEL	hsp-3	Heat shock 70 kDa protein C	9.15257e+07
P27449	VATL_HUMAN	ATP6V0C	V-type proton ATPase 16 kDa proteolipid subunit	2.31922e+06
P27466	KCC1_YEAST	CMK1	Calcium/calmodulin-dependent protein kinase I	5.67576e+06
P27472	GYS2_YEAST	GSY2	Glycogen [starch] synthase isoform 2	7.31156e+06
P27476	NSR1_YEAST	NSR1	Nuclear localization sequence-binding protein	9.13267e+06
P27540	ARNT_HUMAN	ARNT	Aryl hydrocarbon receptor nuclear translocator	3.31796e+06
P27604	SAHH_CAEEL	ahcy-1	Adenosylhomocysteinase	4.19905e+08
P27614	CBPS_YEAST	CPS1	Carboxypeptidase S	5.44023e+06
P27616	PUR7_YEAST	ADE1	Phosphoribosylaminoimidazole-succinocarboxamide synthase	4.63947e+06
P27635	RL10_HUMAN	RPL10	60S ribosomal protein L10	1.45501e+08
P27639	IF4A_CAEEL	inf-1	Eukaryotic initiation factor 4A	1.02245e+08
P27692	SPT5_YEAST	SPT5	Transcription elongation factor SPT5	1.33088e+06
P27694	RFA1_HUMAN	RPA1	Replication protein A 70 kDa DNA-binding subunit	2.73109e+07
P27695	APEX1_HUMAN	APEX1	DNA-(apurinic or apyrimidinic site) endonuclease	5.5381e+07
P27707	DCK_HUMAN	DCK	Deoxycytidine kinase	4.86833e+06
P27708	PYR1_HUMAN	CAD	CAD protein	2.09647e+07
P27796	THIK_YEAST	POT1	3-ketoacyl-CoA thiolase, peroxisomal	2.63934e+06
P27797	CALR_HUMAN	CALR	Calreticulin	1.53293e+08
P27798	CALR_CAEEL	crt-1	Calreticulin	1.11254e+08
P27809	KRE2_YEAST	KRE2	Glycolipid 2-alpha-mannosyltransferase	2.42551e+06
P27810	KTR1_YEAST	KTR1	Alpha-1,2 mannosyltransferase KTR1	2.14227e+06
P27816	MAP4_HUMAN	MAP4	Microtubule-associated protein 4	3.64086e+07
P27824	CALX_HUMAN	CANX	Calnexin	1.36493e+08
P28000	RPAC2_YEAST	RPC19	DNA-directed RNA polymerases I and III subunit RPAC2	4.291e+06
P28003	FUN19_YEAST	FUN19	SWIRM domain-containing protein FUN19	1.24685e+06
P28007	GAR1_YEAST	GAR1	H/ACA ribonucleoprotein complex subunit GAR1	3.17125e+06
P28062	PSB8_HUMAN	PSMB8	Proteasome subunit beta type-8	1.5306e+07
P28065	PSB9_HUMAN	PSMB9	Proteasome subunit beta type-9	4.23197e+06
P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5	5.18467e+07
P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4	2.71998e+07
P28072	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6	6.09942e+07
P28074	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5	2.76554e+07
P28240	ACEA_YEAST	ICL1	Isocitrate lyase	1.74493e+06
P28241	IDH2_YEAST	IDH2	Isocitrate dehydrogenase [NAD] subunit 2, mitochondrial	1.15064e+07
P28272	PYRD_YEAST	URA1	Dihydroorotate dehydrogenase (fumarate)	1.38933e+07
P28274	URA7_YEAST	URA7	CTP synthase 1	1.74956e+06
P28288	ABCD3_HUMAN	ABCD3	ATP-binding cassette sub-family D member 3	4.44977e+06
P28290	ITPI2_HUMAN	ITPRID2	Protein ITPRID2	2.18807e+06
P28321	MGLL_YEAST	YJU3	Monoglyceride lipase	2.74028e+06
P28331	NDUS1_HUMAN	NDUFS1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	7.4756e+07
P28340	DPOD1_HUMAN	POLD1	DNA polymerase delta catalytic subunit	3.74041e+07
P28347	TEAD1_HUMAN	TEAD1	Transcriptional enhancer factor TEF-1	2.0722e+06
P28482	MK01_HUMAN	MAPK1	Mitogen-activated protein kinase 1	8.86803e+06
P28495	CAPZA_YEAST	CAP1	F-actin-capping protein subunit alpha	4.22265e+06
P28548	CSK2B_CAEEL	kin-10	Casein kinase II subunit beta	1.73152e+07
P28625	YIM1_YEAST	YIM1	Protein YIM1	1.40571e+06
P28702	RXRB_HUMAN	RXRB	Retinoic acid receptor RXR-beta	2.25093e+06
P28707	SBA1_YEAST	SBA1	Co-chaperone protein SBA1	1.8297e+07
P28715	ERCC5_HUMAN	ERCC5	DNA repair protein complementing XP-G cells	1.11446e+06
P28777	AROC_YEAST	ARO2	Chorismate synthase	5.84051e+06
P28799	GRN_HUMAN	GRN	Progranulin	7.91972e+06
P28834	IDH1_YEAST	IDH1	Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial	1.80513e+07
P28838	AMPL_HUMAN	LAP3	Cytosol aminopeptidase	8.11728e+06
P29083	T2EA_HUMAN	GTF2E1	General transcription factor IIE subunit 1	2.89971e+06
P29084	T2EB_HUMAN	GTF2E2	Transcription initiation factor IIE subunit beta	2.49879e+06
P29144	TPP2_HUMAN	TPP2	Tripeptidyl-peptidase 2	1.5897e+07
P29218	IMPA1_HUMAN	IMPA1	Inositol monophosphatase 1	5.87259e+06
P29311	BMH1_YEAST	BMH1	Protein BMH1	4.71206e+07
P29317	EPHA2_HUMAN	EPHA2	Ephrin type-A receptor 2	2.74175e+06
P29350	PTN6_HUMAN	PTPN6	Tyrosine-protein phosphatase non-receptor type 6	751293
P29353	SHC1_HUMAN	SHC1	SHC-transforming protein 1	3.2555e+06
P29372	3MG_HUMAN	MPG	DNA-3-methyladenine glycosylase	2.38645e+07
P29400	CO4A5_HUMAN	COL4A5	Collagen alpha-5(IV) chain	2.97845e+06
P29401	TKT_HUMAN	TKT	Transketolase	4.61857e+08
P29453	RL8B_YEAST	RPL8B	60S ribosomal protein L8-B	6.59156e+07
P29466	CASP1_HUMAN	CASP1	Caspase-1	2.20024e+06
P29478	SEC65_YEAST	SEC65	Signal recognition particle subunit SEC65	1.1573e+06
P29508	SPB3_HUMAN	SERPINB3	Serpin B3	3.60734e+06
P29509	TRXB1_YEAST	TRR1	Thioredoxin reductase 1	1.37438e+07
P29547	EF1G1_YEAST	CAM1	Elongation factor 1-gamma 1	1.65258e+07
P29558;Q6XE24	RBMS1_HUMAN;RBMS3_HUMAN	RBMS1;RBMS3	RNA-binding motif, single-stranded-interacting protein 1	1.1005e+06
P29590	PML_HUMAN	PML	Protein PML	3.27758e+06
P29691	EF2_CAEEL	eef-2	Elongation factor 2	4.17524e+08
P29692	EF1D_HUMAN	EEF1D	Elongation factor 1-delta	9.47685e+07
P29704	FDFT_YEAST	ERG9	Squalene synthase	3.1215e+06
P29952	MPI_YEAST	PMI40	Mannose-6-phosphate isomerase	1.35683e+07
P29992	GNA11_HUMAN	GNA11	Guanine nucleotide-binding protein subunit alpha-11	5.35326e+06
P30038	AL4A1_HUMAN	ALDH4A1	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	607126
P30040	ERP29_HUMAN	ERP29	Endoplasmic reticulum resident protein 29	4.06769e+07
P30041	PRDX6_HUMAN	PRDX6	Peroxiredoxin-6	2.35679e+08
P30043	BLVRB_HUMAN	BLVRB	Flavin reductase (NADPH)	5.75523e+07
P30044	PRDX5_HUMAN	PRDX5	Peroxiredoxin-5, mitochondrial	9.01851e+07
P30046	DOPD_HUMAN	DDT	D-dopachrome decarboxylase	2.27175e+07
P30047	GFRP_HUMAN	GCHFR	GTP cyclohydrolase 1 feedback regulatory protein	5.76818e+06
P30048	PRDX3_HUMAN	PRDX3	Thioredoxin-dependent peroxide reductase, mitochondrial	1.05601e+08
P30049	ATPD_HUMAN	ATP5F1D	ATP synthase subunit delta, mitochondrial	5.84858e+07
P30050	RL12_HUMAN	RPL12	60S ribosomal protein L12	1.86785e+08
P30084	ECHM_HUMAN	ECHS1	Enoyl-CoA hydratase, mitochondrial	1.46231e+08
P30085	KCY_HUMAN	CMPK1	UMP-CMP kinase	1.44611e+07
P30086	PEBP1_HUMAN	PEBP1	Phosphatidylethanolamine-binding protein 1	1.28282e+08
P30101	PDIA3_HUMAN	PDIA3	Protein disulfide-isomerase A3	2.36809e+08
P30153	2AAA_HUMAN	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	3.5807e+07
P30154	2AAB_HUMAN	PPP2R1B	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	5.5225e+06
P30260	CDC27_HUMAN	CDC27	Cell division cycle protein 27 homolog	3.78092e+06
P30402	PYRX_YEAST	URA10	Orotate phosphoribosyltransferase 2	4.22974e+06
P30405	PPIF_HUMAN	PPIF	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	3.72817e+07
P30408	T4S1_HUMAN	TM4SF1	Transmembrane 4 L6 family member 1	5.90363e+07
P30414	NKTR_HUMAN	NKTR	NK-tumor recognition protein	2.20223e+06
P30419	NMT1_HUMAN	NMT1	Glycylpeptide N-tetradecanoyltransferase 1	1.60097e+07
P30519	HMOX2_HUMAN	HMOX2	Heme oxygenase 2	5.0432e+06
P30520	PURA2_HUMAN	ADSS2	Adenylosuccinate synthetase isozyme 2	1.1406e+07
P30533	AMRP_HUMAN	LRPAP1	Alpha-2-macroglobulin receptor-associated protein	9.63262e+06
P30536	TSPO_HUMAN	TSPO	Translocator protein	1.68036e+07
P30566	PUR8_HUMAN	ADSL	Adenylosuccinate lyase	1.07721e+07
P30605	ITR1_YEAST	ITR1	Myo-inositol transporter 1	3.936e+06
P30613	KPYR_HUMAN	PKLR	Pyruvate kinase PKLR	4.27771e+06
P30622	CLIP1_HUMAN	CLIP1	CAP-Gly domain-containing linker protein 1	5.03762e+06
P30624	LCF1_YEAST	FAA1	Long-chain-fatty-acid--CoA ligase 1	8.91611e+06
P30625	KAPR_CAEEL	kin-2	cAMP-dependent protein kinase regulatory subunit	2.49621e+07
P30626	SORCN_HUMAN	SRI	Sorcin	5.23587e+07
P30627	GLBH_CAEEL	glb-1	Globin-like protein	9.10566e+06
P30628	VPP1_CAEEL	unc-32	Probable V-type proton ATPase 116 kDa subunit a	3.47727e+06
P30629	YOU2_CAEEL	ZK637.2	Uncharacterized protein ZK637.2	1.41234e+07
P30632	ASNA_CAEEL	asna-1	ATPase asna-1	4.27545e+06
P30642	EIF3D_CAEEL	eif-3.D	Eukaryotic translation initiation factor 3 subunit D	1.04045e+07
P30656	PSB5_YEAST	PRE2	Proteasome subunit beta type-5	7.44086e+06
P30657	PSB7_YEAST	PRE4	Proteasome subunit beta type-7	3.3098e+06
P30665	MCM4_YEAST	MCM4	DNA replication licensing factor MCM4	1.66772e+07
P30740	ILEU_HUMAN	SERPINB1	Leukocyte elastase inhibitor	1.9655e+07
P30822	XPO1_YEAST	CRM1	Exportin-1	1.47979e+06
P30825	SL7A1_HUMAN	SLC7A1	High affinity cationic amino acid transporter 1	3.2566e+06
P30837	AL1B1_HUMAN	ALDH1B1	Aldehyde dehydrogenase X, mitochondrial	2.50609e+06
P30876	RPB2_HUMAN	POLR2B	DNA-directed RNA polymerase II subunit RPB2	7.66493e+06
P30902	ATP7_YEAST	ATP7	ATP synthase subunit d, mitochondrial	1.94523e+07
P30990	NEUT_HUMAN	NTS	Neurotensin/neuromedin N	1.28903e+06
P31040	SDHA_HUMAN	SDHA	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	5.32486e+07
P31116	DHOM_YEAST	HOM6	Homoserine dehydrogenase	3.77273e+07
P31150	GDIA_HUMAN	GDI1	Rab GDP dissociation inhibitor alpha	3.69392e+06
P31153	METK2_HUMAN	MAT2A	S-adenosylmethionine synthase isoform type-2	2.11277e+08
P31161	SODM1_CAEEL	sod-2	Superoxide dismutase [Mn] 1, mitochondrial	1.81537e+07
P31260	HXA10_HUMAN	HOXA10	Homeobox protein Hox-A10	1.14496e+06
P31321	KAP1_HUMAN	PRKAR1B	cAMP-dependent protein kinase type I-beta regulatory subunit	1.84898e+06
P31327	CPSM_HUMAN	CPS1	Carbamoyl-phosphate synthase [ammonia], mitochondrial	3.5802e+08
P31350	RIR2_HUMAN	RRM2	Ribonucleoside-diphosphate reductase subunit M2	1.07517e+07
P31373	CYS3_YEAST	CYS3	Cystathionine gamma-lyase	3.49633e+07
P31382	PMT2_YEAST	PMT2	Dolichyl-phosphate-mannose--protein mannosyltransferase 2	6.09808e+06
P31383	2AAA_YEAST	TPD3	Protein phosphatase PP2A regulatory subunit A	3.14441e+06
P31412	VATC_YEAST	VMA5	V-type proton ATPase subunit C	7.09044e+06
P31431	SDC4_HUMAN	SDC4	Syndecan-4	2.2758e+06
P31483	TIA1_HUMAN	TIA1	Nucleolysin TIA-1 isoform p40	4.50162e+06
P31539	HS104_YEAST	HSP104	Heat shock protein 104	2.3557e+07
P31688	TPS2_YEAST	TPS2	Trehalose-phosphatase	2.05989e+07
P31689	DNJA1_HUMAN	DNAJA1	DnaJ homolog subfamily A member 1	3.2762e+07
P31751	AKT2_HUMAN	AKT2	RAC-beta serine/threonine-protein kinase	2.7775e+06
P31787	ACBP_YEAST	ACB1	Acyl-CoA-binding protein	4.38675e+07
P31930	QCR1_HUMAN	UQCRC1	Cytochrome b-c1 complex subunit 1, mitochondrial	4.85863e+07
P31937	3HIDH_HUMAN	HIBADH	3-hydroxyisobutyrate dehydrogenase, mitochondrial	6.13833e+06
P31939	PUR9_HUMAN	ATIC	Bifunctional purine biosynthesis protein ATIC	4.67816e+07
P31942	HNRH3_HUMAN	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3	5.13621e+07
P31943	HNRH1_HUMAN	HNRNPH1	Heterogeneous nuclear ribonucleoprotein H	1.67228e+08
P31944	CASPE_HUMAN	CASP14	Caspase-14	1.01856e+06
P31946	1433B_HUMAN	YWHAB	14-3-3 protein beta/alpha	1.49462e+08
P31947	1433S_HUMAN	SFN	14-3-3 protein sigma	9.70179e+07
P31948	STIP1_HUMAN	STIP1	Stress-induced-phosphoprotein 1	9.1473e+07
P31949	S10AB_HUMAN	S100A11	Protein S100-A11	6.42959e+08
P32004	L1CAM_HUMAN	L1CAM	Neural cell adhesion molecule L1	9.49915e+06
P32074	COPG_YEAST	SEC21	Coatomer subunit gamma	3.14872e+06
P32119	PRDX2_HUMAN	PRDX2	Peroxiredoxin-2	2.46178e+08
P32178	CHMU_YEAST	ARO7	Chorismate mutase	996769
P32179	MET22_YEAST	MET22	3'(2'),5'-bisphosphate nucleotidase	5.83073e+06
P32189;Q14409	GLPK3_HUMAN;GLPK_HUMAN	GK;GK3P	Glycerol kinase	1.34881e+06
P32190	GLPK_YEAST	GUT1	Glycerol kinase	415299
P32191	GPDM_YEAST	GUT2	Glycerol-3-phosphate dehydrogenase, mitochondrial	3.55416e+06
P32242	OTX1_HUMAN	OTX1	Homeobox protein OTX1	193286
P32263	P5CR_YEAST	PRO3	Pyrroline-5-carboxylate reductase	7.17496e+06
P32288	GLNA_YEAST	GLN1	Glutamine synthetase	3.24599e+06
P32316	ACH1_YEAST	ACH1	Acetyl-CoA hydrolase	7.64424e+07
P32320	CDD_HUMAN	CDA	Cytidine deaminase	1.40808e+07
P32321	DCTD_HUMAN	DCTD	Deoxycytidylate deaminase	994784
P32322	P5CR1_HUMAN	PYCR1	Pyrroline-5-carboxylate reductase 1, mitochondrial	2.77094e+07
P32324	EF2_YEAST	EFT1	Elongation factor 2	8.50092e+07
P32327	PYC2_YEAST	PYC2	Pyruvate carboxylase 2	8.07774e+06
P32329	YPS1_YEAST	YPS1	Aspartic proteinase 3	3.78279e+06
P32332	OAC1_YEAST	OAC1	Mitochondrial oxaloacetate transport protein	7.14477e+06
P32335	MSS51_YEAST	MSS51	Protein MSS51, mitochondrial	110330
P32337	IMB3_YEAST	PSE1	Importin subunit beta-3	613621
P32340	NDI1_YEAST	NDI1	Rotenone-insensitive NADH-ubiquinone oxidoreductase, mitochondrial	4.57232e+06
P32342	SRP21_YEAST	SRP21	Signal recognition particle subunit SRP21	337619
P32352	ERG2_YEAST	ERG2	C-8 sterol isomerase	2.45697e+06
P32353	ERG3_YEAST	ERG3	Delta(7)-sterol 5(6)-desaturase	1.75695e+07
P32356	TREA_YEAST	NTH1	Neutral trehalase	5.09124e+06
P32366	VA0D_YEAST	VMA6	V-type proton ATPase subunit d	5.97431e+06
P32368	SAC1_YEAST	SAC1	Phosphatidylinositol-3-phosphatase SAC1	7.01533e+06
P32377	MVD1_YEAST	MVD1	Diphosphomevalonate decarboxylase	2.17265e+07
P32379	PSA5_YEAST	PUP2	Proteasome subunit alpha type-5	8.44757e+06
P32381	ARP2_YEAST	ARP2	Actin-related protein 2	6.08572e+06
P32419	MDHP_YEAST	MDH3	Malate dehydrogenase, peroxisomal	1.92043e+07
P32445	RIM1_YEAST	RIM1	Single-stranded DNA-binding protein RIM1, mitochondrial	1.8475e+07
P32449	AROG_YEAST	ARO4	Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited	1.39352e+07
P32453	ATP11_YEAST	ATP11	Protein ATP11, mitochondrial	866722
P32454	APE2_YEAST	APE2	Aminopeptidase 2, mitochondrial	5.63912e+06
P32456	GBP2_HUMAN	GBP2	Guanylate-binding protein 2	1.1842e+06
P32457	CDC3_YEAST	CDC3	Cell division control protein 3	3.73469e+06
P32458	CDC11_YEAST	CDC11	Cell division control protein 11	1.07399e+06
P32462	ERG24_YEAST	ERG24	Delta(14)-sterol reductase	369980
P32463	ACPM_YEAST	ACP1	Acyl carrier protein, mitochondrial	4.03869e+06
P32466	HXT3_YEAST	HXT3	Low-affinity glucose transporter HXT3	2.51916e+06
P32468	CDC12_YEAST	CDC12	Cell division control protein 12	3.45831e+06
P32469	DPH5_YEAST	DPH5	Diphthine methyl ester synthase	5.52942e+06
P32471	EF1B_YEAST	EFB1	Elongation factor 1-beta	8.48404e+07
P32472	FKBP2_YEAST	FPR2	Peptidyl-prolyl cis-trans isomerase FPR2	6.11202e+06
P32473	ODPB_YEAST	PDB1	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	1.9434e+07
P32474	EUG1_YEAST	EUG1	Protein disulfide-isomerase EUG1	1.53452e+06
P32476	ERG1_YEAST	ERG1	Squalene monooxygenase	1.04163e+07
P32477	GSH1_YEAST	GSH1	Glutamate--cysteine ligase	1.34344e+06
P32478;Q03178	HS150_YEAST;PIR1_YEAST	HSP150;PIR1	Cell wall mannoprotein HSP150	2.8781e+06
P32481	IF2G_YEAST	GCD11	Eukaryotic translation initiation factor 2 subunit gamma	5.36335e+06
P32485	HOG1_YEAST	HOG1	Mitogen-activated protein kinase HOG1	1.41085e+06
P32495	NHP2_YEAST	NHP2	H/ACA ribonucleoprotein complex subunit NHP2	5.03789e+06
P32496	RPN12_YEAST	RPN12	26S proteasome regulatory subunit RPN12	3.06513e+06
P32497	EIF3C_YEAST	NIP1	Eukaryotic translation initiation factor 3 subunit C	2.98629e+06
P32499	NUP2_YEAST	NUP2	Nucleoporin NUP2	1.78164e+06
P32501	EI2BE_YEAST	GCD6	Translation initiation factor eIF-2B subunit epsilon	545691
P32505	NAB2_YEAST	NAB2	Nuclear polyadenylated RNA-binding protein NAB2	1.33405e+06
P32521	PAN1_YEAST	PAN1	Actin cytoskeleton-regulatory complex protein PAN1	1.62124e+06
P32523	PRP19_YEAST	PRP19	Pre-mRNA-processing factor 19	892895
P32527	ZUO1_YEAST	ZUO1	Zuotin	1.05733e+07
P32529	RPA12_YEAST	RPA12	DNA-directed RNA polymerase I subunit RPA12	2.39559e+06
P32558	SPT16_YEAST	SPT16	FACT complex subunit SPT16	1.27146e+06
P32563	VPH1_YEAST	VPH1	V-type proton ATPase subunit a, vacuolar isoform	2.42172e+06
P32565	RPN2_YEAST	RPN2	26S proteasome regulatory subunit RPN2	4.22324e+06
P32582	CBS_YEAST	CYS4	Cystathionine beta-synthase	2.71852e+07
P32588	PUB1_YEAST	PUB1	Nuclear and cytoplasmic polyadenylated RNA-binding protein PUB1	1.08833e+07
P32589	HSP7F_YEAST	SSE1	Heat shock protein homolog SSE1	2.39446e+07
P32590	HSP79_YEAST	SSE2	Heat shock protein homolog SSE2	6.78838e+06
P32598	PP12_YEAST	GLC7	Serine/threonine-protein phosphatase PP1-2	1.85474e+07
P32599	FIMB_YEAST	SAC6	Fimbrin	1.26523e+07
P32602	SEC17_YEAST	SEC17	Alpha-soluble NSF attachment protein	3.70112e+06
P32604	F26_YEAST	FBP26	Fructose-2,6-bisphosphatase	813176
P32608	RTG2_YEAST	RTG2	Retrograde regulation protein 2	924021
P32610	VATD_YEAST	VMA8	V-type proton ATPase subunit D	3.44725e+06
P32614	FRDS_YEAST	FRD1	Fumarate reductase 1	8.01615e+06
P32628	RAD23_YEAST	RAD23	UV excision repair protein RAD23	4.58144e+06
P32629	ANP1_YEAST	ANP1	Mannan polymerase II complex ANP1 subunit	326366
P32643	TMT1_YEAST	TMT1	Trans-aconitate 3-methyltransferase	1.32905e+07
P32744	CLAS2_CAEEL	cls-2	Protein CLASP-2	931546
P32769	HBS1_YEAST	HBS1	Elongation factor 1 alpha-like protein	864676
P32771	FADH_YEAST	SFA1	S-(hydroxymethyl)glutathione dehydrogenase	2.26902e+07
P32774	T2AG_YEAST	TOA2	Transcription initiation factor IIA subunit 2	1.83636e+06
P32775	GLGB_YEAST	GLC3	1,4-alpha-glucan-branching enzyme	4.2797e+06
P32780	TF2H1_HUMAN	GTF2H1	General transcription factor IIH subunit 1	3.3758e+06
P32787	MG101_YEAST	MGM101	Mitochondrial genome maintenance protein MGM101	1.87544e+06
P32790	SLA1_YEAST	SLA1	Actin cytoskeleton-regulatory complex protein SLA1	1.18639e+06
P32795	YME1_YEAST	YME1	Mitochondrial inner membrane i-AAA protease supercomplex subunit YME1	1.49578e+06
P32796	CACP_YEAST	CAT2	Carnitine O-acetyltransferase, mitochondrial	1.84198e+06
P32799	COX13_YEAST	COX13	Cytochrome c oxidase subunit 13, mitochondrial	1.30419e+07
P32803	EMP24_YEAST	EMP24	Endosomal protein P24B	3.52403e+06
P32835;P32836	GSP1_YEAST;GSP2_YEAST	GSP1;GSP2	GTP-binding nuclear protein GSP1/CNR1	1.90793e+07
P32855	SEC8_YEAST	SEC8	Exocyst complex component SEC8	138379
P32857	PTM1_YEAST	PTM1	Membrane protein PTM1	2.01967e+06
P32860	NFU1_YEAST	NFU1	NifU-like protein, mitochondrial	581069
P32861	UGPA1_YEAST	UGP1	UTP--glucose-1-phosphate uridylyltransferase	2.52074e+07
P32867	SSO1_YEAST	SSO1	Protein SSO1	2.1578e+06
P32891	DLD1_YEAST	DLD1	D-lactate dehydrogenase [cytochrome] 1, mitochondrial	5.06266e+06
P32895	KPR1_YEAST	PRS1	Ribose-phosphate pyrophosphokinase 1	2.4013e+06
P32898	CYM1_YEAST	CYM1	Mitochondrial presequence protease	531062
P32902	RT04_YEAST	MRP4	37S ribosomal protein MRP4, mitochondrial	466049
P32911	SUI1_YEAST	SUI1	Eukaryotic translation initiation factor eIF-1	1.25288e+07
P32915	SC61A_YEAST	SEC61	Protein transport protein SEC61	3.37697e+06
P32916	SRPR_YEAST	SRP101	Signal recognition particle receptor subunit alpha homolog	678746
P32929	CGL_HUMAN	CTH	Cystathionine gamma-lyase	2.86743e+06
P32939	YPT7_YEAST	YPT7	GTP-binding protein YPT7	3.95358e+06
P32969	RL9_HUMAN	RPL9	60S ribosomal protein L9	1.54302e+08
P33121	ACSL1_HUMAN	ACSL1	Long-chain-fatty-acid--CoA ligase 1	1.23849e+06
P33176	KINH_HUMAN	KIF5B	Kinesin-1 heavy chain	1.24811e+07
P33201	MRT4_YEAST	MRT4	Ribosome assembly factor MRT4	2.35848e+06
